AUC,Precision,Recall,F1,Fold_AUCs
0.6956964277546409,0.6113477594138694,0.760434170489123,0.6777895468314634,"[0.7615282557266306, 0.707857424732679, 0.7429871632670724, 0.7749111762420607, 0.744627824717748]"
