AUC,Precision,Recall,F1,Fold_AUCs
0.6847561271611274,0.6085697515163373,0.7559422544111214,0.6742976066597295,"[0.7557896921341071, 0.7170353899514874, 0.7409468101312096, 0.7709319540491334, 0.7515340101140222]"
