AUC,Precision,Recall,F1,Fold_AUCs
0.6957526615301944,0.6132091761223483,0.7525883991281181,0.6757869841787637,"[0.7471015967615267, 0.7092374221675987, 0.7394978803594212, 0.7800464725035683, 0.7390161582108548]"
