feature,importance
alpha_10d,16.774822917887825
alpha_30d,6.223888686880869
macro_bist100_roc_20d,6.015797614263789
macro_bist100_distance_ma200,5.912393661822629
macro_usdtry_distance_ma200,4.448942016953514
macro_us_cli,4.013364397500629
macro_tcmb_repo,3.56765326752954
macro_usdtry_vol_60d,3.4048122764322617
macro_bist100_vol_60d,3.3089063809603143
macro_bist100_vol_regime,2.9867583338665957
macro_usdtry_vol_regime,2.416005112492828
macro_bist100_roc_60d,2.2681797660877714
alpha_60d,2.2659950706360905
macro_bist100,2.1558103640439503
macro_eur_usd_implied,1.6427469744359846
macro_cpi_yoy,1.522208411607384
macro_bist100_vol_20d,1.4899032445672267
macro_usdtry_vol_20d,1.4844648056929906
macro_usdtry_roc_5d,1.454439722592548
macro_us_cpi_yoy,1.2847675181649465
macro_us_cli_roc_20d,1.242144254555781
macro_m2_yoy,1.2356374686436935
macro_bist100_roc_5d,1.2210252962366726
macro_eurtry_roc_20d,1.1757169568496475
macro_usdtry_roc_20d,1.0283324296092127
price_vol_60d,0.8681432895361283
macro_usdtry_ma200,0.76832800286025
macro_macro_regime_down,0.7623969862844746
price_distance_from_ma200,0.7096817706271552
macro_bist100_ma200,0.6449713573662815
macro_eur_try,0.6417834202692568
macro_m2,0.6288299412180056
macro_eurtry_roc_5d,0.5693167429934064
alpha_120d,0.5575132141046364
macro_cpi,0.5253794004396597
alpha_90d,0.5173694628192328
price_vol_20d,0.46716893490266
fund_profit_growth_yoy,0.4435900042419536
price_macd_signal,0.4141950980914063
fund_depreciation,0.4051475113962894
price_roc_10,0.37803706107745005
price_is_dividend_day,0.3722336934624046
macro_cpi_mom,0.3706759227193598
fund_roe,0.3657495598780835
fund_roa,0.36430281501635997
fund_current_ratio,0.35281799623972787
fund_revenue_growth_yoy,0.34798905778168904
price_return_20d,0.3383734740734377
macro_us_cpi,0.32347821413343136
price_volume,0.3192465541773678
macro_macro_regime_up,0.3145666309667998
macro_us_cpi_mom,0.31308079969731933
fund_current_assets,0.30776953228465775
macro_usd_try,0.30013642322093165
fund_net_margin,0.27843953013707784
price_close,0.27819588585535393
price_obv,0.2585781766215977
macro_tcmb_rate_roc_1d,0.242676665455168
fund_debt_to_equity,0.23222988926479873
price_atr_14,0.2198507099904954
price_return_5d,0.2092629335034527
price_macd,0.20102642404858595
fund_gross_profit,0.20086022931536546
fund_long_term_liabilities,0.17785455970817962
macro_usdtry_roc_1d,0.17656737856127305
fund_current_liabilities,0.17410122967811148
macro_tcmb_rate_change,0.1727607104401087
macro_bist100_roc_1d,0.17003836712388815
price_macd_hist,0.16727466825072934
fund_net_profit,0.16270571499379463
price_return_1d,0.15614548574620138
macro_eurtry_vs_bist100,0.1522982458494573
price_sma_50,0.1522095474105771
macro_m2_mom,0.1491296442331743
fund_operating_profit,0.14278447118043006
fund_net_sales,0.13884533482300757
fund_total_equity,0.132415568881769
macro_tcmb_rate_change_5d,0.12998147291633252
price_sma_20,0.12947838814066823
fund_revenue,0.11814520807213963
macro_usdtry_vs_bist100,0.11016091544898035
price_rsi_14,0.10533572717061797
fund_ebitda,0.10217632597976278
macro_eurtry_roc_1d,0.10204098317594208
price_sma_200,0.09252529715353319
price_adj_low,0.0901727378308045
fund_total_assets,0.08952218587332719
price_adj_high,0.08054474906239893
fund_total_liabilities,0.07860076845105289
macro_us_cli_roc_1d,0.06427274128601518
macro_eur_usd_roc_1d,0.04601511096724532
price_adj_open,0.044248728082454114
fund_total_debt,0.03353746712156707
