AUC,Precision,Recall,F1,Fold AUCs
0.5647866943299104,0.5810006368192264,0.6310502969701526,0.604992107482395,"[0.5699238695596061, 0.649525476881223, 0.5504156729697409, 0.5851692672089425, 0.6549707847490789]"
