AUC,Precision,Recall,F1,Fold AUCs
0.547737811404857,0.5463773414482032,0.3936961507469163,0.4576379569669732,"[0.5502601997712508, 0.7681526154981352, 0.5485808116280206, 0.6525479863025354, 0.594464033613705]"
