AUC,Precision,Recall,F1,Fold AUCs
0.5514233188006499,0.5534243102792682,0.40596913159362796,0.4683650665951551,"[0.5690349665969237, 0.7604290221348049, 0.5630943165003478, 0.658231348022762, 0.6034320406432038]"
