FINANCIAL_ITEM_CODE,FINANCIAL_ITEM_NAME_TR,FINANCIAL_ITEM_NAME_EN,SYMBOL,2020/6,2020/9,2020/12,2021/3,2021/6,2021/9,2021/12,2022/3,2022/6,2022/9,2022/12,2023/3,2023/6,2023/9,2023/12,2024/3,2024/6,2024/9,2024/12,2025/3,2025/6,2025/9
2AAGB,Finans Sektörü Faaliyetlerinden Borçlar,Short-Term Loans from Financial Operations,MIATK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2AAGC,Devlet Teşvik ve Yardımları,Short-Term Government Promotions and Aids,MIATK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2AAGCA,Ertelenmiş Gelirler (Müşteri Söz. Doğan Yük. Dış.Kal.),None,MIATK,0,0,10194,0,0,40969,646755,736767,136618,0,474234,793932,1303371,1939737,1040170,2219822,2900778,3316226,6165131,3131097,4860653,3005474
2AAGD,Dönem Karı Vergi Yükümlülüğü,Taxation Liabilities on Income (-),MIATK,0,0,200,0,50182,24105,0,10844,9567,30156,75174,10124,0,6726,47643,30088,0,28417,150062,177413,57637,78420
2AAGE,Borç Karşılıkları,Short-Term Provisions,MIATK,0,0,22573,0,50337,46881,38799,44276,37556,34229,69421,60464,43741,45682,76130,50128,113381,101651,132806,169349,207671,112263
2AAGF,Diğer Kısa Vadeli Yükümlülükler,Other Short-Term Liabilities,MIATK,0,0,18257,0,116742,68822,115440,101608,90012,105427,217132,248431,883077,237876,337000,320690,351345,321902,531334,497797,382656,202908
2AAGG,(Ara Toplam),(Subtotal),MIATK,0,0,2863192,0,5013923,4396414,3751577,3954693,3836305,7706656,14704867,12826408,10988241,10253896,17606440,18517087,21352402,28800214,46117895,35811588,40523401,46798599
2AAGH,Satış Amaçlı Elde Tutulan Duran Varlıklara İlişkin Yükümlülükler,Liabilities on Assets to be Sold,MIATK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2B,Uzun Vadeli Yükümlülükler,LONG TERM LIABILITIES,MIATK,0,0,859200,0,457917,423554,380823,341962,292009,477707,3108448,895245,375776,2838267,2711385,1295410,1070895,1135906,8316945,5167418,8110520,945195
2BA,Finansal Borçlar,Long-Term Financial Loans,MIATK,0,0,708576,0,372116,330182,190793,169991,81575,253948,110703,251048,71939,2524194,2159217,1115844,888533,895232,3909063,2222331,1407858,761897
2BB,Diğer Finansal Yükümlülükler,Other Short-Term Financial Liabilities,MIATK,0,0,0,0,0,0,0,0,0,0,202277,0,0,0,60334,87861,31699,21795,22693,16902,2151,2384
2BBA,Ticari Borçlar,Long-Term Trade Payables,MIATK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2BBB,Diğer Borçlar,Other Long-Term Loans,MIATK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,734627,0,0
2BBBA,Müşteri Söz.Doğan Yük.,None,MIATK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2BC,Finans Sektörü Faaliyetlerinden Borçlar,Long-Term Loans from Financial Operations,MIATK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2BD,Devlet Teşvik ve Yardımları,Long-Term Government Promotions and Aids,MIATK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2BDA,Ertelenmiş Gelirler (Müşteri Söz.Doğan Yük. Dış.Kal.),None,MIATK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2BE,Uzun vadeli karşılıklar,Long-Term Provisions,MIATK,0,0,150624,0,85801,93371,190030,171970,210434,223758,427704,445826,303837,0,491834,91706,150663,218879,322875,201245,241208,180913
2BF,Çalışanlara Sağlanan Faydalara İliş.Karş.,Provisions for Retirment Pay,MIATK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2BG,Ertelenmiş Vergi Yükümlülüğü,Deferred Tax Liabilities,MIATK,0,0,0,0,0,0,0,0,0,0,2367765,198371,0,0,0,0,0,0,4062314,1992312,6459303,0
2BH,Diğer Uzun Vadeli Yükümlülükler,Other Long-Term Liabilities,MIATK,0,0,0,0,0,0,0,0,0,0,0,0,0,314073,0,0,0,0,0,0,0,0
2N,Özkaynaklar,SHAREHOLDERS EQUITY,MIATK,0,0,9052807,0,9768017,11463135,18384976,18512611,21102694,23453185,60679974,34671915,29314643,38845309,86159107,83472522,87805623,94850245,171305477,138928423,149943208,134888106
2O,Ana Ortaklığa Ait Özkaynaklar,Parent Shareholders Capital,MIATK,0,0,9052807,0,9768017,11463135,18384976,18512611,21102694,23453185,60679974,34671915,29312427,38843219,86135821,83464767,87752060,94797848,171093327,138732621,149914973,134820293
2OA,Ödenmiş Sermaye,Share Capital,MIATK,0,0,4036218,0,3449902,3372871,2845802,2591469,2276621,2048286,2028614,1980425,1468906,1385547,16750703,15273501,15021909,14451839,13976992,13057142,12408194,11880255
2OC,Karşılıklı İştirak Sermayesi Düzeltmesi (-),Adjustments to Share Capital,MIATK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2OCA,Hisse Senedi İhraç Primleri,Premium in Excess of Par,MIATK,0,0,0,0,0,0,8737153,0,0,6288625,19146628,6080280,4509819,4253891,12670661,9207453,9816913,10286763,13261112,10870632,10950871,11271766
2OCB,Değer Artış Fonları,Market Value Surpluses,MIATK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2OCC,Yabancı Para Çevrim Farkları,FX Translation Differences,MIATK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2OCD,Kardan Ayrılan Kısıtlanmış Yedekler,Income Reserves,MIATK,0,0,0,0,210713,206008,137223,124959,175690,158069,480994,152832,336309,317224,1556203,1130854,1205707,1263414,2175244,1783129,2442128,2739731
2OCE,Geçmiş Yıllar Kar/Zararları,Retained Earnings /(Acc. Losses),MIATK,0,0,1862464,0,4143642,4051121,2698472,6150542,5337378,4802061,9779630,21875481,16002362,15094243,10715472,25713567,27418444,28730725,36491502,93766326,93812601,96335570
2OCF,Dönem Net Kar/Zararı,Current Year Income /(Losses),MIATK,0,0,2985397,0,1993752,3865593,4055701,1749512,6411801,10234015,22664192,4736893,7072543,14222958,24673434,20686555,21174909,24736700,80788676,790770,10958473,-8223341
2OD,Diğer Özsermaye Kalemleri,Other Sholders Equity Items,MIATK,0,0,168727,0,-29992,-32458,-89376,7896129,6901204,-77870,6579915,-153997,-77511,3569357,19769348,11452837,13114177,15328407,20845511,18464623,19342706,20816311
2ODA,Azınlık Payları,Minority Interests,MIATK,0,0,0,0,0,0,0,0,0,0,0,0,2216,2090,23286,7755,53564,52397,212150,195802,28235,67814
2ODB,TOPLAM KAYNAKLAR,TOTAL LIABILITIES AND S.HOLDERS EQUITY,MIATK,0,0,12775198,0,15239856,16283102,22517376,22809265,25231008,31637548,78493289,48393569,40678660,51937472,106476932,103285020,110228920,124786364,225740317,179907429,198577129,182631900
3B,Sürdürülen Faaliyetler,Continuing Operations,MIATK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3C,Satış Gelirleri,Net Sales,MIATK,2786183,4079339,12305552,2913283,8252994,12886140,18396911,4395822,12514804,22425974,66216872,19071039,40911502,64497917,84888250,42146210,56808324,72368231,98567299,13942252,29505512,51611085
3CA,Satışların Maliyeti (-),Cost Of Sales,MIATK,-1071099,-2706413,-9052214,-1397049,-5778518,-8151064,-11606037,-2583184,-5097039,-9831765,-31204605,-8855895,-20905633,-29760462,-41685741,-5623963,-14688502,-21055241,-39590741,-7505780,-19362564,-33082633
