FINANCIAL_ITEM_CODE,FINANCIAL_ITEM_NAME_TR,FINANCIAL_ITEM_NAME_EN,SYMBOL,2020/6,2020/9,2020/12,2021/3,2021/6,2021/9,2021/12,2022/3,2022/6,2022/9,2022/12,2023/3,2023/6,2023/9,2023/12,2024/3,2024/6,2024/9,2024/12,2025/3,2025/6,2025/9
3DF,FAALİYET KARI (ZARARI),OPERATING PROFITS,TEZOL,12281350,19172764,23200270,3993156,8124144,12665118,17252377,3025297,13622121,24509147,39454708,1261015,20074469,32547409,28001463,5808932,11518589,26971964,15243139,4054094,5550516,8460788
3H,Net Faaliyet Kar/Zararı,Net Operating Profits,TEZOL,11190098,16823622,20952952,2530413,5959608,10799165,13553387,4240228,10976975,21041702,30478313,944580,17092695,26106469,27167077,4509661,8937911,22267875,13250039,2787893,5058329,7037496
3HA,Yatırım Faaliyetlerinden Gelirler,None,TEZOL,84035,80861,84319,0,233934,457628,629602,60703,270903,659118,1164805,26073,1337665,2118602,2417126,901151,1488998,2349969,873754,773092,2242467,2692329
3HAA,Yatırım Faaliyetlerinden Giderler (-),None,TEZOL,0,0,0,0,-471,-459,0,0,0,0,0,0,-70413,-8864,0,-56459,-143445,-294734,0,-208243,-283990,-383128
3HAB,Diğer Gelir ve Giderler,None,TEZOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,-0,0,0,0,0
3HAC,Özkaynak Yöntemiyle Değerlenen Yatırımların Kar/Zararlarındaki Paylar,Profit (Loss) from Subsidiaries,TEZOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3HACA,Finansman Gideri Öncesi Faaliyet Karı/Zararı,None,TEZOL,12365385,19253625,23284589,3993156,8357607,13122287,17881979,3085999,13893024,25168265,40619514,1287088,21341721,34657148,30418589,6653624,12864142,29027200,16116893,4618943,7508993,10769989
3HB,(Esas Faaliyet Dışı) Finansal Gelirler,Financial Income (from Other Operations),TEZOL,5436274,8199067,10222826,3659548,4640106,6531202,23764104,4859079,8047846,9697391,18240333,939336,11951961,15292919,14516363,1192587,2541875,4033798,9301359,1507239,4555391,7212768
3HC,(Esas Faaliyet Dışı) Finansal Giderler (-),Financial Expenses (from Other Operations) (-),TEZOL,-4728691,-6906736,-10697135,-1883324,-2700066,-4553049,-11779349,-2006595,-6366634,-6874145,-27653679,-1364552,-8795759,-22092711,-28029802,-2390988,-8859042,-13279864,-15079624,-4308647,-5438147,-8538486
3HCA,Vergi Öncesi Diğer Gelir ve Giderler,Other Income (Expenses) Before Tax,TEZOL,84035,80861,84319,0,233462,457169,629602,60703,270903,659118,1164805,26073,1267252,2109739,2417126,844691,1345554,2055235,873754,564849,1958477,2309201
3I,SÜRDÜRÜLEN FAALİYETLER VERGİ ÖNCESİ KARI (ZARARI),PROFIT BEFORE TAX FROM CONTINUING OPERATIONS,TEZOL,13072968,20545956,22810280,5769380,10297646,15100439,29866734,5938483,15574235,27991511,31206168,861872,24497923,27857355,16905151,5455223,6546976,19781134,10338627,1817535,6626236,9444271
3IA,Sürdürülen Faaliyetler Vergi Geliri (Gideri),Taxation on Continuing Operations,TEZOL,-2620139,-3250675,-3379360,-1164976,28919,-345843,-1290098,647131,1497400,47246,9806461,-8454501,-11642891,-10782053,-15316696,-3757991,-1732216,-6511710,-4779048,-3585092,-3565041,-3705524
3IB,Dönem Vergi Geliri (Gideri),Taxation on Income (Expenses),TEZOL,-2656098,-3103217,-3316402,-1098807,-199415,-239228,-1783155,-85816,-249753,-359331,-1842327,-5870314,-8477739,-11072487,-12862126,-1330828,-1346313,-2043928,-1531621,-1067694,-1512470,-2733429
3IC,Ertelenmiş Vergi Geliri (Gideri),Income (Expenses) of Deferred Tax,TEZOL,35959,-147457,-62959,-66168,228334,-106615,493057,732946,1747153,406577,11648788,-2584187,-3165151,290434,-2454571,-2427163,-385903,-4467782,-3247427,-2517397,-2052571,-972095
3ID,Diğer Vergi Geliri (Gideri),Other Taxation Income (Expenses),TEZOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3J,SÜRDÜRÜLEN FAALİYETLER DÖNEM KARI/ZARARI,PROFIT FROM CONTINUING OPERATIONS,TEZOL,10452830,17295282,19430919,4604404,10326565,14754596,28576637,6585614,17071636,28038757,41012629,-7592629,12855032,17075302,1588455,1697231,4814760,13269424,5559579,-1767557,3061195,5738747
3K,DURDURULAN FAALİYETLER,DISCONTINUED OPERATIONS,TEZOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3KA,Durdurulan Faaliyetler Vergi Sonrası Dönem Karı (Zararı),Profit After Taxes from Discontinued Operations,TEZOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3L,DÖNEM KARI (ZARARI),NET PROFIT AFTER TAXES,TEZOL,10452830,17295282,19430919,4604404,10326565,14754596,28576637,6585614,17071636,28038757,41012629,-7592629,12855032,17075302,1588455,1697231,4814760,13269424,5559579,-1767557,3061195,5738747
3LA,Dönem Kar/Zararının Dağılımı,Distrubition of Profit (Loss),TEZOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3LB,Azınlık Payları,Minority Interests,TEZOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3Z,Ana Ortaklık Payları,Parent Shares,TEZOL,10452830,17295282,19430919,4604404,10326565,14754596,28576637,6585614,17071636,28038757,41012629,-7592629,12855032,17075302,1588455,1697231,4814760,13269424,5559579,-1767557,3061195,5738747
3ZD,Hisse Başına Kazanç,Earnings per Share,TEZOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3ZE,Seyreltilmiş Hisse Başına Kazanç,Diluted Earnings per Share,TEZOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3ZF,Sürdürülen Faaliyetlerden Hisse Başına Kazanç,Earnings per Share from Continuing Operations,TEZOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3ZG,Sürdürülen Faaliyetlerden Seyreltilmiş Hisse Başına Kazanç,Earnings per Share from Discontinued Operations,TEZOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4B,Amortisman Giderleri,Depreciation & Amortization,TEZOL,771735,1113030,1476581,394342,753740,1105484,1366656,235978,440599,634430,4567318,1180682,2459195,3237267,4973678,1428695,3046146,4627447,6486857,1512342,2936208,4503641
4BA,Kıdem Tazminatı,Severance Payments,TEZOL,78566,0,144892,0,251661,0,151132,0,204400,199066,251449,1405469,2049854,787463,631478,582647,393571,286369,686289,131400,0,183735
4BB,Finansman Giderleri,Financial Expenses,TEZOL,-4728691,-6906736,-10697135,-1883324,-2700066,-4553049,-11779349,-2006595,-6366634,-6874145,-27653679,-1364552,-8795759,-22092711,-28029802,-2390988,-8859042,-13279864,-15079624,-4308647,-5438147,-8538486
4BC,Yurtiçi Satışlar,Domestic Sales,TEZOL,31757412,46781963,59134378,12867447,25781643,42609841,59501937,16375228,31878156,56109652,154227225,50294085,23681595,113676037,148606165,22726241,43613372,58438971,90277912,16969306,35317997,53948451
4BD,Yurtdışı Satışlar,Export Sales,TEZOL,17776493,28230960,36722630,10077574,19135469,34238045,41974571,10440160,24075221,49836259,107805067,16124336,28407108,51797109,84275524,21262081,46089787,90525867,109167127,19275398,38442660,58685987
