FINANCIAL_ITEM_CODE,FINANCIAL_ITEM_NAME_TR,FINANCIAL_ITEM_NAME_EN,SYMBOL,2020/6,2020/9,2020/12,2021/3,2021/6,2021/9,2021/12,2022/3,2022/6,2022/9,2022/12,2023/3,2023/6,2023/9,2023/12,2024/3,2024/6,2024/9,2024/12,2025/3,2025/6,2025/9
1BH,Maddi Olmayan Duran Varlıklar,Intangible Fixed Assets,MAGEN,0,0,21280,0,17505,16416,10026,13053,10025,8491,14656,7328,11627,6010,7536,18613,15609,15338,27905,19420,18222,98818
1BJ,Ertelenmiş Vergi Varlığı,Long Term Deffered Tax Assets,MAGEN,0,0,0,0,0,0,0,0,0,863808,0,0,13814727,14268439,0,16138981,0,15870943,0,0,0,0
1BK,Diğer Duran Varlıklar,Other Long-Term Assets,MAGEN,0,0,0,0,0,0,46020,2107,8014,5594,2628912,1793053,1964862,1314901,2910662,1473764,1211535,1604433,891504,2597621,1044520,1394462
1BL,TOPLAM VARLIKLAR,TOTAL ASSETS,MAGEN,0,0,148845247,0,286957607,376193254,439043411,408320870,370952312,337541902,698427620,499481961,465029360,450099966,646122127,508944324,514067511,547409589,600359048,535348488,528390468,537922956
1BM,KAYNAKLAR,LIABILITIES,MAGEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A,Kısa Vadeli Yükümlülükler,SHORT TERM LIABILITIES,MAGEN,0,0,26102780,0,39468640,29258790,41414540,44714980,44816974,42968107,74828084,86671368,51395111,41190024,61701443,42177104,42982066,47028544,70760506,83120162,68673700,74023538
2AA,Finansal Borçlar,Short-Term Financial Loans,MAGEN,0,0,10909570,0,18371458,20957397,19635994,26315697,24999198,22975075,39124899,24643382,30262713,24813462,39724247,28018742,28085392,32737082,53362935,52751369,53572515,52037029
2AAG,Diğer Finansal Yükümlülükler,Other Short-Term Financial Liabilities,MAGEN,0,0,0,0,0,0,5848,1303,0,824,0,4673,141,1877,0,0,0,0,0,0,0,0
2AAGAA,Ticari Borçlar,Short-Term Trade Payables,MAGEN,0,0,13723742,0,228364,301439,15887667,17933316,18837088,19280655,34602911,21473222,15760906,15100429,19404531,12508389,13343073,12586967,15055452,27987661,12199398,10897058
2AAGAB,Diğer Borçlar,Other Short-Term Loans,MAGEN,0,0,215474,0,18832158,5525302,4959651,35160,89444,131811,222966,39289253,5021313,123810,303872,152299,139033,194443,184183,613668,1152324,9403827
2AAGAC,Müşteri Söz. Doğan Yük.,None,MAGEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2AAGB,Finans Sektörü Faaliyetlerinden Borçlar,Short-Term Loans from Financial Operations,MAGEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2AAGC,Devlet Teşvik ve Yardımları,Short-Term Government Promotions and Aids,MAGEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2AAGCA,Ertelenmiş Gelirler (Müşteri Söz. Doğan Yük. Dış.Kal.),None,MAGEN,0,0,1204662,0,0,1258023,848038,345894,514939,500397,551842,249786,124424,194441,1462756,892209,730293,1078734,1328537,1059659,1086589,946622
2AAGD,Dönem Karı Vergi Yükümlülüğü,Taxation Liabilities on Income (-),MAGEN,0,0,2812,0,0,0,0,0,0,0,0,320748,0,0,0,0,0,0,0,0,0,0
2AAGE,Borç Karşılıkları,Short-Term Provisions,MAGEN,0,0,0,0,8836,8861,6257,12090,18744,25082,34817,33723,28132,33887,54652,54849,68797,67576,89448,66620,49349,52665
2AAGF,Diğer Kısa Vadeli Yükümlülükler,Other Short-Term Liabilities,MAGEN,0,0,46520,0,2027824,1207768,71085,71520,357562,54265,290648,656580,197482,922119,751385,550617,615478,363744,739952,641185,613524,686337
2AAGG,(Ara Toplam),(Subtotal),MAGEN,0,0,26102780,0,39468640,29258790,41414540,44714980,44816974,42968107,74828084,86671368,51395111,41190024,61701443,42177104,42982066,47028544,70760506,83120162,68673700,74023538
2AAGH,Satış Amaçlı Elde Tutulan Duran Varlıklara İlişkin Yükümlülükler,Liabilities on Assets to be Sold,MAGEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2B,Uzun Vadeli Yükümlülükler,LONG TERM LIABILITIES,MAGEN,0,0,59911510,0,75316556,80057439,75280575,70248135,61925393,54878916,173869261,66056970,90285394,91316538,154958696,125326172,108786217,130407749,117814502,107783766,113438141,111128493
2BA,Finansal Borçlar,Long-Term Financial Loans,MAGEN,0,0,41670447,0,74790089,77359539,71620244,68858054,61486406,54850368,91698888,55413312,67820053,66944295,92922482,63108028,59320336,61012069,68064463,56185603,59075354,52800995
2BB,Diğer Finansal Yükümlülükler,Other Short-Term Financial Liabilities,MAGEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2BBA,Ticari Borçlar,Long-Term Trade Payables,MAGEN,0,0,0,0,0,0,0,0,0,0,0,0,2535,2391,0,0,0,0,0,0,0,0
2BBB,Diğer Borçlar,Other Long-Term Loans,MAGEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2BBBA,Müşteri Söz.Doğan Yük.,None,MAGEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2BC,Finans Sektörü Faaliyetlerinden Borçlar,Long-Term Loans from Financial Operations,MAGEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2BD,Devlet Teşvik ve Yardımları,Long-Term Government Promotions and Aids,MAGEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2BDA,Ertelenmiş Gelirler (Müşteri Söz.Doğan Yük. Dış.Kal.),None,MAGEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2BE,Uzun vadeli karşılıklar,Long-Term Provisions,MAGEN,0,0,0,0,2420,5865,7528,9848,21837,28547,30815,47226,25163,63291,82451,62562,71337,70356,54817,40827,72783,73918
2BF,Çalışanlara Sağlanan Faydalara İliş.Karş.,Provisions for Retirment Pay,MAGEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2BG,Ertelenmiş Vergi Yükümlülüğü,Deferred Tax Liabilities,MAGEN,0,0,18240118,0,524047,2692034,3652803,1380232,417149,0,82139558,10596432,22409481,24306561,61953763,62155582,49394543,69325323,49695222,51557336,54290004,58253580
2BH,Diğer Uzun Vadeli Yükümlülükler,Other Long-Term Liabilities,MAGEN,0,0,945,0,0,0,0,0,0,0,0,0,28163,0,0,0,0,0,0,0,0,0
2N,Özkaynaklar,SHAREHOLDERS EQUITY,MAGEN,0,0,62830957,0,172172411,266877025,322348296,293357755,264209945,239694879,449730275,346753622,323348855,317593404,429461989,341441048,362299228,369973295,411784040,344444559,346278627,352770926
2O,Ana Ortaklığa Ait Özkaynaklar,Parent Shareholders Capital,MAGEN,0,0,62830957,0,172172411,266877025,322348296,293357755,264209945,239694879,449730275,346753622,323348855,317593404,429461989,341441048,362299228,369973295,411784040,344444559,346278627,352770926
2OA,Ödenmiş Sermaye,Share Capital,MAGEN,0,0,5381624,0,35648984,46095902,30704711,27960582,24563548,22099924,21887679,21367744,15848718,14949318,40011800,36483261,35882294,34520588,33386337,31189125,29639007,28377936
2OC,Karşılıklı İştirak Sermayesi Düzeltmesi (-),Adjustments to Share Capital,MAGEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2OCA,Hisse Senedi İhraç Primleri,Premium in Excess of Par,MAGEN,0,0,0,0,0,81585447,54290715,49438669,0,39076111,126071996,37781503,28023005,26432725,33028347,24000876,23705856,24837618,32019474,26247567,26441306,27216122
2OCB,Değer Artış Fonları,Market Value Surpluses,MAGEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2OCC,Yabancı Para Çevrim Farkları,FX Translation Differences,MAGEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166201,0
2OCD,Kardan Ayrılan Kısıtlanmış Yedekler,Income Reserves,MAGEN,0,0,0,0,0,0,0,0,0,312849,636742,302484,706866,666752,1457936,1059445,1173950,1230137,1585822,1299958,1378538,1418760
2OCE,Geçmiş Yıllar Kar/Zararları,Retained Earnings /(Acc. Losses),MAGEN,0,0,9876208,0,-27595638,-26979472,-18169762,52345620,45985957,37303917,362982335,69116063,50395170,47535291,256342055,197335714,210353374,220421151,284154466,224732002,226321819,232953950
2OCF,Dönem Net Kar/Zararı,Current Year Income /(Losses),MAGEN,0,0,10364829,0,78110476,78884391,75652724,6450092,17352094,24060081,-66380068,30050311,25113996,24123620,15217712,36213744,34493242,26461504,-10003320,9159180,10862496,7597185
2OD,Diğer Özsermaye Kalemleri,Other Sholders Equity Items,MAGEN,0,0,37208296,0,86008589,87290757,179869907,157162791,176308347,116841997,4531590,188135517,203261101,203885697,83404140,46348008,56690513,62502298,62151254,51816727,51469259,55206974
2ODA,Azınlık Payları,Minority Interests,MAGEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2ODB,TOPLAM KAYNAKLAR,TOTAL LIABILITIES AND S.HOLDERS EQUITY,MAGEN,0,0,148845247,0,286957607,376193254,439043411,408320870,370952312,337541902,698427620,499481961,465029360,450099966,646122127,508944324,514067511,547409589,600359048,535348488,528390468,537922956
3B,Sürdürülen Faaliyetler,Continuing Operations,MAGEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3C,Satış Gelirleri,Net Sales,MAGEN,5292483,8780617,12689846,4593418,12062739,20277668,57010432,7711608,18433700,32629929,74669884,12293141,22549336,33070342,45961259,7086025,17337240,27241541,43293076,6349870,16891820,28024795
3CA,Satışların Maliyeti (-),Cost Of Sales,MAGEN,-1070177,-2031796,-3335774,-1281317,-4442362,-5908260,-39083464,-5480614,-10048222,-17470440,-44328538,-9237768,-14423187,-21558198,-26624612,-6585886,-12820859,-17070089,-29208394,-6202510,-12791658,-19243658
3CAA,Ticari Faaliyetlerden Diğer Kar (Zarar),Other Profit (Loss) from Trade Operations,MAGEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3CAB,Ticari Faaliyetlerden Brüt Kar (Zarar),Gross Profit (Loss) from Trade Operations,MAGEN,4222306,6748821,9354072,3312101,7620377,14369408,17926968,2230994,8385478,15159490,30341346,3055373,8126149,11512144,19336648,500138,4516381,10171452,14084681,147360,4100162,8781137
3CAC,"Faiz, Ücret, Prim, Komisyon ve Diğer Gelirler","Proceeds from Interest, Fee, Premium, Commission and Other",MAGEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3CAD,"Faiz, Ücret, Prim, Komisyon ve Diğer Giderler (-)","Expenses from Interest, Fee, Premium, Commission and Other",MAGEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3CAE,Finans Sektörü Faaliyetlerinden Diğer Kar (Zarar),Other Profit (Loss) from Financial Operations,MAGEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3CAF,Finans Sektörü Faaliyetlerinden Brüt Kar (Zarar),Gross Profit (Loss) from Financial Operations,MAGEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3CB,Diğer Gelir ve Giderler,Other Income (Expenses),MAGEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3D,BRÜT KAR (ZARAR),GROSS PROFIT (LOSS),MAGEN,4222306,6748821,9354072,3312101,7620377,14369408,17926968,2230994,8385478,15159490,30341346,3055373,8126149,11512144,19336648,500138,4516381,10171452,14084681,147360,4100162,8781137
3DA,"Pazarlama, Satış ve Dağıtım Giderleri (-)",Marketing Selling & Distrib. Expenses (-),MAGEN,-3778,0,0,-131859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3DB,Genel Yönetim Giderleri (-),General Administrative Expenses (-),MAGEN,-128277,-201241,-244947,-246733,-356017,-450647,-1038526,-407420,-637700,-975359,-6477369,-1460951,-3444868,-4133260,-9944697,-1764306,-3033374,-5671129,-11920747,-1952550,-3940142,-6094287
3DC,Araştırma ve Geliştirme Giderleri (-),Research & Development Expenses (-),MAGEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3DD,Diğer Faaliyet Gelirleri,Income from Other Operations,MAGEN,74112,174196,132838,5638278,7979063,8054551,50574691,14829744,22922254,26002980,20788365,8022388,15639730,15927372,17937773,1030017,1096095,1430763,4311895,954260,3976692,4446082
3DE,Diğer Faaliyet Giderleri (-),Expenses from Other Operations (-),MAGEN,-552042,-545565,-663117,-979351,-1887333,-2022602,-10742464,-4437421,-5735467,-6208622,-29477862,-3492606,-7074962,-7103195,-6139735,-2527067,-1384749,-2036621,-3777181,-460717,-512721,-1125948
3DEA,Faaliyet Karı Öncesi Diğer Gelir ve Giderler,Other Income (Expenses) Before Operating Profits,MAGEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3DF,FAALİYET KARI (ZARARI),OPERATING PROFITS,MAGEN,3612320,6176211,8578847,7592437,13356090,19950711,56720668,12215897,24934565,33978489,15174480,6124204,13246049,16203061,21189990,-2761217,1194353,3894465,2698649,-1311648,3623992,6006984
3H,Net Faaliyet Kar/Zararı,Net Operating Profits,MAGEN,4090250,6547580,9109126,2933509,7264359,13918762,16888442,1823574,7747779,14184131,23863977,1594421,4681281,7378884,9391951,-1264168,1483008,4500323,2163935,-1805190,160020,2686850
3HA,Yatırım Faaliyetlerinden Gelirler,None,MAGEN,1696577,1638848,12178881,84305400,82830640,80641941,73224156,5709,6075,5683,19922067,4878402,6981481,19301529,24056163,47756957,36117994,31077812,12447777,18231949,21411686,23917411
3HAA,Yatırım Faaliyetlerinden Giderler (-),None,MAGEN,0,0,0,-182222,0,0,0,-1069,0,0,-144104891,45642586,-242414,-188237,-21982266,0,-264095,-6233266,-52000840,-2196139,-947925,-5384405
3HAB,Diğer Gelir ve Giderler,None,MAGEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,-0,0
3HAC,Özkaynak Yöntemiyle Değerlenen Yatırımların Kar/Zararlarındaki Paylar,Profit (Loss) from Subsidiaries,MAGEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3HACA,Finansman Gideri Öncesi Faaliyet Karı/Zararı,None,MAGEN,5308897,7815060,20757728,91715614,96186730,100592652,129944824,12220537,24940640,33984172,-109008344,56645192,19985116,35316353,23263887,44995740,37048252,28739011,-36854414,14724163,24087753,24539990
3HB,(Esas Faaliyet Dışı) Finansal Gelirler,Financial Income (from Other Operations),MAGEN,138583,130029,1651502,1223424,2785009,0,45573931,8156632,14906434,17836027,34761675,1445034,9168841,9580350,11231638,581041,1149780,2339128,3659390,186478,310609,1817377
3HC,(Esas Faaliyet Dışı) Finansal Giderler (-),Financial Expenses (from Other Operations) (-),MAGEN,-6003106,-12206523,-12581436,-14075071,-15140406,-14080222,-61747843,-13571121,-20111452,-24163896,-17662981,-4165671,56327491,-4739680,-21030011,9167512,14139501,12757401,15462069,6704862,2889134,837486
3HCA,Vergi Öncesi Diğer Gelir ve Giderler,Other Income (Expenses) Before Tax,MAGEN,1696577,1638848,12178881,84123177,82830640,80641941,73224156,4640,6075,5683,-124182824,50520988,6739067,19113292,2073897,47756957,35853899,24844546,-39553063,16035810,20463761,18533005
3I,SÜRDÜRÜLEN FAALİYETLER VERGİ ÖNCESİ KARI (ZARARI),PROFIT BEFORE TAX FROM CONTINUING OPERATIONS,MAGEN,-555626,-4261435,9827794,78863968,83831334,86512430,113770912,6806048,19735622,27656303,-91909650,53924555,85481448,40157023,13465515,54744293,52337533,43835539,-17732956,21615503,27287496,27194853
3IA,Sürdürülen Faaliyetler Vergi Geliri (Gideri),Taxation on Continuing Operations,MAGEN,103343,144633,1134593,1335703,2259338,67025,-586113,-37063,-279804,393809,17071816,-14371768,-32150189,-42811624,5368631,-2497379,-3893786,-6485122,6977838,-12057676,-15750167,-19018710
3IB,Dönem Vergi Geliri (Gideri),Taxation on Income (Expenses),MAGEN,0,63945,-2974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3IC,Ertelenmiş Vergi Geliri (Gideri),Income (Expenses) of Deferred Tax,MAGEN,103343,80688,1137568,1335703,2259338,67025,-586113,-37063,-279804,393809,17071816,-14371768,-32150189,-42811624,5368631,-2497379,-3893786,-6485122,6977838,-12057676,-15750167,-19018710
3ID,Diğer Vergi Geliri (Gideri),Other Taxation Income (Expenses),MAGEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3J,SÜRDÜRÜLEN FAALİYETLER DÖNEM KARI/ZARARI,PROFIT FROM CONTINUING OPERATIONS,MAGEN,-452283,-4116802,10962387,80199670,86090672,86579454,113184799,6768985,19455817,28050112,-74837835,39552787,53331259,-2654601,18834146,52246913,48443747,37350418,-10755118,9557827,11537329,8176143
3K,DURDURULAN FAALİYETLER,DISCONTINUED OPERATIONS,MAGEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3KA,Durdurulan Faaliyetler Vergi Sonrası Dönem Karı (Zararı),Profit After Taxes from Discontinued Operations,MAGEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3L,DÖNEM KARI (ZARARI),NET PROFIT AFTER TAXES,MAGEN,-452283,-4116802,10962387,80199670,86090672,86579454,113184799,6768985,19455817,28050112,-74837835,39552787,53331259,-2654601,18834146,52246913,48443747,37350418,-10755118,9557827,11537329,8176143
3LA,Dönem Kar/Zararının Dağılımı,Distrubition of Profit (Loss),MAGEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3LB,Azınlık Payları,Minority Interests,MAGEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3Z,Ana Ortaklık Payları,Parent Shares,MAGEN,-452283,-4116802,10962387,80199670,86090672,86579454,113184799,6768985,19455817,28050112,-74837835,39552787,53331259,-2654601,18834146,52246913,48443747,37350418,-10755118,9557827,11537329,8176143
3ZD,Hisse Başına Kazanç,Earnings per Share,MAGEN,0,-0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,-0,0,0,0
3ZE,Seyreltilmiş Hisse Başına Kazanç,Diluted Earnings per Share,MAGEN,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,-0,0,0,0
3ZF,Sürdürülen Faaliyetlerden Hisse Başına Kazanç,Earnings per Share from Continuing Operations,MAGEN,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,-0,0,0,0
3ZG,Sürdürülen Faaliyetlerden Seyreltilmiş Hisse Başına Kazanç,Earnings per Share from Discontinued Operations,MAGEN,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,-0,0,0,0
4B,Amortisman Giderleri,Depreciation & Amortization,MAGEN,898155,900237,1656374,564517,1263654,3396195,9651323,1979174,3702447,5046377,16219234,4245922,9633929,7480947,12389481,4280109,7082384,8839302,11420904,4436148,6070899,8805033
4BA,Kıdem Tazminatı,Severance Payments,MAGEN,0,0,1124,15854,347,17494,2095,16222,14331,16734,12742,36613,11507,5541,4719,189400,27241,25780,21931,21692,30909,52152
4BB,Finansman Giderleri,Financial Expenses,MAGEN,-6003106,-12206523,-12581436,-14075071,-15140406,-14080222,-61747843,-13571121,-20111452,-24163896,-17662981,-4165671,56327491,-4739680,-21030011,9167512,14139501,12757401,15462069,6704862,2889134,837486
4BC,Yurtiçi Satışlar,Domestic Sales,MAGEN,5290842,8778598,12687501,0,12062567,20277501,57010432,7711608,18433700,32629929,74669884,11340025,22549336,33070342,45961259,7086025,17337240,27241541,43293076,6349870,16891820,28024795
4BD,Yurtdışı Satışlar,Export Sales,MAGEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4BE,Net Yabancı Para Pozisyonu,Net Fx Position,MAGEN,0,0,-38324391,0,-102321116,-107673309,-36089300,-42753853,-21294951,-44612939,-49637237,-31549680,-96489983,148149223,-152487333,-88658251,-82451259,-76516042,-114920659,-106887081,-109771701,-89601785
4BEA,Parasal net yabancı para varlık/(yükümlülük) pozisyonu,Parasal net yabancı para varlık/(yükümlülük) pozisyonu,MAGEN,0,0,-38327409,0,-102321116,-107673309,-63410771,-42753853,-21294951,-44612939,-116818042,-90597403,-122866506,121741706,-156757868,-90563879,-88669349,-84644739,-116126656,-107997298,-111091641,-90674539
4BEB,Net YPP (Hedge Dahil),Net YPP (Hedge Dahil),MAGEN,0,0,-38327409,0,-97640532,-1292340,6019129,45766456,-5850312,-26224255,-15275720,-29293711,-96489983,148149223,-108868470,-84212933,-82451259,-76516042,-106469910,-102884563,-102488647,-81430941
4C,İşletme Faaliyetlerinden Kaynaklanan Net Nakit,Net Cash from Operations,MAGEN,-22092943,-24202901,-31010958,-65617533,-76342051,-70644903,-92801283,-6511168,-7796402,-12911537,6295031,33793174,51326394,4718209,-18407493,-33226,-2527510,-1198957,7737557,-2393800,21544313,6823006
4CA,Düzeltme Öncesi Kar,Earnings Before Adjustments,MAGEN,-452283,-4116802,10962387,80199670,86090672,86579454,113184799,6768985,19455817,28050112,-74837835,36486166,53331259,-2654601,18834146,52246913,48443747,37350418,-10755118,9557827,11537329,8176143
4CAA,Düzeltmeler:,Adjustments:,MAGEN,-8246037,-7940596,-42810668,-148293264,-145386414,-139395522,-185784653,-10967562,-21424989,-28057697,196320027,-22159165,29801535,-22405819,24575711,-28319057,-45667558,-34102330,66878831,8590161,10125213,339371
4CAB,Amortisman & İtfa Payları,Depreciation & Amortisation,MAGEN,898155,900237,1656374,564517,1263654,3396195,9651323,1979174,3702447,5046377,16219234,4245922,9633929,7480947,12389481,4280109,7082384,8839302,11420904,4436148,6070899,8805033
4CAC,Karşılıklardaki Değişim,Change in Provisions,MAGEN,0,0,1299,19521,28182,28056,30406,22930,34876,47714,76534,71391,39867,33118,37299,70566,83708,77209,74650,-3988,11152,42927
4CAD,Diğer Gelir/ Gider,Other Income / Expense,MAGEN,-9144192,-8840832,-44468342,-148877301,-146678249,-142819774,-195466382,-12969667,-25162312,-33151788,180024259,-26476478,20127739,-29919885,12148930,-32669732,-18595164,10200909,55383277,4158001,30782321,28579254
