FINANCIAL_ITEM_CODE,FINANCIAL_ITEM_NAME_TR,FINANCIAL_ITEM_NAME_EN,SYMBOL,2020/12,2021/9,2021/12,2022/3,2022/6,2022/9,2022/12,2023/3,2023/6,2023/9,2023/12,2024/3,2024/6,2024/9,2024/12,2025/3,2025/6,2025/9
2OCE,Geçmiş Yıllar Kar/Zararları,Retained Earnings /(Acc. Losses),ASTOR,17044761,0,-24020580,0,0,9268667,107584353,70674499,52420143,49445349,152663281,274515898,292695154,245110720,315982860,405202813,408193714,382700177
2OCF,Dönem Net Kar/Zararı,Current Year Income /(Losses),ASTOR,30350402,0,38768903,0,0,59308217,108930715,23620547,62425419,110960647,225117504,17674841,38972285,101412120,178325092,23983187,47070098,114457792
2OD,Diğer Özsermaye Kalemleri,Other Sholders Equity Items,ASTOR,132770,0,1831319,0,0,20851645,86846957,106630466,78910041,76025644,92447319,118987648,128556033,72844767,96286320,81689251,83375572,87560380
2ODA,Azınlık Payları,Minority Interests,ASTOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2ODB,TOPLAM KAYNAKLAR,TOTAL LIABILITIES AND S.HOLDERS EQUITY,ASTOR,227040437,0,238520098,0,0,309049094,630502068,434932504,388035956,446732793,918120813,669725331,698101527,813895936,1084239797,911183434,958427963,1054038486
3B,Sürdürülen Faaliyetler,Continuing Operations,ASTOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3C,Satış Gelirleri,Net Sales,ASTOR,206155404,247673697,353417455,77358897,187365612,290712899,829581638,203262580,465359860,715697422,1024854687,258867522,489132692,765470291,1015856142,173150779,362697949,573513475
3CA,Satışların Maliyeti (-),Cost Of Sales,ASTOR,-145614374,-193120243,-254359178,-57975598,-138159744,-209665602,-577685814,-141709906,-320836145,-420268190,-632387245,-169671346,-308507609,-470938973,-664537991,-112887003,-221093596,-351447414
3CAA,Ticari Faaliyetlerden Diğer Kar (Zarar),Other Profit (Loss) from Trade Operations,ASTOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3CAB,Ticari Faaliyetlerden Brüt Kar (Zarar),Gross Profit (Loss) from Trade Operations,ASTOR,60541030,54553454,99058277,19383299,49205868,81047297,251895824,61552674,144523714,295429232,392467441,89196175,180625082,294531318,351318152,60263776,141604354,222066061
3CAC,"Faiz, Ücret, Prim, Komisyon ve Diğer Gelirler","Proceeds from Interest, Fee, Premium, Commission and Other",ASTOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3CAD,"Faiz, Ücret, Prim, Komisyon ve Diğer Giderler (-)","Expenses from Interest, Fee, Premium, Commission and Other",ASTOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3CAE,Finans Sektörü Faaliyetlerinden Diğer Kar (Zarar),Other Profit (Loss) from Financial Operations,ASTOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3CAF,Finans Sektörü Faaliyetlerinden Brüt Kar (Zarar),Gross Profit (Loss) from Financial Operations,ASTOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3CB,Diğer Gelir ve Giderler,Other Income (Expenses),ASTOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3D,BRÜT KAR (ZARAR),GROSS PROFIT (LOSS),ASTOR,60541030,54553454,99058277,19383299,49205868,81047297,251895824,61552674,144523714,295429232,392467441,89196175,180625082,294531318,351318152,60263776,141604354,222066061
