FINANCIAL_ITEM_CODE,FINANCIAL_ITEM_NAME_TR,FINANCIAL_ITEM_NAME_EN,SYMBOL,2020/12,2021/6,2021/9,2021/12,2022/3,2022/6,2022/9,2022/12,2023/3,2023/6,2023/9,2023/12,2024/3,2024/6,2024/9,2024/12,2025/3,2025/6,2025/9
4CAG,Esas Faaliyet ile İlgili Oluşan Nakit (+),Cash from Core Operations (+),ALFAS,4372203,854543,3624596,13543034,2803324,14499580,23517848,54978030,13885438,25785144,2519849,-34480267,-28822746,-19191883,47556833,12635704,-15866630,-27242623,12410547
4CAH,Diğer İşletme Faaliyetlerinden Nakit,Cash from Other Operations,ALFAS,-300626,4998,-30829,-198197,-8578,-155774,-183401,-339245,-2326690,-6258435,-3376725,-7998902,-1904222,-1245825,-25403,-3577580,1778930,-247577,1008420
4CAI,Sabit Sermaye Yatırımları,Capital Expenditures (CapEx),ALFAS,-930061,-511686,-1947078,-3484352,-850837,-2081555,-9120590,-20269015,-11313371,-20062705,-26381904,-36180668,-3519082,-6963802,-29438466,-29643743,-4170790,-7018180,-11330430
4CAJ,Diğer Yatırım Faaliyetlerinden Nakit,Cash from Other Investment Operations,ALFAS,-372480,22214,21627,301845,0,-8239992,-2813002,-2760589,-37292097,-35127212,-39153831,-17144405,-17670171,-26423947,-25165514,-39769825,-1747704,-14383357,-15970944
4CAK,Yatırım Faaliyetlerinden Kaynaklanan Nakit,Cash from Investment Operations,ALFAS,-1302542,-489472,-1925450,-3182506,-850837,-10321547,-11933592,-23029604,-48605468,-55189916,-65535735,-53325073,-21189253,-33387749,-54603980,-69413568,-5918494,-21401536,-27301374
4CB,Serbest Nakit Akım,Free Cash Flow,ALFAS,2769036,370068,1668317,10162330,1943909,4022259,11400855,31609181,-37046719,-35663207,-66392612,-95804243,-51916221,-53825458,-7072549,-60355444,-20006194,-48891736,-13882406
4CBA,Finansal Borçlardaki Değişim,Change in Financial Debt,ALFAS,-35504,-175616,-121836,-29177,2343514,6208328,3983749,-149606,11701884,16753332,19668361,15211816,11632914,33551813,26366217,35677266,4433145,25459119,24290382
4CBB,Temettü Ödemeleri,Dividends Paid,ALFAS,0,0,0,0,-2147046,-2015237,-1885236,-4887240,0,-15945697,-18555060,-18369958,0,0,-16798631,-16462182,0,0,0
4CBC,Sermaye Artırımı,Rights Issue,ALFAS,0,0,0,0,0,0,0,33691711,0,0,0,19994932,0,0,0,0,0,0,0
4CBD,Diğer Finansman Faaliyetlerinden Nakit,Cash from Other Financial Operations,ALFAS,134994,-73593,-200472,-29546,-91582,-140697,814364,1086544,572682,1659306,3520379,11886538,677866,1213487,1436003,1109781,274280,792517,-120564
4CBE,Finansman Faaliyetlerden Kaynaklanan Nakit,Cash from Financial Operations,ALFAS,99490,-249209,-322308,-58724,104887,4052394,2912877,29741409,12274566,2466941,4633680,28723329,12310780,34765300,11003589,20324865,4707425,26251637,24169819
4CBF,Yab. Para Çev. Fark. Etk. Önc.Nak.Ve Nak. Benz. Net Artış/Azalış,Cash Net Inc. / Dec. before For.Cur. Trans. Dif.,ALFAS,2868526,120860,1346009,10103607,2048796,8074654,14313732,61350590,-24772153,-33196266,-61758931,-67080914,-39605441,-19060158,3931039,-40030579,-15298770,-22640100,10287412
4CBG,Yab.ı Para Çevrim Fark. Nakit Ve Nakit Benz. Üzerindeki Etkisi,Foreign Curr. Trans.Diff.Cash and Cash Benz. Imp.,ALFAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4CBH,Diğer Nakit Girişi/Çıkışı,Other Cash Inflow/Outflow,ALFAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4CBI,Nakit ve Benzerlerindeki Değişim,Change in Cash & Cash Equivalents,ALFAS,2868526,120860,1346009,10103607,2048796,8074654,14313732,61350590,-24772153,-33196266,-61758931,-67080914,-39605441,-19060158,3931039,-40030579,-15298770,-22640100,10287412
4CBJ,Diğer Nakit ve Nakit Benzerlerindeki Artış,Other Cash & Cash Equivalents Change,ALFAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4CBK,Dönem Başı Nakit Değerler,Cash at the beginning of the Quarter,ALFAS,1822655,4178478,4068067,3693776,8813168,8272121,7738494,20061086,82377472,85210146,82784211,81958371,52845573,54847964,57761907,56719556,27149214,27837114,29032716
4CBL,Dönem Sonu Nakit,Cash at the End of the Quarter,ALFAS,4691181,4299338,5414076,13797383,10861964,16346774,22052226,81411676,57605318,52013880,21025280,62384645,32830100,58075850,35827184,34123287,14332630,9175231,33434037
