iter	Logloss
328	0.3939969918
329	0.3938194418
330	0.3936417428
331	0.3934578302
332	0.3932902064
333	0.3930251486
334	0.3927579913
335	0.3925013681
336	0.3923105195
337	0.3921555188
338	0.3919741294
339	0.3917610159
340	0.3914249811
341	0.3910990558
342	0.3909605101
343	0.3906778413
344	0.3903760778
345	0.3900907615
346	0.3898773414
347	0.3896089747
348	0.3894401054
349	0.3892228553
350	0.3891001327
351	0.3889439824
352	0.388784227
353	0.3885740657
354	0.3883652259
355	0.3881761091
356	0.3878013807
357	0.3875784292
358	0.3874177833
359	0.387243649
360	0.387008136
361	0.3866585314
362	0.3864114173
363	0.3861744309
364	0.3859332635
365	0.3857059697
366	0.385507019
367	0.3851579592
368	0.3849746835
369	0.3847862847
370	0.3846479753
371	0.3844698621
372	0.3842255443
373	0.3839920791
374	0.3838205291
375	0.3835694156
376	0.3833768311
377	0.3831751621
378	0.3830377503
379	0.3828788549
380	0.3827080539
381	0.3825135981
382	0.382367524
383	0.3819461419
384	0.3817380584
385	0.3814930742
386	0.3813120366
387	0.3810904864
388	0.380940273
389	0.3807418406
390	0.3805933863
391	0.3804167518
392	0.3801873701
393	0.3800263118
394	0.379750633
395	0.3794682039
396	0.3793455288
397	0.3791789038
398	0.3789785851
399	0.3787778062
400	0.3786041865
401	0.3782751111
402	0.3781326044
403	0.3779452869
404	0.3777019859
405	0.3775463755
406	0.3774457694
407	0.3772563787
408	0.3770545418
409	0.3769099747
410	0.3767455558
411	0.3765883294
412	0.3764210934
413	0.3762797409
414	0.3761391751
415	0.3760508683
416	0.375867853
417	0.3756321224
418	0.3753921761
419	0.3752428957
420	0.3750648412
421	0.3748677894
422	0.3746844257
423	0.3745202037
424	0.3743559295
425	0.3741908282
426	0.374028463
427	0.373862578
428	0.3737181205
429	0.3735582204
430	0.3733859695
431	0.3732375994
432	0.3729832914
433	0.3728288134
434	0.3726265682
435	0.372419063
436	0.3722185999
437	0.372000927
438	0.3718452284
439	0.3716412111
440	0.3714719113
441	0.3712883775
442	0.3711026595
443	0.3709690115
444	0.3708331692
445	0.3706805019
446	0.3705056563
447	0.3703840012
448	0.3701859728
449	0.3700278444
450	0.369911906
451	0.369695932
452	0.3695318244
453	0.3694222069
454	0.3692308655
455	0.3690146957
456	0.3688553786
457	0.3687189288
458	0.3685033554
459	0.368365905
460	0.3682264937
461	0.3680880805
462	0.367886969
463	0.3677019989
464	0.3675780557
465	0.3674124463
466	0.3671824698
467	0.3670086414
468	0.3668392746
469	0.3666511716
470	0.366494173
471	0.3663384032
472	0.3661788166
473	0.3660325683
474	0.3658134096
475	0.3656398965
476	0.3653917728
477	0.3652545961
478	0.3651471674
479	0.3649755158
480	0.364808183
481	0.3646780912
482	0.3645074066
483	0.3643264873
484	0.3641766032
485	0.3640586992
486	0.3639441253
487	0.3638081295
488	0.3636513206
489	0.3635214881
490	0.3633442628
491	0.363207778
492	0.363074011
493	0.3629201067
494	0.362826863
495	0.3627060783
496	0.3625468082
497	0.3624320133
498	0.3622452182
499	0.362112967
500	0.3619786277
501	0.3617899031
502	0.3616626769
503	0.3614998988
504	0.3613307236
505	0.3611389326
506	0.3609899782
507	0.3609124636
508	0.3608099679
509	0.3606296249
510	0.3604451954
511	0.3603254847
512	0.360143773
513	0.3599892515
514	0.35985548
515	0.3596588966
516	0.3595277754
517	0.3593483155
518	0.3591815086
519	0.359028342
520	0.3588667704
521	0.3587648982
522	0.3586531421
523	0.3585327115
524	0.358408219
525	0.3582699089
526	0.358130467
527	0.3579992896
528	0.3579377889
529	0.3578287048
530	0.3576696468
531	0.3574375858
532	0.357296293
533	0.3571364753
534	0.3569908114
535	0.3568620569
536	0.3567080862
537	0.3565661181
538	0.3564065246
539	0.3562710645
540	0.3561451597
541	0.3559733274
542	0.3558680815
543	0.3556878085
544	0.3555567221
545	0.3554472052
546	0.3553256688
547	0.3552001664
548	0.3550983224
549	0.3549496437
550	0.3548123723
551	0.3546740102
552	0.3545082619
553	0.3543632666
554	0.3542663807
555	0.3541598268
556	0.3540660149
557	0.353928907
558	0.3537613438
559	0.3536500052
560	0.3535117287
561	0.3534076615
562	0.3531857195
563	0.353024483
564	0.3528794501
565	0.3527507533
566	0.3525676152
567	0.3524639612
568	0.3523358607
569	0.3522127658
570	0.352099457
571	0.3519622418
572	0.3518681228
573	0.3517734491
574	0.3516616641
575	0.3515334403
576	0.3513750535
577	0.3512115122
578	0.3510611138
579	0.3509463827
580	0.3508352371
581	0.3505880057
582	0.3504270934
583	0.3503044283
584	0.3501867825
585	0.3500526971
586	0.3499407107
587	0.3498456738
588	0.3497069251
589	0.3495615369
590	0.3493960055
591	0.3492474864
592	0.3491285763
593	0.3489301464
594	0.348795317
595	0.3486901905
596	0.3485886575
597	0.3484076822
598	0.3482941814
599	0.3481502006
600	0.3480347622
601	0.3479231453
602	0.3478003993
603	0.3476888202
604	0.3475467929
605	0.3474510259
606	0.3473121106
607	0.3471968332
608	0.3469362007
609	0.3468120225
610	0.3467056959
611	0.3465357151
612	0.3464142184
613	0.346261966
614	0.346153442
615	0.346044153
616	0.345963479
617	0.345786962
618	0.3456507086
619	0.3455372451
620	0.3454473443
621	0.3453138404
622	0.3451967639
623	0.3450539037
624	0.3449283651
625	0.344818625
626	0.3446976137
627	0.3445938055
628	0.344462401
629	0.3443043439
630	0.3441330659
631	0.3439687468
632	0.343830583
633	0.3436688707
634	0.3435250944
635	0.3434018292
636	0.3432785768
637	0.3431941287
638	0.3431049679
639	0.3429730062
640	0.3428608689
641	0.3427230072
642	0.342612574
643	0.3424909236
644	0.3423759416
645	0.3422598443
646	0.3421277967
647	0.3420384954
648	0.3419363811
649	0.3418475964
650	0.3417078537
651	0.3415772266
652	0.3414976323
653	0.3414122673
654	0.3412792412
655	0.3411293718
656	0.3410177719
657	0.3408850789
658	0.3407878521
659	0.3407277506
660	0.3406396829
661	0.3405527675
662	0.3404552854
663	0.3403224006
664	0.3401766277
665	0.3400185774
666	0.339877256
667	0.3397855449
668	0.3396493682
669	0.3395534622
670	0.3394089507
671	0.3392914679
672	0.3390917946
673	0.3389695678
674	0.3388219024
675	0.3386962627
676	0.3386113514
677	0.3384506909
678	0.3382869285
679	0.3381553712
680	0.3380475416
681	0.3378388262
682	0.3377191705
683	0.3376028841
684	0.3374920918
685	0.3373797148
686	0.3372312298
687	0.3371540948
688	0.3370419907
689	0.3369392824
690	0.3368070091
691	0.3367273197
692	0.336564279
693	0.3364507575
694	0.3362779406
695	0.3361853747
696	0.3360747148
697	0.3359755779
698	0.3358920402
699	0.3357263126
