symbol,tarih,sentiment,volatility,is_related_party,currency_impact,category
TMSN,14.02.2022 16:48:51,0,2,0,0,ROUTINE_BILGI
TMSN,22.02.2022 10:27:57,-40,5,0,0,GENEL_BILGI
TMSN,09.03.2022 02:48:13,0,0,0,0,GENEL_BILGI
TMSN,09.03.2022 02:48:27,0,0,0,0,GENEL_BILGI
TMSN,09.03.2022 02:48:44,0,0,0,0,GENEL_BILGI
TMSN,14.03.2022 16:49:29,0,0,0,0,GENEL_BILGI
TMSN,24.03.2022 09:33:43,0,0,0,0,GENEL_BILGI
TMSN,30.03.2022 18:32:34,0,0,0,0,GENEL_BILGI
TMSN,30.03.2022 18:34:57,0,0,0,0,GENEL_BILGI
TMSN,13.04.2022 16:05:29,-40,5,0,0,GENEL_BILGI
TMSN,22.04.2022 17:45:30,-40,5,0,0,GENEL_BILGI
TMSN,25.04.2022 18:31:54,0,0,0,0,GENEL_BILGI
TMSN,26.04.2022 17:41:42,-40,5,0,0,GENEL_BILGI
TMSN,10.05.2022 20:30:24,0,2,0,0,FINANSAL_RAPOR
TMSN,10.05.2022 20:30:50,0,0,0,0,GENEL_BILGI
TMSN,10.05.2022 20:31:12,0,0,0,0,GENEL_BILGI
TMSN,20.05.2022 17:49:12,-40,5,0,0,GENEL_BILGI
TMSN,03.06.2022 09:43:04,0,0,0,0,GENEL_BILGI
TMSN,13.06.2022 14:56:38,-40,5,0,0,GENEL_BILGI
TMSN,15.06.2022 14:43:25,0,2,1,0,YATIRIM_SOZLESME
TMSN,30.06.2022 14:04:02,-40,5,0,0,GENEL_BILGI
TMSN,28.07.2022 16:38:57,0,0,0,0,GENEL_BILGI
TMSN,29.07.2022 18:40:21,-40,5,1,0,GENEL_BILGI
TMSN,01.08.2022 10:01:03,-40,5,0,0,GENEL_BILGI
TMSN,01.08.2022 11:24:35,-40,5,0,0,GENEL_BILGI
TMSN,01.08.2022 16:45:11,0,0,0,0,GENEL_BILGI
TMSN,04.08.2022 18:31:23,0,5,1,0,GENEL_BILGI
TMSN,05.08.2022 10:00:09,-40,5,0,0,GENEL_BILGI
TMSN,08.08.2022 14:50:38,-40,5,0,0,GENEL_BILGI
TMSN,09.08.2022 16:50:38,-40,5,0,0,GENEL_BILGI
TMSN,10.08.2022 10:01:29,-40,5,0,0,GENEL_BILGI
TMSN,12.08.2022 15:56:10,-20,2,0,0,FINANSAL_RAPOR
TMSN,12.08.2022 19:51:30,0,2,0,0,FINANSAL_RAPOR
TMSN,12.08.2022 19:51:37,0,0,0,0,GENEL_BILGI
TMSN,12.08.2022 19:51:45,0,0,0,0,GENEL_BILGI
TMSN,15.08.2022 10:26:56,-40,5,0,0,GENEL_BILGI
TMSN,16.08.2022 15:37:53,-40,5,0,0,GENEL_BILGI
TMSN,17.08.2022 17:22:41,-40,5,0,0,GENEL_BILGI
TMSN,22.08.2022 10:13:39,-40,5,0,0,GENEL_BILGI
TMSN,01.09.2022 15:52:07,0,0,0,0,GENEL_BILGI
TMSN,01.09.2022 16:04:39,0,0,0,0,GENEL_BILGI
TMSN,01.09.2022 16:45:58,-40,5,0,0,GENEL_BILGI
TMSN,01.09.2022 17:34:50,0,0,0,0,GENEL_BILGI
TMSN,01.09.2022 18:21:45,30,2,0,0,YATIRIM_SOZLESME
TMSN,02.09.2022 10:42:45,-40,5,0,0,GENEL_BILGI
TMSN,05.09.2022 10:39:27,-40,5,0,0,GENEL_BILGI
TMSN,06.09.2022 11:17:34,-40,5,0,0,GENEL_BILGI
TMSN,13.09.2022 17:38:23,-40,5,0,0,GENEL_BILGI
TMSN,16.09.2022 14:23:18,0,0,0,0,GENEL_BILGI
TMSN,21.09.2022 13:50:57,30,2,0,0,YATIRIM_SOZLESME
TMSN,21.09.2022 18:28:17,0,0,0,0,GENEL_BILGI
TMSN,21.09.2022 18:46:52,0,0,0,0,GENEL_BILGI
TMSN,27.09.2022 19:46:38,0,0,0,0,GENEL_BILGI
TMSN,28.09.2022 17:47:58,-40,5,0,0,GENEL_BILGI
TMSN,29.09.2022 16:34:19,0,2,0,0,GENEL_BILGI
TMSN,29.09.2022 17:09:51,-40,5,0,0,GENEL_BILGI
TMSN,30.09.2022 12:08:02,-20,2,1,0,FINANSAL_RAPOR
TMSN,24.10.2022 18:16:48,0,0,0,0,GENEL_BILGI
TMSN,25.10.2022 15:16:33,-40,5,0,0,GENEL_BILGI
TMSN,25.10.2022 16:51:38,30,2,0,0,YATIRIM_SOZLESME
TMSN,01.11.2022 16:58:02,-20,2,0,0,FINANSAL_RAPOR
TMSN,09.11.2022 18:40:35,-20,2,0,0,FINANSAL_RAPOR
TMSN,09.11.2022 18:40:44,0,0,0,0,GENEL_BILGI
TMSN,09.11.2022 18:40:53,0,0,0,0,GENEL_BILGI
TMSN,07.12.2022 17:24:15,-40,5,0,0,GENEL_BILGI
TMSN,05.01.2023 11:11:46,-40,5,0,0,GENEL_BILGI
TMSN,06.01.2023 10:46:16,-40,5,0,0,GENEL_BILGI
TMSN,09.01.2023 17:17:04,-40,5,0,0,GENEL_BILGI
TMSN,10.01.2023 17:49:00,-40,5,0,0,GENEL_BILGI
TMSN,11.01.2023 14:32:31,-40,5,0,0,GENEL_BILGI
TMSN,19.01.2023 18:32:49,30,2,0,0,YATIRIM_SOZLESME
TMSN,19.01.2023 22:32:45,0,5,0,0,GENEL_BILGI
TMSN,27.01.2023 15:52:56,-40,5,0,0,GENEL_BILGI
TMSN,27.01.2023 17:09:18,0,0,0,0,GENEL_BILGI
TMSN,01.02.2023 17:00:26,-40,5,0,0,GENEL_BILGI
TMSN,02.02.2023 16:06:25,-40,5,0,0,GENEL_BILGI
TMSN,07.02.2023 11:22:48,-40,5,0,0,GENEL_BILGI
TMSN,08.02.2023 10:00:46,-40,5,0,0,GENEL_BILGI
TMSN,13.02.2023 15:31:30,-20,2,0,0,FINANSAL_RAPOR
TMSN,15.02.2023 16:44:46,0,0,0,0,GENEL_BILGI
TMSN,16.02.2023 11:06:21,-40,5,0,0,GENEL_BILGI
TMSN,16.02.2023 17:46:57,-40,5,0,0,GENEL_BILGI
