symbol,tarih,sentiment,volatility,is_related_party,currency_impact,category
MAGEN,18.02.2022 03:48:31,0,0,0,0,GENEL_BILGI
MAGEN,18.02.2022 03:48:53,0,0,0,0,GENEL_BILGI
MAGEN,18.02.2022 03:49:06,0,0,0,0,GENEL_BILGI
MAGEN,10.03.2022 13:56:03,0,0,0,0,GENEL_BILGI
MAGEN,23.03.2022 22:22:17,0,0,0,0,GENEL_BILGI
MAGEN,23.03.2022 22:25:01,30,1,0,0,FINANSAL_RAPOR
MAGEN,31.03.2022 14:31:52,0,0,0,0,GENEL_BILGI
MAGEN,06.04.2022 19:02:44,0,0,0,0,GENEL_BILGI
MAGEN,06.04.2022 19:03:22,0,0,0,0,GENEL_BILGI
MAGEN,06.04.2022 19:03:59,0,0,0,0,GENEL_BILGI
MAGEN,06.04.2022 19:04:28,0,0,0,0,GENEL_BILGI
MAGEN,06.04.2022 19:14:06,30,1,0,0,FINANSAL_RAPOR
MAGEN,20.04.2022 18:54:28,0,2,1,0,YATIRIM_SOZLESME
MAGEN,25.04.2022 18:31:54,0,0,0,0,GENEL_BILGI
MAGEN,29.04.2022 16:30:10,0,0,0,0,GENEL_BILGI
MAGEN,29.04.2022 17:49:55,0,2,0,0,FINANSAL_RAPOR
MAGEN,29.04.2022 17:53:24,0,0,0,0,GENEL_BILGI
MAGEN,05.05.2022 18:17:54,0,2,0,0,FINANSAL_RAPOR
MAGEN,05.05.2022 18:38:23,0,0,0,0,GENEL_BILGI
MAGEN,05.05.2022 18:39:49,0,0,0,0,GENEL_BILGI
MAGEN,06.05.2022 10:00:29,-40,5,1,0,GENEL_BILGI
MAGEN,10.05.2022 23:10:04,0,5,0,0,GENEL_BILGI
MAGEN,10.05.2022 23:10:17,0,0,0,0,GENEL_BILGI
MAGEN,10.05.2022 23:10:33,0,0,0,0,GENEL_BILGI
MAGEN,31.05.2022 18:30:02,30,2,0,0,YATIRIM_SOZLESME
MAGEN,10.06.2022 14:14:03,-40,5,1,0,GENEL_BILGI
MAGEN,28.06.2022 17:39:29,-40,5,1,0,GENEL_BILGI
MAGEN,04.07.2022 18:12:02,30,2,0,0,YETKILILIK
MAGEN,09.08.2022 16:52:08,0,0,1,0,GENEL_BILGI
MAGEN,10.08.2022 09:07:06,30,1,1,2,SERMAYE_TEMETTU
MAGEN,11.08.2022 18:30:20,0,2,0,0,FINANSAL_RAPOR
MAGEN,11.08.2022 18:30:31,0,0,0,0,GENEL_BILGI
MAGEN,11.08.2022 18:30:45,0,0,0,0,GENEL_BILGI
MAGEN,12.08.2022 16:43:02,30,1,1,0,SERMAYE_TEMETTU
MAGEN,15.08.2022 19:38:47,0,2,0,0,GENEL_BILGI
MAGEN,25.08.2022 19:58:39,0,2,0,0,YATIRIM_SOZLESME
MAGEN,26.08.2022 18:38:18,0,2,0,0,YATIRIM_SOZLESME
MAGEN,29.08.2022 18:31:18,0,2,0,0,YATIRIM_SOZLESME
MAGEN,31.08.2022 18:37:10,0,2,0,0,YATIRIM_SOZLESME
MAGEN,05.09.2022 18:38:23,0,2,0,0,YATIRIM_SOZLESME
MAGEN,06.09.2022 18:48:18,0,2,0,0,YATIRIM_SOZLESME
MAGEN,07.09.2022 18:33:11,0,2,0,0,YATIRIM_SOZLESME
MAGEN,08.09.2022 18:51:25,0,2,0,0,YATIRIM_SOZLESME
MAGEN,09.09.2022 19:35:06,0,2,0,0,YATIRIM_SOZLESME
MAGEN,12.09.2022 18:51:17,0,2,0,0,PAY_ALIM_SATIM
