date,open,high,low,close,volume,symbol,adj_close,is_dividend_day,return_1d,return_5d,return_20d,vol_20d,vol_60d,sma_20,sma_50,sma_200,rsi_14,macd,macd_signal,macd_hist,roc_10,atr_14,obv,future_return_5d,y_5d_up,y_5d_triclass,future_return_20d,y_20d_up,y_20d_triclass
2020-01-02,0.9654721,0.980063,0.95528615,0.9691,1710692.0,DMSAS,0.9691,0,,,,,,,,,,0.0,0.0,0.0,,,0.0,-0.03415540191930644,0,-1,0.13063667320193995,1,1
2020-01-03,0.92637974,0.96629804,0.87269664,0.9223,2830753.0,DMSAS,0.9223,0,-0.04829222990403459,,,,,,,,,-0.0037333333333333663,-0.0007466666666666733,-0.002986666666666693,,,-2830753.0,0.01485416892551239,1,0,0.20893418627344684,1,1
2020-01-06,0.8900404,0.9167443,0.87544954,0.881,1490529.0,DMSAS,0.881,0,-0.044779355957931255,,,,,,,,,-0.009910351377018012,-0.002579403608736941,-0.007330947768281071,,,-4321282.0,0.07185017026106699,1,1,0.2624290578887629,1,1
2020-01-07,0.90077704,0.9139914,0.8892145,0.9002,1396988.0,DMSAS,0.9002,0,0.02179341657207723,,,,,,,,,-0.013105333019483023,-0.0046845894908861575,-0.008420743528596866,,,-2924294.0,0.12541657409464557,1,1,0.24161297489446776,1,1
2020-01-08,0.88948977,0.9167443,0.85617864,0.8892,1771388.96,DMSAS,0.8892,0,-0.012219506776271927,,,,,,,,,-0.01633666811805823,-0.007015005216320572,-0.009321662901737656,,,-4695682.96,0.09907782276203325,1,1,0.2507872244714351,1,1
2020-01-09,0.926655,0.94152117,0.9029793,0.936,1882318.56,DMSAS,0.936,0,0.052631578947368585,-0.03415540191930644,,,,,,,,-0.014948834726707716,-0.008601771118398,-0.006347063608309715,,,-2813364.4,0.03237179487179476,1,1,0.2058760683760683,1,1
2020-01-10,0.9462013,0.9607921,0.9305093,0.936,2105614.0,DMSAS,0.936,0,0.0,0.01485416892551239,,,,,,,,-0.013691143782183057,-0.009619645651155013,-0.004071498131028044,,,-2813364.4,0.052991452991453025,1,1,0.19123931623931623,1,1
2020-01-13,0.94454944,0.95803916,0.9360152,0.9443,2205738.0,DMSAS,0.9443,0,0.008867521367521336,0.07185017026106699,,,,,,,,-0.0118876406913766,-0.01007324465919933,-0.001814396032177269,,,-607626.3999999999,0.06989304246531813,1,1,0.1428571428571428,1,1
2020-01-15,1.0197059,1.0543935,0.974557,1.0131,16137488.0,DMSAS,1.0131,0,0.0728582018426347,0.12541657409464557,,,,,,,,-0.004850848917196449,-0.009028765510798753,0.004177916593602305,,,15529861.6,-0.010857763300759937,0,0,0.0543875234428981,1,1
2020-01-16,0.9888726,1.0186049,0.96354514,0.9773,6657824.0,DMSAS,0.9773,0,-0.035337084197018975,0.09907782276203325,,,,,,,,-0.002138253095064324,-0.007650663027651868,0.005512409932587544,,,8872037.6,0.01974828609434165,1,0,0.07602578532692128,1,1
