date,open,high,low,close,volume,symbol,adj_close,adj_open,adj_high,adj_low,is_dividend_day,return_1d,return_5d,return_20d,vol_20d,vol_60d,sma_20,sma_50,sma_200,distance_from_ma200,rsi_14,macd,macd_signal,macd_hist,roc_10,atr_14,obv,future_return_10d,y_10d_up,y_10d_triclass,future_return_20d,y_20d_up,y_20d_triclass,future_return_30d,y_30d_up,y_30d_triclass,future_return_60d,y_60d_up,y_60d_triclass,future_return_90d,y_90d_up,y_90d_triclass,future_return_120d,y_120d_up,y_120d_triclass
2021-04-15,1.1275909,1.2036364,0.9890909,1.2036,1140313456.0,QUAGR,0.05470909090909091,0.051254131818181815,0.054710745454545455,0.044958677272727274,0,,,,,,,,,,,0.0,0.0,0.0,,,0.0,-0.06571950814223981,0,-1,-0.13816882685277487,0,-1,0.057411100033233575,1,1,0.060485211033565855,1,1,0.817215021601861,1,1,0.7085410435360586,1,1
2021-04-16,1.3026365,1.3236364,1.2272727,1.3236,193153535.0,QUAGR,0.06016363636363637,0.05921075,0.06016529090909091,0.055785122727272735,0,0.09970089730807596,,,,,,,,,,0.0004351204351204299,8.702408702408599e-05,0.00034809634809634395,,,193153535.0,-0.1414324569356301,0,-1,-0.18540344514959206,0,-1,-0.07207615593835004,0,-1,-0.05696585071018445,0,-1,0.6882744031429433,1,1,0.5536415835599877,1,1
2021-04-20,1.1112273,1.1863637,1.0727273,1.0745,428854642.0,QUAGR,0.048840909090909095,0.05051033181818181,0.05392562272727273,0.04876033181818182,0,-0.18819885161680272,,,,,,,,,,-0.00013216938174204218,4.318539327086035e-05,-0.00017535477501290253,,,-235701107.0,0.045695672405769994,1,1,-0.0016751977664030138,0,0,0.14890646812470898,1,1,0.1506747324336899,1,1,1.0677524429967424,1,1,0.991624011167985,1,1
2021-04-21,1.1205,1.1654545,1.0190909,1.1336,417587637.0,QUAGR,0.05152727272727273,0.05093181818181818,0.05297520454545455,0.04632231363636363,0,0.055002326663564416,,,,,,,,,,-0.00036082419738885096,-3.761652486108192e-05,-0.00032320767252776904,,,181886530.0,0.023288637967536996,1,1,-0.03607974594213126,0,-1,0.08018701482004231,1,1,0.07780522230063514,1,1,1.0160550458715596,1,1,0.8862032462949894,1,1
2021-04-22,1.0888636,1.1318182,1.0472728,1.0755,144707798.0,QUAGR,0.04888636363636363,0.049493800000000004,0.051446281818181824,0.04760330909090909,0,-0.05125264643613281,,,,,,,,,,-0.0007465285622286558,-0.00017939893233459673,-0.000567129629894059,,,37178732.0,0.0971641097164111,1,1,0.011808461180846441,1,0,0.11659693165969331,1,1,0.14449093444909367,1,1,1.162157136215714,1,1,0.9981403998140403,1,1
2021-04-26,1.0834546,1.1136364,1.0254545,1.0645,175576521.0,QUAGR,0.04838636363636364,0.04924793636363636,0.050619836363636365,0.04661156818181818,0,-0.010227801022779981,-0.1155699567962778,,,,,,,,,-0.00108009718354498,-0.0003595385825766734,-0.0007205586009683065,,,-138397789.0,0.08548614372945029,1,1,0.03588539220291209,1,1,0.10511977454203847,1,1,0.15293565054015978,1,1,1.2290277125410989,1,1,0.9643024894316583,1,1
2021-04-28,1.0179546,1.0772728,0.9636364,1.0573,133690225.0,QUAGR,0.048059090909090905,0.04627066363636363,0.048966945454545455,0.043801654545454545,0,-0.006763738844528078,-0.20119371411302522,,,,,,,,,-0.0013552385467684724,-0.0005586785754150333,-0.0007965599713534392,,,-272088014.0,0.06790882436394585,1,1,0.025725905608625865,1,1,0.09287808568996492,1,1,1.226993284781992,1,1,1.2476118414830228,1,1,1.0155112077934363,1,1
2021-04-29,1.0617273,1.0881819,1.0327272,1.0491,77885095.0,QUAGR,0.04768636363636363,0.04826033181818182,0.04946281363636363,0.046942145454545454,0,-0.007755603896718144,-0.023638901814797775,,,,,,,,,-0.0015850940576965442,-0.0007639616718713355,-0.0008211323858252086,,,-349973109.0,0.05547612239062061,1,1,0.07882947288151754,1,1,0.13258983890954146,1,1,1.2114193117910594,1,1,1.2754742159946622,1,1,0.9931369745496144,1,1
2021-04-30,1.0456364,1.0609092,1.0354546,1.0364,48625348.0,QUAGR,0.047109090909090906,0.04752892727272728,0.04822314545454545,0.04706611818181818,0,-0.012105614336097581,-0.08574453069865917,,,,,,,,,-0.0017931667803121193,-0.0009698026935594922,-0.000823364086752627,,,-398598457.0,0.07892705519104593,1,1,0.15698571979930542,1,1,0.1859320725588578,1,1,1.2647626399073717,1,1,1.303357776920108,1,1,1.0138942493245855,1,1
2021-05-03,1.0577273,1.0954546,1.0309092,1.0845,99889448.0,QUAGR,0.049295454545454545,0.04807851363636364,0.049793390909090914,0.046859509090909086,0,0.0464106522578156,0.008368200836820217,,,,,,,,,-0.0017613409962091292,-0.0011281103540894198,-0.0006332306421197094,,,-298709009.0,0.02683264177040101,1,1,0.18275703088981077,1,1,0.1341632088520055,1,1,1.2548639926233287,1,1,1.1375749193176579,1,1,0.8978331028123558,1,1
2021-05-04,1.122,1.1745455,1.0745455,1.1245,184785294.0,QUAGR,0.05111363636363637,0.051000000000000004,0.05338843181818182,0.04884297727272727,0,0.036883356385431165,0.05636449037106628,,,,,,,,,-0.0015712938579691138,-0.0012167470548653586,-0.00035454680310375523,-6.571950814223982,,-113923715.0,-0.07754557581147181,0,-1,0.1317919075144507,1,1,0.10111160515784778,1,1,1.1132947976878609,1,1,0.9839928857269895,1,1,0.8189417518897284,1,1
2021-05-05,1.1467273,1.18,1.12,1.1364,176604783.0,QUAGR,0.05165454545454546,0.052123968181818185,0.053636363636363635,0.05090909090909091,0,0.010582481102712427,0.07481320344273157,,,,,,,,,-0.0013613406015778387,-0.0012456657642078547,-0.00011567483736998397,-14.143245693563012,,62681068.0,-0.05121436114044353,0,-1,0.08078141499471991,1,1,0.09996480112636386,1,1,1.1342837029215063,1,1,0.9582893347412882,1,1,0.7807110172474478,1,1
2021-05-07,1.1266819,1.1390909,1.1172727,1.1236,71336453.0,QUAGR,0.05107272727272727,0.05121281363636363,0.051776859090909094,0.05078512272727273,0,-0.011263639563534156,0.07101324945191112,,,,,,,,,-0.0012277463029368094,-0.0012420818719536457,1.4335569016836339e-05,4.569567240576999,,-8655385.0,-0.04530081879672465,0,-1,0.09870060519757917,1,1,0.14489142043431835,1,1,1.0777856888572446,1,1,0.9353862584549661,1,1,0.8123887504449983,1,1
2021-05-10,1.1491364,1.1654545,1.1272727,1.16,106203167.0,QUAGR,0.05272727272727273,0.052233472727272724,0.05297520454545455,0.05123966818181818,0,0.03239587041651837,0.11925897336935543,,,,,,,,46.7684553809665,-0.0009771004622949192,-0.0011890855900219004,0.00021198512772698116,2.3288637967536996,0.09922079285714289,97547782.0,-0.0580172413793103,0,-1,0.055603448275862055,1,1,0.0775862068965516,1,1,0.9765517241379311,1,1,0.8651724137931036,1,1,0.8463793103448276,1,1
2021-05-11,1.2047273,1.2618182,1.1600001,1.18,300104976.0,QUAGR,0.053636363636363635,0.05476033181818182,0.05735537272727273,0.052727277272727274,0,0.01724137931034475,0.0880590133702166,,,,,,,,48.30118053556003,-0.0006970703953996377,-0.001090682551097448,0.00039361215569781033,9.71641097164111,0.09116884285714291,397652758.0,-0.07779661016949135,0,-1,0.017711864406779743,1,0,0.03932203389830513,1,1,0.8922033898305086,1,1,0.7472881355932202,1,1,0.7905084745762714,1,1
2021-05-12,1.1698637,1.1909091,1.1545454,1.1555,37827994.0,QUAGR,0.05252272727272727,0.05317562272727273,0.054132231818181824,0.05247933636363636,0,-0.020762711864406813,0.02756780791462865,,,,,,,,35.97062260056751,-0.0005585668860093665,-0.0009842594180798317,0.00042569253207046524,8.548614372945028,0.08519222142857148,359824764.0,-0.04569450454348767,0,-1,0.01808740804846387,1,0,0.05348334054521864,1,1,0.9165729121592385,1,1,0.7339679792297709,1,1,0.8835136304630034,1,1
