date,open,high,low,close,volume,symbol,adj_close,is_dividend_day,return_1d,return_5d,return_20d,vol_20d,vol_60d,sma_20,sma_50,sma_200,rsi_14,macd,macd_signal,macd_hist,roc_10,atr_14,obv,future_return_5d,y_5d_up,y_5d_triclass,future_return_20d,y_20d_up,y_20d_triclass
2020-01-02,8.549,9.13,7.75,8.73,992645193.0,IPEKE,8.73,0,,,,,,,,,,0.0,0.0,0.0,,,0.0,0.027491408934708028,1,1,0.1328751431844215,1,1
2020-01-03,8.863,9.23,8.53,8.89,717390357.0,IPEKE,8.89,0,0.01832760595647187,,,,,,,,,0.012763532763532481,0.0025527065527064965,0.010210826210825984,,,717390357.0,-0.02924634420697414,0,-1,0.11361079865016865,1,1
2020-01-06,9.2,9.39,8.97,9.17,546038051.0,IPEKE,9.17,0,0.03149606299212593,,,,,,,,,0.04495418056671596,0.01103300135550839,0.033921179211207575,,,1263428408.0,-0.03380588876772084,0,-1,0.10687022900763354,1,1
2020-01-07,9.198,9.35,9.0,9.15,328688604.0,IPEKE,9.15,0,-0.0021810250817884125,,,,,,,,,0.06806703362543054,0.022439807809492823,0.045627225815937714,,,934739804.0,-0.032786885245901676,0,-1,0.1092896174863387,1,1
2020-01-08,9.089,9.23,8.84,8.85,269965235.77,IPEKE,8.85,0,-0.032786885245901676,,,,,,,,,0.06146807766145557,0.030245461779885373,0.031222615881570194,,,664774568.23,-0.009039548022598876,0,0,0.14124293785310726,1,1
2020-01-09,9.139,9.39,8.88,8.97,548491164.81,IPEKE,8.97,0,0.013559322033898313,0.027491408934708028,,,,,,,,0.06517011412658569,0.03723039224922544,0.027939721877360248,,,1213265733.04,-0.031215161649944423,0,-1,0.11148272017837235,1,1
2020-01-10,8.807,9.01,8.59,8.63,221279906.0,IPEKE,8.63,0,-0.03790412486064654,-0.02924634420697414,,,,,,,,0.040205383560786956,0.03782539051153774,0.0023799930492492127,,,991985827.04,0.015063731170335881,1,0,0.1529548088064887,1,1
2020-01-13,8.9,9.07,8.62,8.86,309409012.0,IPEKE,8.86,0,0.026651216685978918,-0.03380588876772084,,,,,,,,0.038535519059824,0.037967416221195,0.0005681028386290005,,,1301394839.04,0.004514672686230403,1,0,0.08465011286681712,1,1
2020-01-14,8.912,9.06,8.82,8.85,176501752.0,IPEKE,8.85,0,-0.0011286681715575453,-0.032786885245901676,,,,,,,,0.03599034864955719,0.03757200270686743,-0.0015816540573102417,,,1124893087.04,-0.004519774011299327,0,0,0.10734463276836181,1,1
2020-01-15,8.837,8.94,8.73,8.77,117808433.0,IPEKE,8.77,0,-0.009039548022598876,-0.009039548022598876,,,,,,,,0.02720435646317121,0.03549847345812819,-0.008294116994956982,,,1007084654.04,0.144811858608894,1,1,0.11402508551881407,1,1
2020-01-16,8.791,8.89,8.65,8.69,97129852.0,IPEKE,8.69,0,-0.009122006841505104,-0.031215161649944423,,,,,,,,0.013628956813287019,0.031124570129159958,-0.01749561331587294,-0.45819014891180787,,909954802.04,0.10701956271576529,1,1,0.1438434982738781,1,1
2020-01-17,8.636,8.77,8.52,8.76,104926069.0,IPEKE,8.76,0,0.008055235903337232,0.015063731170335881,,,,,,,,0.00842168977348301,0.026583994058024567,-0.018162304284541558,-1.462317210348718,,1014880871.04,0.09817351598173518,1,1,0.12442922374429233,1,1
2020-01-20,8.911,8.99,8.8,8.9,169619330.0,IPEKE,8.9,0,0.01598173515981749,0.004514672686230403,,,,,,,,0.015414039645163413,0.02435000317545234,-0.008935963530288926,-2.94438386041439,,1184500201.04,0.09213483146067425,1,1,0.101123595505618,1,1
2020-01-21,8.846,8.92,8.8,8.81,99084257.0,IPEKE,8.81,0,-0.010112359550561778,-0.004519774011299327,,,,,,,52.08333333333333,0.01353723068827506,0.022187448678016884,-0.008650217989741825,-3.715846994535521,0.4300000000000002,1085415944.04,0.11123723041997713,1,1,0.09194097616345043,1,1
2020-01-22,9.63,10.24,8.81,10.04,1115911768.0,IPEKE,10.04,0,0.13961407491486932,0.144811858608894,,,,,,,70.79365079365078,0.11003218400480641,0.03975639574337479,0.07027578826143162,13.446327683615822,0.4335714285714287,2201327712.04,-0.027888446215139417,0,-1,-0.030876494023904244,0,-1
2020-01-23,9.822,10.21,9.61,9.62,387843621.0,IPEKE,9.62,0,-0.041832669322709126,0.10701956271576529,,,,,,,60.70381231671553,0.1508754416288145,0.06198020492046273,0.08889523670835177,7.246376811594191,0.4264285714285716,1813484091.04,0.028066528066528207,1,1,-0.04261954261954248,0,-1
2020-01-24,9.845,10.14,9.62,9.62,417452705.0,IPEKE,9.62,0,0.0,0.09817351598173518,,,,,,,57.18849840255591,0.18115576664330568,0.08581531726503133,0.09534044937827435,11.471610660486654,0.4278571428571431,1813484091.04,0.02910602910602922,1,1,0.013513513513513598,1,0
2020-01-27,9.801,9.95,9.64,9.72,204145132.0,IPEKE,9.72,0,0.010395010395010562,0.09213483146067425,,,,,,,58.87850467289719,0.21079242280402255,0.11081073837282958,0.09998168443119297,9.706546275395045,0.4264285714285717,2017629223.04,0.044238683127572065,1,1,0.06995884773662553,1,1
2020-01-28,9.832,10.02,9.7,9.79,284509481.0,IPEKE,9.79,0,0.007201646090534863,0.11123723041997713,,,,,,,65.7718120805369,0.23719387794072233,0.13608736628640813,0.1011065116543142,10.621468926553668,0.4214285714285717,2302138704.04,0.036772216547497516,1,1,0.04800817160367732,1,1
2020-01-29,9.85,9.96,9.76,9.76,216281066.0,IPEKE,9.76,0,-0.003064351378958108,-0.027888446215139417,,,,9.129,,,63.667820069204154,0.25278255215960854,0.15942640346104822,0.09335614869856032,11.288483466362598,0.3971428571428574,2085857638.04,0.0348360655737705,1,1,0.07377049180327866,1,1
2020-01-30,10.061,10.41,9.79,9.89,656526691.0,IPEKE,9.89,0,0.013319672131147708,0.028066528066528207,0.1328751431844215,0.03697203953560909,,9.187000000000001,,,73.50746268656718,0.2724855584318462,0.18203823445520784,0.09044732397663835,13.808975834292303,0.41357142857142887,2742384329.04,0.008088978766430666,1,0,-0.014155712841253831,0,0
2020-01-31,9.935,10.03,9.85,9.9,170985467.0,IPEKE,9.9,0,0.0010111223458038054,0.02910602910602922,0.11361079865016865,0.036892311976189175,,9.2375,,,71.13821138211385,0.28561485897639827,0.20275355935944595,0.08286129961695232,13.013698630136993,0.3942857142857145,2913369796.04,0.005050505050504972,1,0,-0.05858585858585863,0,-1
2020-02-03,10.104,10.28,9.86,10.15,400832220.0,IPEKE,10.15,0,0.025252525252525304,0.044238683127572065,0.10687022900763354,0.0366911313159458,,9.2865,,,74.07407407407409,0.3125894977622856,0.22472074704001388,0.08786875072227174,14.04494382022472,0.40714285714285736,3314202016.04,-0.053201970443349844,0,-1,-0.0768472906403942,0,-1
2020-02-04,10.191,10.33,10.1,10.15,183771046.0,IPEKE,10.15,0,0.0,0.036772216547497516,0.1092896174863387,0.03666973023742023,,9.3365,,,76.33587786259544,0.3301612005402621,0.24580883774006354,0.08435236280019856,15.209988649262197,0.40857142857142886,3314202016.04,-0.03448275862068961,0,-1,-0.0463054187192119,0,-1
2020-02-05,10.236,10.36,10.07,10.1,261617637.0,IPEKE,10.1,0,-0.0049261083743843415,0.0348360655737705,0.14124293785310726,0.03564138767881359,,9.399000000000001,,,77.22007722007721,0.33617707934875973,0.2638824860618028,0.07229459328695692,0.5976095617529875,0.41214285714285737,3052584379.04,-0.0326732673267327,0,-1,-0.07326732673267333,0,-1
2020-02-06,10.081,10.24,9.9,9.97,126906902.0,IPEKE,9.97,0,-0.012871287128712772,0.008088978766430666,0.11148272017837235,0.03588220143394703,,9.449000000000002,,,72.83018867924531,0.3266889265138371,0.27644377415220966,0.05024515236162741,3.6382536382536523,0.41857142857142876,2925677477.04,-0.0030090270812438424,0,0,-0.06318956870611847,0,-1
2020-02-07,10.076,10.22,9.91,9.95,190897080.0,IPEKE,9.95,0,-0.0020060180541626726,0.005050505050504972,0.1529548088064887,0.03444618073423077,,9.514999999999999,,,70.75098814229247,0.313936796212813,0.28394237856433036,0.029994417648482652,3.4303534303534278,0.4242857142857145,2734780397.04,-0.01005025125628134,0,0,-0.06633165829145726,0,-1
2020-02-10,9.782,10.05,9.37,9.61,152977318.0,IPEKE,9.61,0,-0.0341708542713568,-0.053201970443349844,0.08465011286681712,0.03535498616211045,,9.5525,,,64.38848920863308,0.2732456765044571,0.28180303815235574,-0.008557361647898665,-1.1316872427983626,0.4642857142857147,2581803079.04,0.019771071800208206,1,0,-0.15504682622268473,0,-1
2020-02-11,9.676,9.82,9.5,9.8,111395750.0,IPEKE,9.8,0,0.019771071800208206,-0.03448275862068961,0.10734463276836181,0.03548451498943835,,9.6,,,43.10344827586212,0.25340795392378546,0.2761240213066417,-0.022716067382856253,0.10214504596528506,0.3850000000000004,2693198829.04,-0.01836734693877562,0,0,-0.22346938775510206,0,-1
2020-02-12,9.792,9.92,9.64,9.77,119897845.0,IPEKE,9.77,0,-0.003061224489796066,-0.0326732673267327,0.11402508551881407,0.035379080739759095,,9.65,,,55.55555555555556,0.23258457635860097,0.26741613231703354,-0.03483155595843257,0.10245901639343025,0.36214285714285743,2573300984.04,-0.004094165813715356,0,0,-0.24769703172978508,0,-1
2020-02-13,9.944,10.12,9.78,9.94,178340425.0,IPEKE,9.94,0,0.017400204708290623,-0.0030090270812438424,0.1438434982738781,0.035280473093897494,,9.7125,,,60.52631578947367,0.22718068138463998,0.25936904213055484,-0.03218836074591486,0.5055611729019027,0.35000000000000014,2751641409.04,-0.07344064386317894,0,-1,-0.3571428571428571,0,-1
