date,open,high,low,close,volume,symbol,adj_close,adj_open,adj_high,adj_low,is_dividend_day,return_1d,return_5d,return_20d,vol_20d,vol_60d,sma_20,sma_50,sma_200,distance_from_ma200,rsi_14,macd,macd_signal,macd_hist,roc_10,atr_14,obv,future_return_10d,y_10d_up,y_10d_triclass,future_return_20d,y_20d_up,y_20d_triclass,future_return_30d,y_30d_up,y_30d_triclass,future_return_60d,y_60d_up,y_60d_triclass,future_return_90d,y_90d_up,y_90d_triclass,future_return_120d,y_120d_up,y_120d_triclass
2020-01-02,3.1155627,3.1526916,3.0865066,3.1172,20884351.0,CCOLA,0.2833818181818182,0.2832329727272727,0.2866083272727273,0.2805915090909091,0,,,,,,,,,,,0.0,0.0,0.0,,,0.0,0.12013986911330687,1,1,0.17191710509431535,1,1,0.18850250224560505,1,1,-0.11186321057359172,0,-1,-0.05232259720261778,0,-1,0.1857756961375594,1,1
2020-01-03,3.0390458,3.1074913,2.970278,3.0429,23022275.0,CCOLA,0.2766272727272727,0.2762768909090909,0.2824992090909091,0.2700252727272727,0,-0.023835493391505258,,,,,,,,,,-0.0005388241388241677,-0.00010776482776483355,-0.00043105931105933413,,,-23022275.0,0.16872062834795742,1,1,0.22813763186433977,1,1,0.21752275789542863,1,1,-0.07160932005652498,0,-1,-0.03499950704919652,0,-1,0.2033257747543462,1,1
2020-01-06,2.9735866,3.017092,2.9509065,2.9783,16018615.0,CCOLA,0.27075454545454547,0.27032605454545455,0.2742810909090909,0.26826422727272725,0,-0.021229747937822396,,,,,,,,,,-0.0014233190255982797,-0.0003708756673315228,-0.0010524433582667569,,,-39040890.0,0.1842997683242118,1,1,0.25420541919887163,1,1,0.23254876943222635,1,1,-0.04062720343820303,0,-1,-0.017862539032333924,0,0,0.28761373938152635,1,1
2020-01-07,3.053494,3.0784345,3.002563,3.0623,18905624.0,CCOLA,0.2783909090909091,0.27759036363636364,0.2798576818181818,0.2729602727272727,0,0.028204008998421903,,,,,,,,,,-0.0014909105809894352,-0.0005948826500631053,-0.0008960279309263299,,,-20135266.0,0.15707148221924694,1,1,0.22404728472063495,1,1,0.20451947882310706,1,1,-0.06433073180289317,0,-1,-0.030565261404826405,0,-1,0.27436893837964926,1,1
2020-01-08,3.0400953,3.068749,2.9525204,3.051,14730722.3,CCOLA,0.27736363636363637,0.2763723,0.2789771818181818,0.26841094545454547,0,-0.0036900369003689537,,,,,,,,,,-0.0016088241757821198,-0.0007976709552069083,-0.0008111532205752115,,,-34865988.3,0.16561783021960008,1,1,0.21904293674205166,1,1,0.25394952474598487,1,1,-0.07407407407407407,0,-1,-0.0037037037037038756,0,0,0.2790888233366109,1,1
2020-01-09,3.1338851,3.1623766,3.0784345,3.1317,29942389.46,CCOLA,0.2847,0.28489864545454546,0.2874887818181818,0.2798576818181818,0,0.026450344149459237,0.004651610419607488,,,,,,,,,-0.0010976354579663727,-0.0008576638557588012,-0.00023997160220757153,,,-4923598.839999996,0.14691700993070844,1,1,0.1804131941118241,1,1,0.23041798384264145,1,1,-0.07216527764472969,0,-1,0.00463007312322361,1,0,0.2245425807069643,1,1
2020-01-10,3.2068508,3.2447054,3.1559198,3.2173,33105618.0,CCOLA,0.2924818181818182,0.2915318909090909,0.29497321818181815,0.2869018,0,0.027333397196410925,0.057313746754740436,,,,,,,,,-6.385098981231963e-05,-0.0006989012825695049,0.0006350502927571853,,,28182019.160000004,0.12541572125695466,1,1,0.14499735803313363,1,1,0.1359525067603271,1,1,-0.09184720106921951,0,-1,0.014546358748018573,1,0,0.14322568613433617,1,1
2020-01-13,3.2916002,3.322191,3.2285624,3.3077,23070857.0,CCOLA,0.3007,0.2992363818181818,0.30201736363636367,0.29350567272727274,0,0.028098094675659713,0.11060000671524017,,,,,,,,,0.0014024032085088178,-0.0002786403843538404,0.0016810435928626582,,,51252876.160000004,0.08830909695558842,1,1,0.09272304017897604,1,1,0.07757656377543287,1,1,-0.1293345829428303,0,-1,0.056111497415122225,1,1,0.126462496598845,1,1
2020-01-14,3.3223524,3.388376,3.2301774,3.3529,30286072.0,CCOLA,0.3048090909090909,0.3020320363636364,0.3080341818181818,0.2936524909090909,0,0.013665084499803415,0.0948959932077198,,,,,,,,,0.00286298679015784,0.0003496850505484957,0.002513301739609344,,,81538948.16,0.06689731277401645,1,1,0.09048883056458568,1,1,0.061141101732828274,1,1,-0.13337707656058928,0,-1,0.023680992573593018,1,1,0.09699066479763774,1,1
2020-01-15,3.337042,3.406134,3.2673051,3.3819,47925855.0,CCOLA,0.3074454545454545,0.30336745454545455,0.30964854545454545,0.2970277363636364,0,0.008649229025619487,0.10845624385447383,,,,,,,,,0.0041850002363431615,0.0011167480877074289,0.0030682521486357327,,,129464803.16,0.06348502321180405,1,1,0.10263461367870153,1,1,0.059670599367219745,1,1,-0.13412578727934,0,-1,-0.01147284071084298,0,0,0.10272332120997074,1,1
2020-01-16,3.477646,3.5062187,3.3932197,3.4917,47057281.0,CCOLA,0.3174272727272727,0.31614963636363635,0.31874715454545455,0.3084745181818182,0,0.03246695644460229,0.11495353961107391,,,,,,,,,0.005969343842743446,0.0020872672387146326,0.003882076604028814,12.013986911330687,,176522084.16,0.04622390239711316,1,1,0.06103044362344989,1,1,0.06332159120199332,1,1,-0.1572013632328092,0,-1,-0.02411432826416915,0,-1,0.09969355901136967,1,1
2020-01-17,3.5462532,3.5756328,3.4965336,3.5563,15632453.0,CCOLA,0.3233,0.32238665454545457,0.3250575272727273,0.31786669090909087,0,0.01850101669673787,0.10536785503372381,,,,,,,,,0.007767786805778942,0.0032233711521274947,0.004544415653651448,16.87206283479574,,192154537.16,0.05083935550994001,1,1,0.04175688215279938,1,1,0.023591935438517675,1,1,-0.15479571464724584,0,-1,-0.0399853780614684,0,-1,0.11360121474566287,1,1
2020-01-20,3.5385857,3.5691764,3.512676,3.5272,23998770.0,CCOLA,0.32065454545454547,0.3216896090909091,0.32447058181818184,0.3193341818181818,0,-0.008182661755194887,0.06636031078997484,,,,,,,,,0.008877268117285841,0.0043541505451591645,0.004523117572126677,18.42997683242118,,168155767.16,0.059026990247221356,1,1,0.04074053073259232,1,1,0.026990247221592156,1,1,-0.1697947380358359,0,-1,-0.04329212973463381,0,-1,0.09517464277613952,1,1
2020-01-21,3.5125153,3.5772474,3.4739335,3.5433,25777984.0,CCOLA,0.3221181818181818,0.31931957272727274,0.3252043090909091,0.31581213636363636,0,0.004564527103651628,0.05678666229234386,,,,,,,,77.15050337708684,0.009762111725197642,0.005435742781166861,0.004326368944030781,15.707148221924694,0.10827356428571434,193933751.16,0.057883893545565,1,1,0.0410069709028309,1,1,0.0063782349786922765,1,0,-0.1603589873846415,0,-1,-0.04625631473485159,0,-1,0.10557954449242235,1,1
2020-01-22,3.553437,3.574019,3.5110624,3.5563,21427316.0,CCOLA,0.3233,0.3230397272727273,0.32491081818181816,0.31918749090909093,0,0.0036688962266813174,0.05156864484461399,,,,,,,,77.5228782750408,0.01043839222196652,0.006436272669326792,0.0040021195526397275,16.561783021960007,0.10804296428571433,215361067.16,0.04583415347411646,1,1,0.07578100835137658,1,1,0.011781908162978416,1,0,-0.14526333548913195,0,-1,-0.04324719511852193,0,-1,0.10755560554508903,1,1
2020-01-23,3.5849962,3.617605,3.535276,3.5918,18137026.0,CCOLA,0.3265272727272727,0.32590874545454546,0.3288731818181818,0.32138872727272727,0,0.009982284959086707,0.028667984076524267,,,,,,,,86.16418500461202,0.011106731834750694,0.007370364502411573,0.0037363673323391206,14.691700993070844,0.10342917857142862,233498093.16,0.029205412328080493,1,1,0.07280472186647358,1,1,0.016175733615457544,1,0,-0.13257976502032398,0,-1,-0.04810958293891643,0,-1,0.045158416392895084,1,1
