AUC,Precision,Recall,F1,Fold AUCs
0.5112770797039203,0.5029549436468712,0.5192279138827023,0.5109618973613076,"[0.48044576306309367, 0.6808412179785457, 0.7104554181200442, 0.6406502537415479, 0.6259470152600393]"
