iter	Logloss
396	0.4004886007
397	0.4003532985
398	0.4001494861
399	0.3999612231
400	0.3997863051
401	0.3996406776
402	0.3994937942
403	0.3993420664
404	0.3991716875
405	0.3989664655
406	0.398828284
407	0.3986882782
408	0.3985390479
409	0.3982758369
410	0.3981033373
411	0.3979310966
412	0.3977651207
413	0.3975985428
414	0.3974225358
415	0.3972417936
416	0.3970531814
417	0.396882081
418	0.3966903945
419	0.3965070002
420	0.3963145846
421	0.39614086
422	0.3959932048
423	0.395823845
424	0.3956364175
425	0.3954843567
426	0.3953186204
427	0.3951666107
428	0.3949824178
429	0.3947904007
430	0.3946083982
431	0.3944633918
432	0.3942822305
433	0.3941338329
434	0.3938735572
435	0.3937315605
436	0.3935698692
437	0.3933427801
438	0.3932162289
439	0.393100751
440	0.3928685509
441	0.3926352334
442	0.3925216599
443	0.3923740819
444	0.3921538923
445	0.3919840938
446	0.3918044053
447	0.3916292406
448	0.3913756277
449	0.3911998305
450	0.390995832
451	0.3908130666
452	0.3906556153
453	0.3904252389
454	0.3902443032
455	0.3901339045
456	0.3899967472
457	0.3898632254
458	0.3896352074
459	0.3895210254
460	0.3893791793
461	0.3891822457
462	0.3890405997
463	0.3888082984
464	0.3886429883
465	0.3884657832
466	0.3882940311
467	0.3881111273
468	0.3879690905
469	0.3877889959
470	0.3876371633
471	0.3874666
472	0.3872977675
473	0.3871419524
474	0.3869191502
475	0.3867522346
476	0.3866122507
477	0.3864729047
478	0.386354153
479	0.3862362743
480	0.3860946419
481	0.3859604243
482	0.3858290926
483	0.3857013831
484	0.3855735382
485	0.3854178987
486	0.3852686843
487	0.3851326086
488	0.385026919
489	0.3848662313
490	0.3846875045
491	0.3845423193
492	0.384425659
493	0.3843038405
494	0.3841957862
495	0.3840524228
496	0.383915864
497	0.383797803
498	0.3836515972
499	0.3834663876
500	0.3833486792
501	0.3832125736
502	0.3830309932
503	0.3828571031
504	0.3827065868
505	0.3825477664
506	0.382408189
507	0.3822505863
508	0.3821033132
509	0.3819054928
510	0.381733725
511	0.3815882083
512	0.3814651741
513	0.381332362
514	0.3812127313
515	0.3810693712
516	0.380906866
517	0.3807872365
518	0.3806939164
519	0.3805649359
520	0.3804307569
521	0.3802867861
522	0.3801577451
523	0.3800191899
524	0.3798767318
525	0.3797369238
526	0.3795669946
527	0.3794106511
528	0.3792785969
529	0.37912908
530	0.3789863325
531	0.3788409793
532	0.3786383914
533	0.3784416772
534	0.3782806749
535	0.3781174349
536	0.3779437174
537	0.3778685815
538	0.3777466446
539	0.3775785823
540	0.3774356836
541	0.3772828769
542	0.3771483913
543	0.3769975682
544	0.3768492745
545	0.3767076146
546	0.3765685274
547	0.3764434432
548	0.3762863859
549	0.3761651108
550	0.3760150491
551	0.3758981061
552	0.3757440847
553	0.3756155432
554	0.375499866
555	0.3754130266
556	0.3752540388
557	0.3751232633
558	0.3749679495
559	0.3748773341
560	0.3747378748
561	0.3746273658
562	0.3744721509
563	0.3743526391
564	0.3740640315
565	0.3739128108
566	0.3737646983
567	0.3736394943
568	0.3735312418
569	0.3733685095
570	0.3732272843
571	0.3731239723
572	0.3729745199
573	0.372826615
574	0.3727002536
575	0.3725831544
576	0.3723950077
577	0.3722120585
578	0.3720925335
579	0.371970586
580	0.37180988
581	0.3717017594
582	0.3715805502
583	0.3714901863
584	0.3713729992
585	0.3712289363
586	0.3711260094
587	0.370997528
588	0.3708829649
589	0.3707382543
590	0.3705919554
591	0.3704722049
592	0.3703582521
593	0.3701931094
594	0.3700507239
595	0.3699122744
596	0.3697889662
597	0.3696521628
598	0.3695326657
599	0.3693853591
600	0.3693022067
601	0.3691677102
602	0.3690466801
603	0.3689073491
604	0.3687673016
605	0.3686417412
606	0.3685260796
607	0.3683845204
608	0.3682462089
609	0.3681207629
610	0.3679916464
611	0.3678365485
612	0.3677454535
613	0.3676201523
614	0.367500497
615	0.3673908299
616	0.3672896213
617	0.3671617386
618	0.3670337721
619	0.3668939972
620	0.3668000294
621	0.3666581311
622	0.3665680289
623	0.3664288137
624	0.366308264
625	0.3661718301
626	0.3660198045
627	0.3658943341
628	0.3657471054
629	0.365627214
630	0.3655058052
631	0.3653423333
632	0.3652307452
633	0.3651281955
634	0.365007713
635	0.3649122639
636	0.3647538281
637	0.3646434858
638	0.3644916274
639	0.3643825983
640	0.3642706309
641	0.364134507
642	0.3639854103
643	0.3638741659
644	0.363759552
645	0.3636667572
646	0.3635639607
647	0.3634694273
648	0.363361137
649	0.363237381
650	0.3631134583
651	0.3629547881
652	0.3628181117
653	0.3626873631
654	0.3625928882
655	0.3624617764
656	0.3623341071
657	0.3621996944
658	0.3620716571
659	0.3619592189
660	0.3618789136
661	0.3617751205
662	0.3616702372
663	0.3615921098
664	0.3614669183
665	0.3613548017
666	0.361179181
667	0.3610504512
668	0.360956344
669	0.3608490237
670	0.3607411546
671	0.3606394322
672	0.3605048038
673	0.3604176326
674	0.3602890157
675	0.3601094216
676	0.3599992926
677	0.3598846402
678	0.3597757761
679	0.359587859
680	0.359442779
681	0.3593339507
682	0.3592277144
683	0.3591059954
684	0.3589825574
685	0.3588364487
686	0.35873301
687	0.358641608
688	0.3585254649
689	0.3583935505
690	0.3582890148
691	0.3581973516
692	0.3580777573
693	0.3579882568
694	0.3578829181
695	0.3577737889
696	0.3576560895
697	0.3575472444
698	0.3574762706
699	0.3573588091
