symbol,ex_date,dividend_yield_pct,dividend_per_share,gross_pct,net_pct,total_dividend_tl,payout_ratio_pct
GWIND,2024-08-27,2.79,0.8093,80.93,72.83,437000000.0,49.0
GWIND,2023-12-26,1.09,0.2315,23.15,20.83,125000000.0,9.0
GWIND,2023-05-05,3.49,0.5142,51.42,46.28,275000000.0,19.0
GWIND,2022-05-26,3.92,0.2805,28.05,25.24,150000000.0,88.0
