symbol,ex_date,dividend_yield_pct,dividend_per_share,gross_pct,net_pct,total_dividend_tl,payout_ratio_pct
GSDHO,2023-08-14,2.11,0.1,10.0,9.0,100000000.0,
GSDHO,2022-08-26,5.08,0.25,25.0,22.5,112500000.0,21.0
