symbol,ex_date,dividend_yield_pct,dividend_per_share,gross_pct,net_pct,total_dividend_tl,payout_ratio_pct
ALKA,2023-04-10,1.72,0.5328,53.28,47.95,97901743.0,20.0
ALKA,2022-04-19,5.7,1.6415,164.15,147.74,86181044.0,47.0
ALKA,2021-04-12,4.46,0.883,88.3,75.06,46359086.0,55.0
ALKA,2021-01-05,3.23,0.466,46.6,39.61,24466969.0,29.0
ALKA,2020-04-27,2.87,0.2096,20.96,17.82,11005139.0,25.0
