symbol,ex_date,dividend_yield_pct,dividend_per_share,gross_pct,net_pct,total_dividend_tl,payout_ratio_pct
ISDMR,2025-07-02,0.7,0.25,25.0,21.25,725000000.0,4.0
ISDMR,2024-04-16,1.41,0.5,50.0,45.0,1450000000.0,32.0
ISDMR,2022-03-22,10.27,3.0,300.0,270.0,8700000000.0,135.0
ISDMR,2021-12-08,6.12,1.5,150.0,129.16,4350000000.0,180.0
ISDMR,2021-03-24,10.62,1.28,128.0,108.8,3712000000.0,153.0
ISDMR,2020-07-16,2.43,0.18,18.0,15.3,522000000.0,24.0
