symbol,ex_date,dividend_yield_pct,dividend_per_share,gross_pct,net_pct,total_dividend_tl,payout_ratio_pct
ARDYZ,2025-11-17,0.12,0.0324,3.24,2.76,5516177.0,1.0
ARDYZ,2024-07-03,0.06,0.0224,2.24,2.02,3809989.0,1.0
ARDYZ,2023-12-25,0.06,0.0153,1.53,1.38,2600000.0,1.0
ARDYZ,2022-12-15,0.06,0.0066,0.66,0.59,1122000.0,1.0
ARDYZ,2021-12-30,0.03,0.002,0.2,0.17,47.75,0.0
ARDYZ,2020-09-01,0.25,0.0649,6.49,5.52,1550096.0,6.0
