symbol,ex_date,dividend_yield_pct,dividend_per_share,gross_pct,net_pct,total_dividend_tl,payout_ratio_pct
EKGYO,2025-06-16,2.64,0.4,40.0,40.0,1520000000.0,9.0
EKGYO,2023-04-12,3.28,0.239,23.9,23.9,908200000.0,69.0
EKGYO,2022-04-25,3.53,0.1027,10.27,10.27,390260000.0,27.0
EKGYO,2021-05-05,1.19,0.0217,2.17,2.17,82460000.0,10.0
EKGYO,2020-07-23,0.84,0.0202,2.02,2.02,76646000.0,10.0
