symbol,ex_date,dividend_yield_pct,dividend_per_share,gross_pct,net_pct,total_dividend_tl,payout_ratio_pct
TTRAK,2025-04-02,5.94,48.4676,4846.76,4119.74,4850000000.0,67.0
TTRAK,2024-11-08,3.57,26.982,2698.2,2428.38,2700000000.0,20.0
TTRAK,2024-04-01,6.37,62.9579,6295.79,5666.21,6299999999.0,47.0
TTRAK,2023-03-10,6.4,39.3487,3934.87,3541.38,2008125000.0,47.0
TTRAK,2022-03-28,8.3,22.485,2248.5,2023.65,1200000000.0,91.0
TTRAK,2021-03-25,6.75,15.9268,1592.68,1353.78,850000000.0,109.0
TTRAK,2020-03-20,4.49,1.8737,187.37,159.27,100000000.0,89.0
