symbol,ex_date,dividend_yield_pct,dividend_per_share,gross_pct,net_pct,total_dividend_tl,payout_ratio_pct
TKFEN,2023-05-10,5.06,1.4089,140.89,126.8,521291150.0,38.0
TKFEN,2023-04-12,3.82,1.4089,140.89,126.8,521291150.0,38.0
TKFEN,2022-04-26,3.02,0.6938,69.38,62.44,256687500.0,31.0
TKFEN,2021-01-05,1.15,0.1921,19.21,16.33,71081921.0,
TKFEN,2020-09-24,2.49,0.3842,38.42,32.66,142163842.0,10.0
TKFEN,2020-04-27,3.97,0.5763,57.63,48.99,213245800.0,15.0
