symbol,ex_date,dividend_yield_pct,dividend_per_share,gross_pct,net_pct,total_dividend_tl,payout_ratio_pct
BRISA,2025-03-28,2.43,2.1296,212.96,181.02,649776897.0,34.0
BRISA,2024-04-24,2.69,3.394,339.4,305.46,1035566674.0,18.0
BRISA,2023-03-29,6.53,3.6,360.0,324.0,93297736.0,4.0
BRISA,2022-03-29,6.21,2.0279,202.79,182.51,618746511.0,62.0
BRISA,2021-03-30,2.89,0.807,80.7,68.6,246229318.0,46.0
BRISA,2020-03-25,1.38,0.093,9.3,7.91,28375869.0,25.0
