symbol,ex_date,dividend_yield_pct,dividend_per_share,gross_pct,net_pct,total_dividend_tl,payout_ratio_pct
THYAO,2025-09-02,1.02,3.442,344.2,292.57,4750000000.0,3.0
THYAO,2025-06-16,1.31,3.442,344.2,292.57,4750000000.0,3.0
