symbol,ex_date,dividend_yield_pct,dividend_per_share,gross_pct,net_pct,total_dividend_tl,payout_ratio_pct
BUCIM,2025-06-18,0.98,0.0667,6.67,5.67,100000000.0,16.0
BUCIM,2024-09-30,0.89,0.0667,6.67,6.0,100000000.0,4.0
BUCIM,2023-12-27,0.72,0.05,5.0,4.5,75000000.0,19.0
