symbol,ex_date,dividend_yield_pct,dividend_per_share,gross_pct,net_pct,total_dividend_tl,payout_ratio_pct
KFEIN,2025-05-20,0.29,0.3038,30.38,25.82,6000000.0,2.0
KFEIN,2024-07-01,0.17,0.2025,20.25,18.23,4000000.0,3.0
KFEIN,2023-04-24,0.43,0.1013,10.13,9.11,2000000.0,
KFEIN,2022-04-25,0.25,0.0506,5.06,4.56,1000000.0,14.0
KFEIN,2021-04-19,0.19,0.0506,5.06,4.3,1000000.0,3.0
KFEIN,2020-06-08,0.31,0.0506,5.06,4.3,1000000.0,6.0
