symbol,ex_date,dividend_yield_pct,dividend_per_share,gross_pct,net_pct,total_dividend_tl,payout_ratio_pct
AKBNK,2025-03-26,2.18,1.222,122.2,103.87,6354400000.0,15.0
AKBNK,2024-03-26,4.17,1.9175,191.75,172.58,9971000000.0,15.0
AKBNK,2023-03-30,9.28,1.73,173.0,155.7,8996000000.0,15.0
AKBNK,2022-03-30,3.17,0.233,23.3,20.97,1211600000.0,10.0
AKBNK,2021-03-26,2.48,0.1204,12.04,10.23,626080000.0,10.0
