symbol,ex_date,dividend_yield_pct,dividend_per_share,gross_pct,net_pct,total_dividend_tl,payout_ratio_pct
EREGL,2025-07-02,0.94,0.25,25.0,21.25,1750000000.0,10.0
EREGL,2024-04-16,1.21,0.5,50.0,45.0,1750000000.0,43.0
EREGL,2022-03-22,12.27,4.45,445.0,400.5,15575000000.0,100.0
EREGL,2021-03-24,12.01,1.85,185.0,157.61,6475000000.0,196.0
EREGL,2020-07-17,2.56,0.23,23.0,19.55,805000000.0,24.0
