symbol,ex_date,dividend_yield_pct,dividend_per_share,gross_pct,net_pct,total_dividend_tl,payout_ratio_pct
PRKME,2024-07-23,5.18,1.3435,134.35,120.91,200000000.0,41.0
PRKME,2023-10-03,3.41,1.142,114.2,102.78,170000000.0,
