symbol,ex_date,dividend_yield_pct,dividend_per_share,gross_pct,net_pct,total_dividend_tl,payout_ratio_pct
LOGO,2025-06-12,3.31,5.2632,526.32,447.37,500000000.0,113.0
LOGO,2024-06-12,4.63,4.0,400.0,360.0,400000000.0,198.0
LOGO,2023-05-24,2.77,1.5,150.0,135.0,150000000.0,47.0
LOGO,2022-05-16,2.09,0.9,90.0,81.0,90000000.0,34.0
LOGO,2021-04-19,0.75,1.2,120.0,102.0,30000000.0,26.0
