symbol,ex_date,dividend_yield_pct,dividend_per_share,gross_pct,net_pct,total_dividend_tl,payout_ratio_pct
KMPUR,2024-07-09,0.88,0.4936,49.36,44.43,120000000.0,14.0
KMPUR,2023-07-14,2.26,2.4562,245.62,221.06,298556251.0,71.0
KMPUR,2022-06-17,3.85,1.2443,124.43,111.98,136116232.0,43.0
