symbol,ex_date,dividend_yield_pct,dividend_per_share,gross_pct,net_pct,total_dividend_tl,payout_ratio_pct
TRGYO,2025-06-04,5.58,3.5,350.0,350.0,3500000000.0,34.0
TRGYO,2024-07-22,4.31,2.35,235.0,235.0,2350000000.0,12.0
TRGYO,2023-05-29,1.43,0.2,20.0,20.0,200000000.0,1.0
