symbol,ex_date,dividend_yield_pct,dividend_per_share,gross_pct,net_pct,total_dividend_tl,payout_ratio_pct
ISCTR,2025-03-28,1.46,0.1821,18.21,15.48,5162078805.0,11.0
ISCTR,2024-04-01,2.54,0.2891,28.91,26.02,7226446328.0,10.0
ISCTR,2023-04-03,7.12,0.923,92.3,83.07,9230408309.0,15.0
ISCTR,2022-03-29,3.5,0.2993,29.93,26.94,1212078829.0,9.0
ISCTR,2021-04-02,2.96,0.1514,15.14,12.86,681082770.0,10.0
