symbol,ex_date,dividend_yield_pct,dividend_per_share,gross_pct,net_pct,total_dividend_tl,payout_ratio_pct
VESBE,2025-07-24,0.42,0.0439,4.39,3.73,70238080.0,21.0
VESBE,2024-07-25,3.21,0.7259,72.59,65.33,1161481600.0,17.0
VESBE,2023-07-31,1.32,0.2205,22.05,19.85,352827680.0,167.0
VESBE,2022-06-30,4.5,0.4364,43.64,39.28,698308800.0,46.0
VESBE,2021-07-30,3.03,1.4035,140.35,119.3,266666653.0,20.0
VESBE,2021-06-30,3.03,1.4035,140.35,119.3,266666653.0,20.0
VESBE,2021-05-31,2.77,1.4035,140.35,119.3,266666653.0,20.0
VESBE,2020-07-14,2.32,0.6777,67.77,57.61,128766192.0,23.0
