symbol,ex_date,dividend_yield_pct,dividend_per_share,gross_pct,net_pct,total_dividend_tl,payout_ratio_pct
CLEBI,2025-04-24,5.18,147.5,14750.0,12537.5,3584250000.0,80.0
CLEBI,2024-04-24,3.66,63.0,6300.0,5670.0,1530900000.0,92.0
CLEBI,2023-04-17,7.2,42.4,4240.0,3816.0,1030320000.0,95.0
CLEBI,2022-04-27,2.57,6.75,675.0,607.5,164025000.0,31.0
CLEBI,2021-01-04,1.28,2.375,237.5,201.88,57712500.0,
CLEBI,2020-08-31,2.69,1.975,197.5,167.88,47992500.0,25.0
