symbol,ex_date,dividend_yield_pct,dividend_per_share,gross_pct,net_pct,total_dividend_tl,payout_ratio_pct
OTKAR,2024-04-03,1.37,6.0,600.0,540.0,720000000.0,25.0
OTKAR,2022-03-28,4.61,20.8333,2083.33,1875.0,500000000.0,48.0
OTKAR,2021-03-24,4.43,16.6667,1666.67,1416.67,400000000.0,65.0
OTKAR,2020-03-23,7.52,8.3333,833.33,708.33,200000000.0,57.0
