symbol,ex_date,dividend_yield_pct,dividend_per_share,gross_pct,net_pct,total_dividend_tl,payout_ratio_pct
ASELS,2024-11-25,0.16,0.1118,11.18,10.07,510000000.0,5.0
ASELS,2023-11-22,0.19,0.0877,8.77,7.89,400000000.0,31.0
ASELS,2022-11-16,0.49,0.2018,20.18,18.16,460000000.0,6.0
ASELS,2021-11-19,0.94,0.1754,17.54,14.91,400000000.0,9.0
ASELS,2020-12-18,0.27,0.049,4.9,4.16,55833324.0,2.0
ASELS,2020-10-16,0.27,0.049,4.9,4.16,55833324.0,2.0
ASELS,2020-07-17,0.3,0.098,9.8,8.33,111666648.0,3.0
