rebalance_date,n_universe,strategy_alpha,universe_alpha,index_ret,strategy_ret,universe_ret,alpha_edge_vs_index,edge_vs_universe,lift_vs_universe,hit_rate,strategy_equity,market_equity
2020-01-02,85,0.0881670774321824,0.20648119027336861,0.3380030308132682,0.4261701082454506,0.544484221086637,0.0881670774321824,-0.11831411284118637,0.7827042396103513,0.6,1.4261701082454505,1.3380030308132682
2020-06-25,85,1.2756452218636114,0.5217576355697684,0.0669401657773749,1.3425853876409863,0.5886978013471433,1.2756452218636114,0.753887586293843,2.2806020076322495,1.0,3.3409252558661566,1.4275691755065385
2020-12-16,88,5.515964795557059,0.3305828623033137,0.15959897778651472,5.6755637733435735,0.4901818400898285,5.515964795557059,5.185381933253745,11.578486408846757,1.0,22.302559607508723,1.6554077566369199
2021-06-09,96,3.151944671566808,0.7722220923515536,0.056058099164587115,3.2080027707313947,0.8282801915161407,3.151944671566808,2.379722579215254,3.8730888455261097,1.0,93.8492326227988,1.748206768816299
2021-12-03,101,0.29959485891897836,-1.7823889061071652,2.1833837381773344,2.482978597096313,0.4009948320701706,0.29959485891897836,2.081983765026142,6.192046376951345,0.6,326.87486857912126,5.565212998821349
2022-05-26,105,1.891626707830455,1.8058177100307047,-0.10130361029253081,1.790323097537924,1.7045140997381745,1.891626707830455,0.0858089977997496,1.0503422047449948,1.0,912.0864958009955,5.001436829993825
2022-11-16,95,2.020493669844518,-0.6841711533102274,0.8084088761606367,2.828902546005155,0.12423772285040904,2.020493669844518,2.704664823154746,22.770077244665476,0.8,3492.290305949352,9.04464275691755
2023-05-12,106,2.4603214743273867,2.758361769797817,-0.41310245711406385,2.047219017213323,2.3452593126837535,2.4603214743273867,-0.29804029547043065,0.872917978042533,1.0,10641.773433918599,5.30827861031599
2023-11-03,108,5.6541995892829915,-0.4376009545991579,1.0905690142274698,6.744768603510462,0.6529680596283122,5.6541995892829915,6.091800543882149,10.329400502912462,1.0,82418.07277668448,11.097322781613062
2024-04-26,110,1.9095933271155563,0.1537804448525694,0.0215434880462876,1.931136815161844,0.17532393289885706,1.9095933271155563,1.7558128822629868,11.014678847501676,1.0,241578.64735042804,11.336397822304539
2024-10-21,108,4.49308316402896,0.6951891414879782,0.08070775114045586,4.573790915169416,0.7758968926284341,4.49308316402896,3.7978940225409814,5.8948437074869675,1.0,1346508.8699007318,12.2513329965763
2025-04-11,110,1.376145238009327,0.5660705304148691,-0.1149696264465234,1.2611756115628037,0.45110090396834573,1.376145238009327,0.8100747075944579,2.7957727427903842,1.0,3044693.017372527,10.842801818487956
