symbol,date,score,rank,percentile,bucket,signal
BUCIM,2025-11-17,0.2623658976300655,1,1.0,2,HOLD
PETKM,2025-11-17,0.21886984124878905,2,0.990990990990991,2,HOLD
INDES,2025-11-17,0.21557506317722105,3,0.9819819819819819,2,HOLD
AKCNS,2025-11-17,0.2108642975482683,4,0.972972972972973,2,HOLD
TRGYO,2025-11-17,0.210391406700825,5,0.963963963963964,2,HOLD
DOHOL,2025-11-17,0.20207722345430792,6,0.954954954954955,2,HOLD
ISGYO,2025-11-17,0.20120930076413382,7,0.9459459459459459,2,HOLD
OZKGY,2025-11-17,0.2009629851866931,8,0.9369369369369369,2,HOLD
AYDEM,2025-11-17,0.198767800247402,9,0.9279279279279279,1,HOLD
KIMMR,2025-11-17,0.19687706149151685,10,0.918918918918919,1,HOLD
ORGE,2025-11-17,0.19587244852057162,11,0.9099099099099099,1,HOLD
AKFGY,2025-11-17,0.19471926384731236,12,0.9009009009009009,1,HOLD
PETUN,2025-11-17,0.19292678801989477,13,0.8918918918918919,1,HOLD
SNGYO,2025-11-17,0.1926317142494156,14,0.8828828828828829,1,HOLD
GOODY,2025-11-17,0.1901342411441919,15,0.8738738738738738,1,HOLD
SARKY,2025-11-17,0.1889605441535282,16,0.8648648648648649,1,HOLD
AGHOL,2025-11-17,0.18780479768410724,17,0.8558558558558559,1,HOLD
OYAKC,2025-11-17,0.1863014129081353,18,0.8468468468468469,1,HOLD
CEMTS,2025-11-17,0.18628940330519775,19,0.8378378378378378,1,HOLD
CIMSA,2025-11-17,0.18499436932407154,20,0.8288288288288288,1,HOLD
EREGL,2025-11-17,0.1820684164687934,21,0.8198198198198198,1,HOLD
ALARK,2025-11-17,0.18201066700227356,22,0.8108108108108109,1,HOLD
KORDS,2025-11-17,0.1819894839593604,23,0.8018018018018018,1,HOLD
ISDMR,2025-11-17,0.18164248645123687,24,0.7927927927927928,1,HOLD
TTRAK,2025-11-17,0.18096608031514255,25,0.7837837837837838,1,HOLD
BIZIM,2025-11-17,0.17962982262197522,26,0.7747747747747747,1,HOLD
SMRTG,2025-11-17,0.17891067077302694,27,0.7657657657657657,1,HOLD
TOASO,2025-11-17,0.17883037118750758,28,0.7567567567567568,1,HOLD
SISE,2025-11-17,0.17836677589665464,29,0.7477477477477478,1,HOLD
GSDDE,2025-11-17,0.17827954172925933,30,0.7387387387387387,1,HOLD
NUHCM,2025-11-17,0.1773876729171683,31,0.7297297297297297,1,HOLD
KFEIN,2025-11-17,0.17584574799235553,32,0.7207207207207207,1,HOLD
FONET,2025-11-17,0.17527909705712902,33,0.7117117117117117,1,HOLD
KRDMA,2025-11-17,0.1735762201522176,34,0.7027027027027027,1,HOLD
SAHOL,2025-11-17,0.17296343044433476,35,0.6936936936936937,1,HOLD
TCELL,2025-11-17,0.17266584723395106,36,0.6846846846846847,1,HOLD
GWIND,2025-11-17,0.17193437373465348,37,0.6756756756756757,1,HOLD
SMART,2025-11-17,0.17183841270149755,38,0.6666666666666666,1,HOLD
THYAO,2025-11-17,0.17180278679854205,39,0.6576576576576577,1,HOLD
NTHOL,2025-11-17,0.1708815421496188,40,0.6486486486486487,1,HOLD
TEZOL,2025-11-17,0.17014437976875926,41,0.6396396396396397,1,HOLD
KRDMB,2025-11-17,0.17001512627344448,42,0.6306306306306306,1,HOLD
VBTYZ,2025-11-17,0.1681288448892944,43,0.6216216216216216,1,HOLD
BAGFS,2025-11-17,0.16800861830693298,44,0.6126126126126126,1,HOLD
TEKTU,2025-11-17,0.16743160893500092,45,0.6036036036036037,1,HOLD
ARCLK,2025-11-17,0.16716582587013745,46,0.5945945945945946,1,HOLD
HUNER,2025-11-17,0.16675751471417535,47,0.5855855855855856,1,HOLD
TMSN,2025-11-17,0.16663479061040448,48,0.5765765765765766,1,HOLD
VESBE,2025-11-17,0.1659631576973072,49,0.5675675675675675,1,HOLD
PENTA,2025-11-17,0.16545571033140072,50,0.5585585585585585,1,HOLD
LOGO,2025-11-17,0.16475391158716102,51,0.5495495495495496,1,HOLD
FROTO,2025-11-17,0.16199312101124802,52,0.5405405405405406,1,HOLD
VESTL,2025-11-17,0.16183012989578555,53,0.5315315315315315,1,HOLD
KOZAL,2025-11-17,0.1616280625463242,54,0.5225225225225225,1,HOLD
JANTS,2025-11-17,0.16086334378204653,55,0.5135135135135135,1,HOLD
PRKME,2025-11-17,0.1608563081285029,56,0.5045045045045045,1,HOLD
PARSN,2025-11-17,0.16014390281582636,57,0.4954954954954955,1,HOLD
MAVI,2025-11-17,0.15976608322157237,58,0.4864864864864865,1,HOLD
GSDHO,2025-11-17,0.15881760774083312,59,0.4774774774774775,1,HOLD
PGSUS,2025-11-17,0.15836871526398288,60,0.46846846846846846,1,HOLD
ENKAI,2025-11-17,0.15796726650399873,61,0.4594594594594595,1,HOLD
MAGEN,2025-11-17,0.15723181373416933,62,0.45045045045045046,1,HOLD
BIOEN,2025-11-17,0.15717144994310303,63,0.44144144144144143,1,HOLD
EUPWR,2025-11-17,0.1543381744261829,64,0.43243243243243246,1,HOLD
ZOREN,2025-11-17,0.15431784378270907,65,0.42342342342342343,1,HOLD
BERA,2025-11-17,0.15373359533508213,66,0.4144144144144144,1,HOLD
HLGYO,2025-11-17,0.1531922542567754,67,0.40540540540540543,1,HOLD
CCOLA,2025-11-17,0.15254788959513033,68,0.3963963963963964,1,HOLD
AEFES,2025-11-17,0.15206690259821265,69,0.38738738738738737,1,HOLD
EKGYO,2025-11-17,0.15103628236095717,70,0.3783783783783784,1,HOLD
DOAS,2025-11-17,0.15074098729510504,71,0.36936936936936937,1,HOLD
KCHOL,2025-11-17,0.14897918901351298,72,0.36036036036036034,1,HOLD
TLMAN,2025-11-17,0.14787646894802706,73,0.35135135135135137,1,HOLD
KARTN,2025-11-17,0.14763359560593328,74,0.34234234234234234,1,HOLD
TATGD,2025-11-17,0.14673964911481596,75,0.3333333333333333,1,HOLD
TKFEN,2025-11-17,0.14666091300826817,76,0.32432432432432434,1,HOLD
KMPUR,2025-11-17,0.14566748171849025,77,0.3153153153153153,1,HOLD
KOZAA,2025-11-17,0.14484369463161695,78,0.3063063063063063,1,HOLD
QUAGR,2025-11-17,0.14471227583752702,79,0.2972972972972973,1,HOLD
OTKAR,2025-11-17,0.14256517785093326,80,0.2882882882882883,1,HOLD
ASTOR,2025-11-17,0.1416143012823623,81,0.27927927927927926,1,HOLD
TUREX,2025-11-17,0.14107748183583516,82,0.2702702702702703,1,HOLD
KRDMD,2025-11-17,0.13980025845492683,83,0.26126126126126126,1,HOLD
CANTE,2025-11-17,0.13922083740026583,84,0.25225225225225223,1,HOLD
KARSN,2025-11-17,0.1382593495446313,85,0.24324324324324326,1,HOLD
ASELS,2025-11-17,0.13545331668124846,86,0.23423423423423423,1,HOLD
BRISA,2025-11-17,0.1351713321971652,87,0.22522522522522523,1,HOLD
KUTPO,2025-11-17,0.13471873338521417,88,0.21621621621621623,1,HOLD
SDTTR,2025-11-17,0.13399701585237178,89,0.2072072072072072,1,HOLD
TTKOM,2025-11-17,0.13348510622028262,90,0.1981981981981982,1,HOLD
TUKAS,2025-11-17,0.13322601009571952,91,0.1891891891891892,1,HOLD
ODAS,2025-11-17,0.13168459996533705,92,0.18018018018018017,1,HOLD
SASA,2025-11-17,0.13129454870729496,93,0.17117117117117117,1,HOLD
BIMAS,2025-11-17,0.13039101455789384,94,0.16216216216216217,1,HOLD
IPEKE,2025-11-17,0.12634435384168122,95,0.15315315315315314,1,HOLD
ARDYZ,2025-11-17,0.125497210917732,96,0.14414414414414414,1,HOLD
ALKA,2025-11-17,0.12344850179299134,97,0.13513513513513514,1,HOLD
ULKER,2025-11-17,0.12121091255740185,98,0.12612612612612611,1,HOLD
MGROS,2025-11-17,0.12060818685881236,99,0.11711711711711711,1,HOLD
MIATK,2025-11-17,0.11981909100541824,100,0.10810810810810811,1,HOLD
HEKTS,2025-11-17,0.11944281465429728,101,0.0990990990990991,1,HOLD
PAPIL,2025-11-17,0.11925135445517293,102,0.09009009009009009,1,HOLD
TUPRS,2025-11-17,0.1183186812115545,103,0.08108108108108109,1,HOLD
AKSEN,2025-11-17,0.11760599621641624,104,0.07207207207207207,1,HOLD
SOKM,2025-11-17,0.11683930786474485,105,0.06306306306306306,1,HOLD
ALFAS,2025-11-17,0.1121933376035503,106,0.05405405405405406,1,HOLD
AKENR,2025-11-17,0.10816782890528101,107,0.04504504504504504,1,HOLD
TAVHL,2025-11-17,0.10458246064273592,108,0.036036036036036036,1,HOLD
GUBRF,2025-11-17,0.10428754963937308,109,0.02702702702702703,1,HOLD
BMSCH,2025-11-17,0.100464764121292,110,0.018018018018018018,1,HOLD
CLEBI,2025-11-17,0.07526847674835824,111,0.009009009009009009,0,HOLD
