symbol,date,score,rank,percentile,bucket,signal
VESTL,2025-11-17,0.4180260524577752,1,1.0,4,HOLD
PETKM,2025-11-17,0.3967847263137863,2,0.9743589743589743,3,HOLD
ISCTR,2025-11-17,0.33784951480178005,3,0.9487179487179487,3,HOLD
EREGL,2025-11-17,0.3313708855263929,4,0.9230769230769231,3,HOLD
SOKM,2025-11-17,0.3262990868717822,5,0.8974358974358975,3,HOLD
KONTR,2025-11-17,0.3240480662433626,6,0.8717948717948718,3,HOLD
EKGYO,2025-11-17,0.3212704869447463,7,0.8461538461538461,3,HOLD
KRDMD,2025-11-17,0.3181429509589336,8,0.8205128205128205,3,HOLD
AEFES,2025-11-17,0.3002309147197644,9,0.7948717948717948,3,HOLD
DOHOL,2025-11-17,0.29457615244160457,10,0.7692307692307693,2,HOLD
SISE,2025-11-17,0.29332085980523204,11,0.7435897435897436,2,HOLD
YKBNK,2025-11-17,0.2882304650280708,12,0.717948717948718,2,HOLD
GARAN,2025-11-17,0.2875764781311349,13,0.6923076923076923,2,HOLD
KCHOL,2025-11-17,0.2793246081887664,14,0.6666666666666666,2,HOLD
TOASO,2025-11-17,0.2777028908272261,15,0.6410256410256411,2,HOLD
LOGO,2025-11-17,0.2754070894917116,16,0.6153846153846154,2,HOLD
TTRAK,2025-11-17,0.2738448520368558,17,0.5897435897435898,2,HOLD
SAHOL,2025-11-17,0.26586653689796713,18,0.5641025641025641,2,HOLD
TCELL,2025-11-17,0.25423739431388365,19,0.5384615384615384,2,HOLD
ULKER,2025-11-17,0.2526568096013727,20,0.5128205128205128,2,HOLD
VAKBN,2025-11-17,0.25091250761276196,21,0.48717948717948717,2,HOLD
ARCLK,2025-11-17,0.2471838298801026,22,0.46153846153846156,2,HOLD
AKSEN,2025-11-17,0.24457392215293502,23,0.4358974358974359,2,HOLD
HALKB,2025-11-17,0.24138244781156634,24,0.41025641025641024,2,HOLD
KOZAL,2025-11-17,0.24048363952792381,25,0.38461538461538464,2,HOLD
TAVHL,2025-11-17,0.2386678242975284,26,0.358974358974359,2,HOLD
AKBNK,2025-11-17,0.23024807576861275,27,0.3333333333333333,2,HOLD
MGROS,2025-11-17,0.22925412263284106,28,0.3076923076923077,2,HOLD
TKFEN,2025-11-17,0.2283798642908698,29,0.28205128205128205,2,HOLD
KOZAA,2025-11-17,0.21964760187672125,30,0.2564102564102564,2,HOLD
FROTO,2025-11-17,0.21833405062183361,31,0.23076923076923078,2,HOLD
ENKAI,2025-11-17,0.2172816381157537,32,0.20512820512820512,2,HOLD
THYAO,2025-11-17,0.2126232407588173,33,0.1794871794871795,2,HOLD
ASELS,2025-11-17,0.2060297363353117,34,0.15384615384615385,2,HOLD
TTKOM,2025-11-17,0.20207172631152856,35,0.1282051282051282,2,HOLD
BIMAS,2025-11-17,0.20200619142050263,36,0.10256410256410256,2,HOLD
CCOLA,2025-11-17,0.20006920163176484,37,0.07692307692307693,2,HOLD
PGSUS,2025-11-17,0.18307888811739192,38,0.05128205128205128,1,HOLD
TUPRS,2025-11-17,0.14016075111924886,39,0.02564102564102564,1,HOLD
