symbol,date,score,rank,percentile,bucket,signal
HUNER,2025-11-17,0.9454186670210688,1,1.0,9,BUY
BAGFS,2025-11-17,0.9414930568181507,2,0.990990990990991,9,BUY
KARTN,2025-11-17,0.941050442787793,3,0.9819819819819819,9,BUY
ALFAS,2025-11-17,0.9329712710527909,4,0.972972972972973,9,BUY
KARSN,2025-11-17,0.9312625243197966,5,0.963963963963964,9,BUY
GSDDE,2025-11-17,0.9136759070213034,6,0.954954954954955,9,BUY
BRISA,2025-11-17,0.9133349679565006,7,0.9459459459459459,9,BUY
PETUN,2025-11-17,0.9123376961170886,8,0.9369369369369369,9,BUY
QUAGR,2025-11-17,0.9101351392928803,9,0.9279279279279279,9,BUY
GOODY,2025-11-17,0.9078674508015241,10,0.918918918918919,9,BUY
KFEIN,2025-11-17,0.9074764505645443,11,0.9099099099099099,9,BUY
BUCIM,2025-11-17,0.9054151366839787,12,0.9009009009009009,9,BUY
BIOEN,2025-11-17,0.9028462574818001,13,0.8918918918918919,8,BUY
TATGD,2025-11-17,0.8979408177506224,14,0.8828828828828829,8,BUY
GSDHO,2025-11-17,0.8933903754398391,15,0.8738738738738738,8,BUY
KORDS,2025-11-17,0.8900453453659689,16,0.8648648648648649,8,HOLD
VESTL,2025-11-17,0.8882809857467849,17,0.8558558558558559,8,HOLD
ZOREN,2025-11-17,0.8879177769176501,18,0.8468468468468469,8,HOLD
JANTS,2025-11-17,0.8874735450051415,19,0.8378378378378378,8,HOLD
SNGYO,2025-11-17,0.8819284006610699,20,0.8288288288288288,8,HOLD
KRDMB,2025-11-17,0.8800950738081217,21,0.8198198198198198,8,HOLD
BIZIM,2025-11-17,0.8790001373407687,22,0.8108108108108109,8,HOLD
KRDMA,2025-11-17,0.8787331927845641,23,0.8018018018018018,8,HOLD
TUREX,2025-11-17,0.8780133590220188,24,0.7927927927927928,7,HOLD
VBTYZ,2025-11-17,0.8734527392810849,25,0.7837837837837838,7,HOLD
CEMTS,2025-11-17,0.8705276513618915,26,0.7747747747747747,7,HOLD
AKFGY,2025-11-17,0.8698837232508543,27,0.7657657657657657,7,HOLD
VESBE,2025-11-17,0.867163908846648,28,0.7567567567567568,7,HOLD
PARSN,2025-11-17,0.866978547433514,29,0.7477477477477478,7,HOLD
INDES,2025-11-17,0.8665751240378079,30,0.7387387387387387,7,HOLD
KMPUR,2025-11-17,0.8642973166088536,31,0.7297297297297297,7,HOLD
KRDMD,2025-11-17,0.8585232998528181,32,0.7207207207207207,7,HOLD
THYAO,2025-11-17,0.856888977852248,33,0.7117117117117117,7,HOLD
SAHOL,2025-11-17,0.8564380273080233,34,0.7027027027027027,7,HOLD
HEKTS,2025-11-17,0.8526318910231139,35,0.6936936936936937,6,HOLD
SASA,2025-11-17,0.8510446365290479,36,0.6846846846846847,6,HOLD
EREGL,2025-11-17,0.8492428506939802,37,0.6756756756756757,6,HOLD
DOHOL,2025-11-17,0.8475741056573121,38,0.6666666666666666,6,HOLD
SMART,2025-11-17,0.8473243725351824,39,0.6576576576576577,6,HOLD
PENTA,2025-11-17,0.8467728387746084,40,0.6486486486486487,6,HOLD
OTKAR,2025-11-17,0.846297100002947,41,0.6396396396396397,6,HOLD
ISDMR,2025-11-17,0.8415254480508721,42,0.6306306306306306,6,HOLD
TTRAK,2025-11-17,0.8393486395437083,43,0.6216216216216216,6,HOLD
HLGYO,2025-11-17,0.839123211345435,44,0.6126126126126126,6,HOLD
GWIND,2025-11-17,0.8385896058936142,45,0.6036036036036037,6,HOLD
LOGO,2025-11-17,0.8381806099735556,46,0.5945945945945946,5,HOLD
ORGE,2025-11-17,0.8379865375666549,47,0.5855855855855856,5,HOLD
AYDEM,2025-11-17,0.836955799265462,48,0.5765765765765766,5,HOLD
TEZOL,2025-11-17,0.833641228640769,49,0.5675675675675675,5,HOLD
CIMSA,2025-11-17,0.8330977752102777,50,0.5585585585585585,5,HOLD
ODAS,2025-11-17,0.8305487188078068,51,0.5495495495495496,5,HOLD
NUHCM,2025-11-17,0.8248321921073165,52,0.5405405405405406,5,HOLD
SMRTG,2025-11-17,0.8238124442375522,53,0.5315315315315315,5,HOLD
TCELL,2025-11-17,0.8198979107611762,54,0.5225225225225225,5,HOLD
BERA,2025-11-17,0.8192613501636961,55,0.5135135135135135,5,HOLD
TEKTU,2025-11-17,0.8178221543065498,56,0.5045045045045045,5,HOLD
KIMMR,2025-11-17,0.8139582954752189,57,0.4954954954954955,4,HOLD
TUKAS,2025-11-17,0.8076317988797441,58,0.4864864864864865,4,HOLD
AKENR,2025-11-17,0.8076123350263978,59,0.4774774774774775,4,HOLD
ARCLK,2025-11-17,0.8073969457683339,60,0.46846846846846846,4,HOLD
EKGYO,2025-11-17,0.8045891870993468,61,0.4594594594594595,4,HOLD
TLMAN,2025-11-17,0.8023634276222457,62,0.45045045045045046,4,HOLD
ISGYO,2025-11-17,0.7981912687116304,63,0.44144144144144143,4,HOLD
ENKAI,2025-11-17,0.7970625018910303,64,0.43243243243243246,4,HOLD
AKCNS,2025-11-17,0.7952980120898953,65,0.42342342342342343,4,HOLD
FROTO,2025-11-17,0.7925510992126842,66,0.4144144144144144,4,HOLD
AEFES,2025-11-17,0.7919894519918033,67,0.40540540540540543,4,HOLD
GUBRF,2025-11-17,0.7813934518843448,68,0.3963963963963964,3,HOLD
KUTPO,2025-11-17,0.7811988057313102,69,0.38738738738738737,3,HOLD
SISE,2025-11-17,0.7810213786375805,70,0.3783783783783784,3,HOLD
OZKGY,2025-11-17,0.7801367481384034,71,0.36936936936936937,3,HOLD
TTKOM,2025-11-17,0.7800778807245848,72,0.36036036036036034,3,HOLD
MIATK,2025-11-17,0.7799210994151418,73,0.35135135135135137,3,HOLD
PETKM,2025-11-17,0.7794236654903581,74,0.34234234234234234,3,HOLD
EUPWR,2025-11-17,0.7782393454485418,75,0.3333333333333333,3,HOLD
TAVHL,2025-11-17,0.7778367766604193,76,0.32432432432432434,3,HOLD
MAVI,2025-11-17,0.7747622034748568,77,0.3153153153153153,3,HOLD
PGSUS,2025-11-17,0.7672397575386867,78,0.3063063063063063,3,HOLD
