symbol,date,score,rank,percentile,bucket,signal
CANTE,2025-11-17,0.7654409098996618,79,0.2972972972972973,2,HOLD
TOASO,2025-11-17,0.7631373372096881,80,0.2882882882882883,2,HOLD
PRKME,2025-11-17,0.7595068105197409,81,0.27927927927927926,2,HOLD
SDTTR,2025-11-17,0.7573728824288306,82,0.2702702702702703,2,HOLD
ASTOR,2025-11-17,0.7571912999314148,83,0.26126126126126126,2,HOLD
MGROS,2025-11-17,0.7562081745085772,84,0.25225225225225223,2,HOLD
BIMAS,2025-11-17,0.7515256526926202,85,0.24324324324324326,2,HOLD
ARDYZ,2025-11-17,0.7512577167890485,86,0.23423423423423423,2,HOLD
KCHOL,2025-11-17,0.7502713888426225,87,0.22522522522522523,2,HOLD
AKSEN,2025-11-17,0.7437214208410774,88,0.21621621621621623,2,HOLD
TKFEN,2025-11-17,0.7432407776964695,89,0.2072072072072072,2,HOLD
NTHOL,2025-11-17,0.7425303355356258,90,0.1981981981981982,1,HOLD
ASELS,2025-11-17,0.7388100165757996,91,0.1891891891891892,1,HOLD
ALARK,2025-11-17,0.7377907921832076,92,0.18018018018018017,1,HOLD
ALKA,2025-11-17,0.7341862071697791,93,0.17117117117117117,1,HOLD
CLEBI,2025-11-17,0.7322008756624839,94,0.16216216216216217,1,HOLD
CCOLA,2025-11-17,0.7289602279597256,95,0.15315315315315314,1,HOLD
SOKM,2025-11-17,0.728407705817595,96,0.14414414414414414,1,HOLD
OYAKC,2025-11-17,0.7282405822739418,97,0.13513513513513514,1,SELL
KOZAL,2025-11-17,0.7262001175240373,98,0.12612612612612611,1,SELL
TUPRS,2025-11-17,0.7216797664789032,99,0.11711711711711711,1,SELL
BMSCH,2025-11-17,0.7198732308098619,100,0.10810810810810811,1,SELL
DOAS,2025-11-17,0.7115275117392514,101,0.0990990990990991,0,SELL
FONET,2025-11-17,0.7107411608822874,102,0.09009009009009009,0,SELL
AGHOL,2025-11-17,0.7039522627825809,103,0.08108108108108109,0,SELL
ULKER,2025-11-17,0.7017307119824617,104,0.07207207207207207,0,SELL
KOZAA,2025-11-17,0.7005433947617432,105,0.06306306306306306,0,SELL
MAGEN,2025-11-17,0.6960192581554239,106,0.05405405405405406,0,SELL
TRGYO,2025-11-17,0.6670457682081791,107,0.04504504504504504,0,SELL
SARKY,2025-11-17,0.6657832602779926,108,0.036036036036036036,0,SELL
IPEKE,2025-11-17,0.6616134300182446,109,0.02702702702702703,0,SELL
TMSN,2025-11-17,0.6327666793629125,110,0.018018018018018018,0,SELL
PAPIL,2025-11-17,0.5230275134823685,111,0.009009009009009009,0,SELL
