index,publishDate,ruleType,summary,url
884429,27.10.2020 18:17:07,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/884429
863583,29.07.2020 18:15:38,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/863583
841878,30.04.2020 18:16:38,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/841878
817267,05.02.2020 19:26:49,Yıllık,,https://www.kap.org.tr/tr/Bildirim/817267
972544,26.10.2021 18:18:29,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/972544
953411,30.07.2021 18:21:19,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/953411
930592,22.04.2021 18:12:27,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/930592
907554,04.02.2021 19:20:39,Yıllık,,https://www.kap.org.tr/tr/Bildirim/907554
1074433,26.10.2022 18:16:21,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/1074433
1049539,29.07.2022 19:21:14,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/1049539
1024002,26.04.2022 18:13:43,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/1024002
999567,04.02.2022 18:13:30,Yıllık,,https://www.kap.org.tr/tr/Bildirim/999567
1210044,25.10.2023 18:33:16,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/1210044
1208728,23.10.2023 19:23:35,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/1208728
1175659,26.07.2023 22:24:06,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/1175659
1142000,27.04.2023 18:12:45,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/1142000
1107744,31.01.2023 22:25:18,Yıllık,,https://www.kap.org.tr/tr/Bildirim/1107744
1352698,01.11.2024 18:12:33,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/1352698
1319622,01.08.2024 07:25:53,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/1319622
1285216,10.05.2024 20:10:09,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/1285216
1252096,27.02.2024 06:14:19,Yıllık,,https://www.kap.org.tr/tr/Bildirim/1252096
1510854,03.11.2025 21:43:13,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/1510854
1467999,29.07.2025 22:58:11,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/1467999
1430531,28.04.2025 20:39:00,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/1430531
1389775,06.02.2025 02:44:20,Yıllık,,https://www.kap.org.tr/tr/Bildirim/1389775
