days,sharpe_20d,sharpe_annual,annual_return,max_drawdown,mean_20d_return,std_20d_return,hit_rate
119,1.273555883293831,4.520674928281324,2.068909288593191,-0.0038900558389486292,0.09307390855930157,0.07308191951387487,0.8991596638655462
