AUC,Precision,Recall,F1,Fold_AUCs
0.8758515601862347,0.7797515545230709,0.7821451993246543,0.7809465427643952,"[0.8742597854410303, 0.8810590640969201, 0.868794923809808, 0.8874251647630619, 0.8749233487181938]"
