AUC,Precision,Recall,F1,Fold_AUCs
0.9999637668447587,0.9965609785701762,0.9974218802726598,0.9969912435743487,"[0.9999739284035195, 0.9999619932931076, 0.9999623574532556, 0.9999565584856921, 0.9999624603897234]"
