date,equity,cash,portfolio_value,daily_return,n_positions
2025-11-25,14904.02111,3.121110000002318,14900.9,-0.0063985926666665,5
2025-11-26,14776.581110000003,33.1211100000023,14743.460000000001,445.13785920819015,5
