date,open,high,low,close,volume,symbol
2023-07-20,158.77243,162.11053,152.22574,162.1105,189586815.0,SDTTR
2023-07-21,174.49023,178.32158,163.19786,178.3216,1584584454.0,SDTTR
2023-07-24,193.62816,196.1142,182.96744,196.1142,645986941.0,SDTTR
2023-07-25,196.9969,211.33678,176.54234,197.5969,1486248389.0,SDTTR
2023-07-26,198.12576,212.12756,182.37434,195.1257,1685559018.0,SDTTR
2023-07-27,205.72122,214.59877,197.7946,214.5988,1304452477.0,SDTTR
2023-07-28,231.71425,236.04874,224.87892,236.0487,515744167.0,SDTTR
2023-07-31,250.60805,259.37683,225.0766,251.9632,1778559418.0,SDTTR
2023-08-01,257.28723,269.75586,239.31075,246.3289,1516981933.0,SDTTR
2023-08-02,247.4034,255.52177,235.85103,246.5266,1065021609.0,SDTTR
2023-08-03,263.20325,271.1397,243.56116,271.1397,1287029292.0,SDTTR
2023-08-04,293.16302,298.2241,275.29132,298.2241,1499132679.0,SDTTR
2023-08-07,322.01877,327.97723,306.4284,327.9772,627638571.0,SDTTR
2023-08-08,349.2691,360.59705,327.97723,346.6595,2516202708.0,SDTTR
2023-08-09,372.53888,381.25626,349.03192,381.2563,907712922.0,SDTTR
2023-08-10,410.709,419.3127,381.25626,419.3127,2167064766.0,SDTTR
2023-08-11,446.07184,458.65414,420.30118,439.1811,2496168550.0,SDTTR
2023-08-14,418.27478,463.8931,395.2927,395.2927,4605884801.0,SDTTR
2023-08-15,358.19012,382.54126,355.8524,355.8524,544294283.0,SDTTR
2023-08-16,321.2141,330.64615,320.2671,320.2671,337006565.0,SDTTR
2023-08-17,327.6491,352.29382,289.822,352.2938,1549707420.0,SDTTR
2023-08-18,382.67178,387.48367,360.30054,387.4837,1772723361.0,SDTTR
2023-08-21,408.80914,420.0046,390.4491,399.8397,1707138139.0,SDTTR
2023-08-22,389.75815,416.1496,366.23138,380.2678,3590952425.0,SDTTR
2023-08-23,369.43307,384.41943,349.62497,356.742,1341500616.0,SDTTR
2023-08-24,369.8077,389.46066,341.81595,365.1441,2165406453.0,SDTTR
2023-08-25,356.29025,374.93,342.5079,356.5443,1135470634.0,SDTTR
2023-08-28,368.52072,377.59894,350.51462,361.9809,1017091202.0,SDTTR
2023-08-29,365.35855,383.5298,349.1307,361.289,1596938971.0,SDTTR
2023-08-31,368.45346,377.59894,358.71896,368.7026,999474745.0,SDTTR
2023-09-01,365.28543,374.04034,360.30054,362.0798,642893258.0,SDTTR
2023-09-04,377.34885,392.92032,351.00882,373.2496,1422829211.0,SDTTR
2023-09-05,388.56317,410.51526,362.7717,410.5153,1957119270.0,SDTTR
2023-09-06,434.22192,450.64746,414.07376,422.1794,2533524448.0,SDTTR
2023-09-07,412.31528,434.9307,392.12955,404.782,1898262226.0,SDTTR
2023-09-08,394.7668,411.20718,379.47702,386.9895,883001824.0,SDTTR
2023-09-11,372.9619,395.3915,360.79477,364.4521,578462735.0,SDTTR
2023-09-12,364.7902,378.09314,346.9561,364.4521,668255508.0,SDTTR
2023-09-13,370.16953,382.54126,359.11435,361.1902,742029649.0,SDTTR
2023-09-14,349.63977,364.8475,336.77472,358.1259,485899230.0,SDTTR
2023-09-15,373.3277,383.4309,355.16043,372.6565,973537397.0,SDTTR
2023-09-18,373.42065,387.87906,346.85724,346.8572,659875221.0,SDTTR
2023-09-19,363.32727,381.45395,341.51944,381.4539,898464856.0,SDTTR
2023-09-20,384.13373,397.46735,360.89365,365.4406,1420874161.0,SDTTR
2023-09-21,371.6147,387.87906,358.91666,375.0288,751807281.0,SDTTR
2023-09-22,391.78857,402.5086,377.50003,387.8791,1164385931.0,SDTTR
2023-09-25,406.46545,421.68503,391.43762,405.2763,1342749903.0,SDTTR
2023-09-26,391.31503,410.21872,381.05856,382.5413,779408494.0,SDTTR
2023-09-27,381.72678,393.3157,374.63342,375.8196,504705651.0,SDTTR
2023-09-28,371.68387,381.45395,363.66132,365.836,370355127.0,SDTTR
2023-09-29,370.60443,377.50003,360.89365,370.6795,394537254.0,SDTTR
2023-10-02,372.30167,379.08163,366.23138,366.2314,373252617.0,SDTTR
2023-10-03,367.3227,375.12772,362.27747,367.1211,465836248.0,SDTTR
2023-10-04,363.3223,372.26114,357.33508,358.027,422765813.0,SDTTR
2023-10-05,366.86993,374.63342,356.1489,367.0222,690458510.0,SDTTR
2023-10-06,362.0007,366.72568,359.50977,359.6086,274838100.0,SDTTR
2023-10-09,392.02673,395.4904,364.7487,395.4904,398693659.0,SDTTR
2023-10-10,409.64935,433.84332,396.87424,397.3685,2264568253.0,SDTTR
2023-10-11,391.27353,413.67834,375.62198,376.8081,1013976644.0,SDTTR
2023-10-12,391.8775,406.759,372.85422,379.6747,2139496157.0,SDTTR
2023-10-13,385.10742,396.38,374.63342,377.5989,754173194.0,SDTTR
2023-10-16,364.91968,385.30902,351.00882,352.4915,544263140.0,SDTTR
2023-10-17,358.02112,370.67953,342.90326,359.6086,516385149.0,SDTTR
2023-10-18,370.4581,388.86755,357.9282,358.3236,721283295.0,SDTTR
2023-10-19,357.16803,365.2429,348.933,352.4915,413644897.0,SDTTR
2023-10-20,345.41406,364.6498,327.97723,331.9312,524843722.0,SDTTR
2023-10-23,330.55426,346.65955,317.40054,333.5127,446141718.0,SDTTR
2023-10-24,335.51346,340.53094,328.76807,336.0828,430197733.0,SDTTR
2023-10-25,328.94104,344.4849,302.47452,302.9687,516231679.0,SDTTR
2023-10-26,309.62515,321.55212,296.54364,314.7316,496413997.0,SDTTR
2023-10-27,307.37943,316.30243,300.96237,309.1767,297270228.0,SDTTR
2023-10-30,319.80786,334.01773,304.5252,317.1931,552450113.0,SDTTR
2023-10-31,310.32968,320.3601,303.3376,305.8118,267860514.0,SDTTR
2023-11-01,298.07245,311.74988,290.57068,298.5871,259662491.0,SDTTR
2023-11-02,302.90704,308.68185,297.20154,303.4366,237662213.0,SDTTR
2023-11-03,300.5081,305.61383,296.90463,302.8427,178454088.0,SDTTR
2023-11-06,310.1921,316.45087,303.3376,310.7602,230843709.0,SDTTR
2023-11-07,315.71158,329.56415,305.31696,312.7396,324705208.0,SDTTR
2023-11-08,313.30667,320.4096,308.78082,312.7396,217414743.0,SDTTR
2023-11-09,308.12964,314.4715,302.84274,312.987,155581113.0,SDTTR
2023-11-10,316.25095,328.82187,309.02826,309.2757,304894427.0,SDTTR
2023-11-13,301.70065,312.987,292.9459,292.9459,213797372.0,SDTTR
2023-11-14,290.45782,298.63657,285.02847,290.4717,195002648.0,SDTTR
2023-11-15,311.642,319.4199,298.884,319.4199,527022282.0,SDTTR
2023-11-16,338.6227,351.33716,315.70862,315.7086,1630246214.0,SDTTR
2023-11-17,322.22565,333.27548,311.74988,318.6777,401287489.0,SDTTR
2023-11-20,324.06052,330.55383,320.65704,323.1312,261776808.0,SDTTR
2023-11-21,316.532,325.85284,312.73956,316.2034,211982521.0,SDTTR
2023-11-22,317.016,321.39926,312.987,314.4715,284252809.0,SDTTR
2023-11-23,313.97958,319.4199,309.77048,309.7705,228028009.0,SDTTR
2023-11-24,315.98462,323.03592,309.6587,311.8882,307095536.0,SDTTR
2023-11-27,312.2162,317.58594,308.1723,308.1723,200570474.0,SDTTR
2023-11-28,306.9466,313.12686,303.21777,309.6587,273833465.0,SDTTR
2023-11-29,302.54495,311.64047,297.0246,298.2632,156153263.0,SDTTR
2023-11-30,302.34677,309.1632,292.31778,309.1632,207344976.0,SDTTR
2023-12-01,301.92166,312.13596,298.51096,299.9973,139158376.0,SDTTR
2023-12-04,295.73645,303.96094,291.82236,293.061,137917522.0,SDTTR
2023-12-05,298.45645,303.7132,292.31778,296.7769,165941330.0,SDTTR
2023-12-06,290.12592,297.0246,285.62918,286.3723,161829850.0,SDTTR
2023-12-07,284.1418,296.77686,276.46326,289.3451,152382922.0,SDTTR
2023-12-08,286.95993,292.07007,285.13373,287.1155,92619912.0,SDTTR
2023-12-11,278.0368,287.36325,272.99506,273.4905,124200721.0,SDTTR
2023-12-12,275.65567,286.3723,268.78372,269.2792,239192115.0,SDTTR
2023-12-13,260.84955,269.03146,256.64508,258.6269,137567001.0,SDTTR
2023-12-14,260.1658,264.8201,254.66328,260.6088,97043690.0,SDTTR
2023-12-15,267.7799,273.98596,260.60876,266.5542,229877566.0,SDTTR
2023-12-18,259.0302,267.2974,248.96558,248.9656,101879007.0,SDTTR
2023-12-19,256.90076,264.32462,248.47012,254.911,248686060.0,SDTTR
2023-12-20,251.4795,257.63602,247.62784,248.7178,90959963.0,SDTTR
2023-12-21,250.63028,256.39737,245.44785,254.6633,91782906.0,SDTTR
2023-12-22,256.74915,264.32462,251.69055,254.6633,124484277.0,SDTTR
2023-12-25,241.11559,255.90195,234.84514,236.8269,77199213.0,SDTTR
2023-12-26,236.18187,241.7815,230.18788,237.917,97719631.0,SDTTR
2023-12-27,246.27821,261.59964,232.86331,243.5651,218136627.0,SDTTR
2023-12-28,255.96829,265.5633,242.7724,251.9383,193823031.0,SDTTR
2023-12-29,264.3286,276.95874,249.2133,268.7837,272136731.0,SDTTR
2024-01-02,273.767,281.41782,263.58145,279.9314,287899894.0,SDTTR
2024-01-03,271.63455,281.66553,267.79282,269.7746,182228712.0,SDTTR
2024-01-04,269.3426,275.22464,265.5633,266.0587,158359018.0,SDTTR
2024-01-05,287.19577,292.5655,265.5633,292.5655,308878466.0,SDTTR
2024-01-08,312.50357,321.7973,299.25412,309.1632,881181397.0,SDTTR
2024-01-09,305.79016,321.0541,296.52914,305.1996,350203198.0,SDTTR
2024-01-10,309.1692,317.58594,301.23593,302.2269,286095312.0,SDTTR
2024-01-11,311.44226,319.8155,301.7314,311.3928,506921416.0,SDTTR
2024-01-12,318.49557,326.99957,312.13596,313.6223,509492959.0,SDTTR
2024-01-15,314.09,320.8064,307.4291,310.8973,219094976.0,SDTTR
2024-01-16,306.08148,311.64047,303.21777,306.9337,151901507.0,SDTTR
2024-01-17,304.30383,312.13596,299.25412,299.7496,137748989.0,SDTTR
2024-01-18,303.2495,309.6587,297.27234,302.2269,231028385.0,SDTTR
2024-01-19,297.85693,306.19052,295.04276,296.2814,148394507.0,SDTTR
2024-01-22,316.41168,325.7609,292.81326,325.7609,566264102.0,SDTTR
2024-01-23,349.55457,358.21317,328.23816,358.2132,1110070511.0,SDTTR
2024-01-24,367.7338,384.96768,346.8177,349.0473,1475167671.0,SDTTR
2024-01-25,357.43826,368.86542,347.80862,349.5427,513120448.0,SDTTR
2024-01-26,346.71664,356.7268,342.60635,343.845,443389442.0,SDTTR
2024-01-29,373.0312,378.0313,344.83588,378.0313,1741629251.0,SDTTR
2024-01-30,385.24014,398.34488,370.35175,374.3154,958502592.0,SDTTR
2024-01-31,373.46915,382.24268,367.37906,370.5995,450487110.0,SDTTR
2024-02-01,372.33258,376.7927,368.86542,376.0495,339919683.0,SDTTR
2024-02-02,372.6358,378.27902,369.6086,370.5995,263938367.0,SDTTR
2024-02-05,383.87762,396.3631,367.13132,382.9858,804668276.0,SDTTR
2024-02-06,400.13153,421.13577,375.80176,421.1358,1026538570.0,SDTTR
2024-02-07,441.8616,463.2494,413.2085,413.2085,1947451205.0,SDTTR
2024-02-08,410.68866,421.3835,402.804,406.5199,583742719.0,SDTTR
2024-02-09,424.53357,437.98123,405.77673,419.4017,934774845.0,SDTTR
2024-02-12,434.79648,445.90848,424.60394,425.5949,670491789.0,SDTTR
2024-02-13,428.5805,451.85394,407.5108,408.0062,603426170.0,SDTTR
2024-02-14,408.06076,423.61304,392.1517,411.4744,637696455.0,SDTTR
2024-02-15,413.3611,421.63126,408.254,408.254,394019162.0,SDTTR
2024-02-16,402.57608,411.2267,398.84036,400.3268,354529990.0,SDTTR
2024-02-19,401.02432,410.2358,390.41763,392.3995,371456198.0,SDTTR
2024-02-20,402.65833,420.64035,387.94037,404.5381,751381228.0,SDTTR
2024-02-21,401.63672,410.48352,396.1154,402.3086,421647889.0,SDTTR
2024-02-22,401.36224,409.74033,396.6108,396.6108,376042902.0,SDTTR
2024-02-23,403.79987,414.9426,396.3631,398.8404,544892002.0,SDTTR
2024-02-26,417.20587,434.2653,401.31766,413.2085,1399879494.0,SDTTR
2024-02-27,401.29684,413.45627,391.90402,391.904,507365873.0,SDTTR
2024-02-28,389.02246,402.06082,376.54492,376.5449,421675227.0,SDTTR
2024-02-29,377.05823,383.48126,357.7177,382.4904,429874506.0,SDTTR
2024-03-01,380.59875,391.65628,372.829,373.8199,351400765.0,SDTTR
2024-03-04,366.75375,377.53586,358.9563,358.9563,275650203.0,SDTTR
2024-03-05,361.95282,368.86542,356.7268,360.4427,274177593.0,SDTTR
2024-03-06,353.28732,361.6813,348.5518,350.5336,200283856.0,SDTTR
2024-03-07,356.51373,363.66315,348.79953,358.7086,263730815.0,SDTTR
2024-03-08,366.7865,382.24268,355.24045,357.47,429258994.0,SDTTR
2024-03-11,355.32962,367.37906,345.82678,345.8268,182703912.0,SDTTR
2024-03-12,345.4205,355.7359,337.15634,344.3405,267792044.0,SDTTR
2024-03-13,341.62933,350.03815,335.91772,340.1291,216284402.0,SDTTR
2024-03-14,338.7121,342.60635,334.43134,337.8995,190207615.0,SDTTR
2024-03-15,337.21384,340.6245,333.9359,335.4222,162243592.0,SDTTR
2024-03-18,329.1726,339.6336,324.02682,328.9814,165807136.0,SDTTR
2024-03-19,329.23996,333.9359,324.02682,328.9814,146893479.0,SDTTR
2024-03-20,329.97327,336.9086,325.51318,325.7609,184221676.0,SDTTR
2024-03-21,353.54596,358.21317,327.495,358.2132,319882841.0,SDTTR
2024-03-22,351.0806,380.0131,327.24725,328.4859,728657139.0,SDTTR
2024-03-25,325.16635,334.6791,315.3564,315.3564,213760036.0,SDTTR
2024-03-26,311.88028,319.56772,306.4382,308.6678,147607523.0,SDTTR
2024-03-27,307.6808,313.6223,303.21777,305.695,160857318.0,SDTTR
2024-03-28,304.62885,315.60413,298.7587,299.0064,207104454.0,SDTTR
2024-03-29,321.45044,328.73364,304.7041,318.3291,538323275.0,SDTTR
2024-04-01,314.63104,335.91772,305.94278,309.4109,274308358.0,SDTTR
2024-04-02,317.39868,329.47684,304.95187,307.9246,236901710.0,SDTTR
2024-04-03,319.94034,335.91772,302.4746,313.1269,497300114.0,SDTTR
2024-04-04,312.05667,318.5768,304.95187,307.1814,156738478.0,SDTTR
2024-04-05,316.5088,322.045,307.1814,320.0632,258252192.0,SDTTR
2024-04-08,343.77463,352.01996,326.00867,336.9086,507058326.0,SDTTR
2024-04-09,337.80246,343.59726,330.22003,341.3677,132856402.0,SDTTR
2024-04-15,356.86154,370.59952,345.82678,351.5245,472103119.0,SDTTR
2024-04-16,342.99478,362.67224,331.21094,333.4404,286563356.0,SDTTR
2024-04-17,333.48306,340.6245,326.25638,330.4677,149359320.0,SDTTR
2024-04-18,326.31482,333.9359,322.5405,324.5223,135159718.0,SDTTR
2024-04-19,335.2984,340.87228,328.98138,333.1927,318579667.0,SDTTR
2024-04-22,342.78174,350.28586,333.44043,346.3223,293506572.0,SDTTR
2024-04-24,341.5015,351.2768,335.91772,337.4041,152815459.0,SDTTR
2024-04-25,334.30255,339.38593,323.03592,330.9632,134127881.0,SDTTR
2024-04-26,333.59702,341.8632,327.495,336.1654,152226350.0,SDTTR
2024-04-29,332.15323,340.1291,329.97226,332.6973,136550873.0,SDTTR
2024-04-30,333.95474,339.88138,330.22003,331.9541,165499238.0,SDTTR
2024-05-02,332.21967,338.89044,327.99048,336.4132,220071045.0,SDTTR
2024-05-03,346.9515,356.7268,334.92682,343.845,448074116.0,SDTTR
2024-05-06,352.67197,363.66315,339.13818,349.7904,552388804.0,SDTTR
2024-05-07,356.32645,368.86542,347.06546,349.295,360517279.0,SDTTR
2024-05-08,341.74625,352.01996,336.9086,337.1563,188597077.0,SDTTR
2024-05-09,333.58612,341.8632,329.72458,331.4586,126319036.0,SDTTR
2024-05-10,324.92062,331.45865,321.0541,321.5496,121909771.0,SDTTR
2024-05-13,312.48376,322.7882,306.9337,307.1814,141839844.0,SDTTR
2024-05-14,308.4577,311.8882,304.95187,306.1905,106453043.0,SDTTR
2024-05-15,310.13528,315.3564,306.19052,308.6678,100984322.0,SDTTR
2024-05-16,309.41095,313.6223,306.9337,309.6587,90142550.0,SDTTR
2024-05-17,311.28674,316.59503,309.41095,310.8973,124642329.0,SDTTR
2024-05-20,310.67828,315.10864,305.1996,305.1996,131155389.0,SDTTR
2024-05-21,300.7831,310.64957,296.77686,296.7769,145622504.0,SDTTR
2024-05-22,311.7247,325.26547,295.04276,309.1632,400848473.0,SDTTR
2024-05-23,308.84116,313.6223,303.7132,306.4382,166563619.0,SDTTR
2024-05-24,300.6761,308.1723,296.77686,297.52,107800477.0,SDTTR
2024-05-27,289.27963,299.50186,282.65643,283.6473,136034144.0,SDTTR
2024-05-28,290.59656,296.77686,284.3905,289.0973,142956049.0,SDTTR
2024-05-29,280.04538,289.59277,276.21555,276.9587,126814848.0,SDTTR
2024-05-30,286.65576,302.22687,273.98596,290.336,196939850.0,SDTTR
2024-05-31,294.9229,300.98822,288.84958,295.0428,174173645.0,SDTTR
2024-06-03,286.5953,295.53824,280.67462,285.1337,174243411.0,SDTTR
2024-06-04,286.21774,295.29053,280.92233,280.9223,94748683.0,SDTTR
2024-06-05,278.82462,285.3814,273.98596,279.9314,114824164.0,SDTTR
2024-06-06,282.60092,285.62918,278.94055,282.6564,93418336.0,SDTTR
2024-06-07,290.35577,301.23593,278.6928,281.4178,235890673.0,SDTTR
2024-06-10,274.76187,281.66553,268.53598,268.536,92326546.0,SDTTR
2024-06-11,266.1281,270.2701,262.59055,263.086,95327675.0,SDTTR
2024-06-12,262.32202,267.04962,258.87466,262.3428,80045718.0,SDTTR
