symbol,split_date,split_factor,cumulative_split_factor
GARAN,2021-04-05,1.0,1.0
GARAN,2022-05-25,1.0,1.0
GARAN,2023-04-14,1.0,1.0
GARAN,2024-03-29,1.0,1.0
GARAN,2025-03-28,1.0,1.0
