symbol,split_date,split_factor,cumulative_split_factor
HEKTS,2021-04-30,3.7790383614666183,3.7790383614666183
HEKTS,2022-10-12,2.941860465116279,11.117403551756446
HEKTS,2024-09-18,3.33201581027668,37.043364403678595
