symbol,split_date,split_factor,cumulative_split_factor
ISCTR,2021-04-02,1.0,1.0
ISCTR,2022-03-29,1.0,1.0
ISCTR,2022-06-14,2.2222303704246915,2.2222303704246915
ISCTR,2023-04-03,1.0,2.2222303704246915
ISCTR,2024-02-27,2.5000045000135,5.555585926128396
ISCTR,2024-04-01,1.0,5.555585926128396
ISCTR,2025-03-28,1.0,5.555585926128396
