symbol,period,announcement_date,roe,roa,net_margin,debt_to_equity,current_ratio,revenue_growth_yoy,profit_growth_yoy,net_profit,net_sales,total_assets,total_liabilities,total_equity,current_liabilities,current_assets,long_term_liabilities,revenue,operating_profit,ebitda,gross_profit,depreciation,total_debt
NTHOL,2020/3,2020-06-09 23:45:16,-0.027293237375028024,-0.01628824652484122,-0.6441947398520806,0.6756399980441776,0.8974232279429606,,,-18490196.0,28702805.0,1135186404.0,457722029.0,677464375.0,119477390.0,107221785.0,338244639.0,28702805.0,-818073.0,6580536.0,5463448.0,7398609.0,457722029.0
NTHOL,2020/6,2020-08-14 20:14:41,-0.05379661575634002,-0.031111095569335404,-1.1313818599809977,0.7291778004228978,1.1315822521967127,,,-34163580.0,30196330.0,1098115620.0,463064892.0,635050728.0,91174416.0,103171351.0,371890477.0,30196330.0,-5934540.0,7484098.0,3051157.0,13418638.0,463064893.0
NTHOL,2020/9,2020-11-09 20:32:30,-0.1181028744505877,-0.0643358541663163,-1.388513919901382,0.8357240450290261,0.9478748587848418,,,-63428653.0,45680963.0,985898980.0,448836243.0,537062737.0,99206772.0,94035605.0,349629471.0,45680963.0,-8725590.0,10720381.0,3982680.0,19445971.0,448836243.0
NTHOL,2020/12,2021-04-02 19:49:56,-0.11817890421673276,-0.0646298243346626,-1.0979585865698933,0.8285506023470719,0.7755096820851844,,,-65859333.0,59983440.0,1019023859.0,461738839.0,557285020.0,113887709.0,88321021.0,347851130.0,59983440.0,-14210830.0,10766899.0,2581893.0,24977729.0,461738839.0
NTHOL,2021/3,2021-04-02 19:49:56,-0.05134357003451213,-0.026809081507688206,-3.931441638426064,0.915155878047818,0.5442830512755136,-0.7823278595942104,0.32842642663171334,-24562865.0,6247801.0,916214343.0,437812374.0,478401969.0,127395038.0,69338960.0,310417336.0,6247801.0,-5821212.0,375231.0,-2887596.0,6196443.0,437812374.0
NTHOL,2021/6,2021-08-19 23:06:42,-0.07679949293704702,-0.037086573059092215,-1.4992463944122252,1.0708166465334559,0.7372567186458053,-0.2456316049003306,-0.000351573225054283,-34151569.0,22779157.0,920860737.0,476175913.0,444684824.0,139372580.0,102753371.0,336803332.0,22779157.0,-4476012.0,6819140.0,2080739.0,11295152.0,476175912.0
NTHOL,2021/9,2021-11-09 21:12:21,-0.0661607619608701,-0.03174823892532611,-0.41857210153074575,1.0839191148990797,0.6680278300927853,0.5120125860744222,-0.5441988181587271,-28910855.0,69070191.0,910628620.0,473649750.0,436978870.0,155724382.0,104028221.0,317925368.0,69070191.0,9853042.0,26435324.0,22848555.0,16582282.0,473649750.0
NTHOL,2021/12,2022-03-11 23:24:36,0.08555396427005402,0.051260566375743,0.6013312718100735,0.669001540929891,0.8574297049272598,0.8893944395319775,-2.0347858062880775,68150303.0,113332378.0,1329487905.0,532911106.0,796576799.0,138780424.0,118994458.0,394130682.0,113332378.0,17845535.0,37956185.0,43064058.0,20110650.0,532911106.0
NTHOL,2022/3,2022-05-10 20:47:28,-0.00858085188381589,-0.005055327504625106,-0.16017508602619793,0.6973879290640008,0.6269948886745822,5.1835484196759785,-0.7480694129125409,-6188137.0,38633580.0,1224082316.0,502925829.0,721156487.0,152847439.0,95834563.0,350078390.0,38633580.0,9835902.0,15085428.0,15525358.0,5249526.0,502925829.0
NTHOL,2022/6,2022-08-19 23:06:31,-0.020002087071321086,-0.011565347749972806,-0.1474030772455101,0.7294842752452572,0.5503556067298545,2.7644860606562394,-0.6298828320303527,-12640082.0,85751819.0,1092927102.0,460988947.0,631938155.0,148425200.0,81686641.0,312563747.0,85751819.0,23427934.0,33585088.0,35895264.0,10157154.0,460988947.0
NTHOL,2022/9,2022-11-09 20:05:22,-0.025804130807345588,-0.014604203873105544,-0.10392150576606725,0.7668974636227355,0.4410878648918852,1.0407864950018741,-0.4933212110122651,-14648517.0,140957513.0,1003034272.0,435353186.0,567681086.0,164626914.0,72614934.0,270726271.0,140957513.0,32690807.0,47566512.0,52814757.0,14875705.0,435353185.0
NTHOL,2022/12,2023-03-13 23:34:43,0.05119424786166999,0.03262337866691281,0.21295879003458698,0.5692503337673016,0.5073129011247041,2.3836690429278735,0.19831131198345517,81665279.0,383479259.0,2503274717.0,908070521.0,1595204196.0,302058029.0,153237935.0,606012492.0,383479259.0,83367686.0,127083035.0,136611708.0,43715349.0,908070521.0
NTHOL,2023/3,2023-05-10 19:51:26,-0.0015103408167319436,-0.0009358753761688406,-0.01268923919604242,0.6138268568564881,0.49724847119698545,1.7803254578012184,-0.7797396857891156,-1363001.0,107413926.0,1456391561.0,553945580.0,902445981.0,204343854.0,101609669.0,349601726.0,107413926.0,-43651651.0,-5487174.0,-23667260.0,38164477.0,553945580.0
NTHOL,2023/6,2023-08-21 18:48:14,-0.030147325710364888,-0.01776593892596016,-0.07105183171061193,0.6969171084063926,0.49524546350953863,2.260249534764971,0.5715187607169004,-19864126.0,279572328.0,1118101671.0,459199910.0,658901761.0,185869012.0,92050785.0,273330898.0,279572328.0,57077822.0,95119300.0,99404176.0,38041478.0,459199910.0
NTHOL,2023/9,2023-11-09 18:22:04,0.0015997843303019758,0.0009507013376042686,0.0024340164841784064,0.6827412216894232,0.5435263047540193,2.0040375925191016,-1.070359613877637,1030664.0,423441668.0,1084109130.0,439857289.0,644251841.0,192527784.0,104643915.0,247329505.0,423441668.0,91143214.0,190402171.0,151175098.0,99258957.0,439857289.0
NTHOL,2023/12,2024-05-21 03:55:46,0.0626202685635466,0.04042608291623966,0.18982386059934125,0.5490065830343227,0.5291318406092443,0.5000065101304475,0.3370522373406696,109190744.0,575221385.0,2700997379.0,957300865.0,1743696514.0,297973843.0,157667448.0,659327022.0,575221385.0,118119178.0,226805926.0,230291705.0,108686748.0,957300865.0
NTHOL,2024/3,2024-05-21 03:55:46,0.005099967855048636,0.0032094173398992233,0.04644374945171734,0.5890634700717284,0.410241997219711,0.3307989505941716,-5.870843088156208,6638964.0,142946340.0,2068588562.0,766822710.0,1301765852.0,209432902.0,85918172.0,557389808.0,142946340.0,23918860.0,66278748.0,42623838.0,42359888.0,766822710.0
NTHOL,2024/6,2024-09-30 23:48:21,0.013902686264379367,0.008790916341198902,0.06258155980198415,0.5814831717746223,0.41390616645787087,0.10971740379112199,-1.9774251331269244,19415696.0,310246278.0,2208608892.0,812066121.0,1396542771.0,236366522.0,97833561.0,575699598.0,310246278.0,67722021.0,133575497.0,105631947.0,65853476.0,812066120.0
NTHOL,2024/9,2024-09-30 23:48:21,0.026348317672579284,0.016751564040091184,0.07694645903460495,0.5728870217443807,0.45906518045847705,0.19700121717827732,36.84074829430348,39001097.0,506860192.0,2328206304.0,847994266.0,1480212038.0,266604461.0,122388825.0,581389805.0,506860192.0,75492007.0,203337732.0,143003501.0,127845725.0,847994266.0
NTHOL,2024/12,2025-03-12 01:40:48,0.047213871363208065,0.031072493068210378,0.12617862237473423,0.5194748377468171,0.6445814500658154,0.28463987826182785,-0.1460815854501367,93239987.0,738952330.0,3000724364.0,1025881287.0,1974843077.0,298829912.0,192620218.0,727051375.0,738952330.0,94510126.0,254379992.0,215518674.0,159869866.0,1025881287.0
