symbol,period,announcement_date,roe,roa,net_margin,debt_to_equity,current_ratio,revenue_growth_yoy,profit_growth_yoy,net_profit,net_sales,total_assets,total_liabilities,total_equity,current_liabilities,current_assets,long_term_liabilities,revenue,operating_profit,ebitda,gross_profit,total_debt
KOZAL,2022/3,2022-04-29 18:21:08,0.0910686611074307,0.08047524068795796,,0.13163577180897945,9.140603451912872,,,72151669.0,,896569782.0,,792277696.0,73502029.0,671852900.0,30790057.0,,0.0,,66825362.0,104292086.0
KOZAL,2022/6,2022-08-09 20:08:01,0.14503050767554654,0.1290399704450126,,0.12391925676508096,10.977269811167446,,,107226476.0,,830955522.0,,739337383.0,62778317.0,689134524.0,28839822.0,,0.0,,113336112.0,91618139.0
KOZAL,2022/9,2022-10-31 18:15:04,0.2833033753171402,0.24486412610634128,,0.1569819566296501,8.759008586332053,,,167649916.0,,684665078.0,,591768156.0,66153859.0,579442219.0,26743064.0,,0.0,,180759681.0,92896923.0
KOZAL,2022/12,2023-03-01 21:41:22,-0.14200265904245643,-0.126746436548039,,0.12036805854210397,10.32177997082551,,,-176429639.0,,1391988949.0,,1242438981.0,93899157.0,969206438.0,55650811.0,,0.0,,389331919.0,149549968.0
KOZAL,2023/3,2023-05-02 18:14:35,0.11024771753001389,0.09257108413002643,,0.19095199722581457,6.776357958052655,,-0.000290221976708536,72130729.0,,779192873.0,,654260520.0,94297887.0,638996237.0,30634466.0,,0.0,,21186379.0,124932353.0
KOZAL,2023/6,2023-08-09 18:17:52,0.21120630108810592,0.17714800706521533,,0.1922589736521978,6.881693675692979,,0.044861998448965164,112036870.0,,632447815.0,,530461778.0,74693733.0,514019390.0,27292304.0,,0.0,,61001904.0,101986037.0
KOZAL,2023/9,2023-10-30 18:11:10,0.3207479664518224,0.2729188591674814,,0.17525028487156694,6.553506439258779,,-0.017747977875515308,164674469.0,,603382520.0,,513407679.0,63810217.0,418180668.0,26164625.0,,0.0,,136518146.0,89974842.0
KOZAL,2023/12,2024-05-09 20:14:03,0.019694412336721975,0.017588343018865905,,0.11974233917433523,6.238919830193077,,-1.1126835100535462,19880711.0,,1130334505.0,,1009459468.0,89813064.0,560336506.0,31061974.0,,0.0,,208027769.0,120875038.0
KOZAL,2024/3,2024-05-09 20:14:03,-0.007903264095015234,-0.006925135961655815,,0.14124316814252894,5.3111296754485835,,-1.0783650058493102,-5652525.0,,816233072.0,,715213984.0,73712419.0,391496216.0,27306670.0,,0.0,,42524937.0,101019089.0
KOZAL,2024/6,2024-07-09 18:10:50,-0.009545631072599422,-0.008549373338284464,,0.11652991335092056,6.710166638796357,,-1.0644881635840058,-7225052.0,,845097262.0,,756896212.0,56649293.0,380126196.0,31551757.0,,0.0,,71847007.0,88201050.0
KOZAL,2024/9,2024-11-21 18:11:23,0.018571110043502245,0.016959812896239528,,0.09500677614314884,8.814807587159997,,-0.9081873584180192,15119198.0,,891471981.0,,814124625.0,45898808.0,404589161.0,31448548.0,,0.0,,112320353.0,77347356.0
KOZAL,2024/12,2025-03-14 18:58:30,0.020424539660961822,0.018635071724611343,,0.09602688751592652,8.137409464530634,,0.07816340170127718,21434655.0,,1150231956.0,,1049455966.0,62323640.0,507152978.0,38452350.0,,0.0,,113936988.0,100775990.0
KOZAL,2025/3,2025-05-22 18:11:36,0.015329379709498735,0.013878831922051133,,0.10451512026332171,8.070659876650359,,-3.3667615800018575,13378179.0,,963926869.0,,872714960.0,55536440.0,448215718.0,35675469.0,,0.0,,33186702.0,91211909.0
KOZAL,2025/6,2025-08-11 19:42:06,0.04634574063968372,0.04211104121734184,,0.1005603103977254,8.172717083927877,,-6.8273647027038695,42103013.0,,999809356.0,,908454853.0,55890250.0,456775201.0,35464252.0,,0.0,,70845072.0,91354502.0
KOZAL,2025/9,2025-11-11 18:10:55,0.10962966926708431,0.09876234210875261,,0.11003513005356937,6.830485562270621,,6.262330250586043,109800609.0,,1111765949.0,,1001559247.0,75216779.0,513767123.0,34989923.0,,0.0,,141993206.0,110206702.0
