symbol,period,announcement_date,roe,roa,net_margin,debt_to_equity,current_ratio,revenue_growth_yoy,profit_growth_yoy,net_profit,net_sales,total_assets,total_liabilities,total_equity,current_liabilities,current_assets,long_term_liabilities,revenue,operating_profit,ebitda,gross_profit,total_debt
GARAN,2021/3,2021-04-29 18:11:14,0.0420780867810912,0.005204230484745479,,0.0,,,0.6439750491306059,2681925000.0,,515335554000.0,515335554000.0,63736857000.0,,,,,2519770000.0,,,0
GARAN,2021/6,2021-07-29 18:11:12,0.08523421567412613,0.010423174874224887,,0.0,,,0.7753105102317125,5736694000.0,,550378754000.0,550378754000.0,67305060000.0,,,,,5474894000.0,,,0
GARAN,2021/9,2021-10-27 18:10:18,0.13464990919462494,0.01663618978452376,,0.0,,,0.8609383791880435,9541487000.0,,573537999000.0,573537999000.0,70861444000.0,,,,,10195910000.0,,,0
GARAN,2021/12,2022-02-02 18:10:15,0.17005407479269613,0.017922644259643253,,0.0,,,1.180367499021722,13601139000.0,,758880152000.0,758880152000.0,79981259000.0,,,,,15371014000.0,,,0
GARAN,2022/3,2022-04-25 07:30:17,0.0848886067703749,0.009644264681765203,,0.0,,,2.0611120743495808,8209673000.0,,851249242000.0,851249242000.0,96711129000.0,,,,,9885837000.0,,,0
GARAN,2022/6,2022-07-28 18:10:09,0.18881695568035167,0.02149009122592236,,0.0,,,2.6773692304313252,21095942000.0,,981659025000.0,981659025000.0,111726947000.0,,,,,24211621000.0,,,0
GARAN,2022/9,2022-10-27 18:10:10,0.2940396298236577,0.03532584766797135,,0.0,,,3.0462141802425555,38606900000.0,,1092879649000.0,1092879649000.0,131298288000.0,,,,,45811730000.0,,,0
GARAN,2022/12,2023-02-01 08:30:11,0.3832005048442945,0.05078163367425439,,0.0,,,3.301783696203678,58509158000.0,,1152171637000.0,1152171637000.0,152685493000.0,,,,,70284888000.0,,,0
GARAN,2023/3,2023-04-27 08:20:50,0.09052654023572274,0.012030476131221731,,0.0,,,0.9166506388256876,15735075000.0,,1307934518000.0,1307934518000.0,173817258000.0,,,,,14971970000.0,,,0
GARAN,2023/6,2023-07-27 18:10:16,0.1823064748535032,0.02048983426512742,,0.0,,,0.6214013102614712,34204988000.0,,1669363820000.0,1669363820000.0,187623550000.0,,,,,34223512000.0,,,0
GARAN,2023/9,2023-10-30 18:10:13,0.26871973270947325,0.03303407050539396,,0.0,,,0.49137250077058764,57577269000.0,,1742966220000.0,1742966220000.0,214265132000.0,,,,,60879775000.0,,,0
GARAN,2023/12,2024-01-29 18:14:43,0.3567515344272482,0.04524829851821409,,0.0,,,0.4926162499210807,87331720000.0,,1930055336000.0,1930055336000.0,244797041000.0,,,,,89089085000.0,,,0
GARAN,2024/3,2024-04-29 08:00:21,0.08740094651235525,0.010307937185074254,,0.0,,,0.41826397395627285,22316490000.0,,2164981179000.0,2164981179000.0,255334649000.0,,,,,21943251000.0,,,0
GARAN,2024/6,2024-07-30 18:10:19,0.16052895977562348,0.019384671839507712,,0.0,,,0.3108848919929456,44838802000.0,,2313106065000.0,2313106065000.0,279319084000.0,,,,,45664216000.0,,,0
GARAN,2024/9,2024-10-30 18:10:17,0.22116074202601502,0.026813790819144805,,0.0,,,0.16250338306250683,66933770000.0,,2496244207000.0,2496244207000.0,302647610000.0,,,,,68736090000.0,,,0
GARAN,2024/12,2025-01-29 18:10:09,0.27938054423224445,0.03534761166660702,,0.0,,,0.05545836037581763,92174994000.0,,2607672475000.0,2607672475000.0,329926317000.0,,,,,97978674000.0,,,0
GARAN,2025/3,2025-04-28 18:10:07,0.07446935069729207,0.008330851374470037,,0.0,,,0.13298937243267198,25284346000.0,,3035025457000.0,3035025457000.0,339526876000.0,,,,,26482472000.0,,,0
GARAN,2025/6,2025-07-30 18:10:15,0.14197457691617685,0.01651556425461507,,0.0,,,0.19561947707701913,53610145000.0,,3246037748000.0,3246037748000.0,377603837000.0,,,,,54254530000.0,,,0
GARAN,2025/9,2025-10-30 08:00:08,0.2047642929359426,0.024019068364232097,,0.0,,,0.2556000804974828,84042047000.0,,3498971972000.0,3498971972000.0,410433117000.0,,,,,84485427000.0,,,0
