symbol,period,announcement_date,roe,roa,net_margin,debt_to_equity,current_ratio,revenue_growth_yoy,profit_growth_yoy,net_profit,net_sales,total_assets,total_liabilities,total_equity,current_liabilities,current_assets,long_term_liabilities,revenue,operating_profit,ebitda,gross_profit,total_debt
GARAN,2015/3,2020-01-30 18:10:20,0.031408555579108224,0.0037135227935269073,,0.0,,,,862448000.0,,232245242039.0,232245242039.0,27459015039.0,,,,,953802000.0,,,0
GARAN,2015/6,2020-01-30 18:10:20,0.06969695520985207,0.008217831306701173,,0.0,,,,1938686000.0,,235912119347.0,235912119347.0,27815935347.0,,,,,2222148000.0,,,0
GARAN,2015/9,2020-01-30 18:10:20,0.0873450135428855,0.00947043147341305,,0.0,,,,2468938000.0,,260699632000.0,260699632000.0,28266502000.0,,,,,2856567000.0,,,0
GARAN,2015/12,2020-01-30 18:10:20,0.10995451897942146,0.013393380375553782,,0.0,,,,3406507000.0,,254342586000.0,254342586000.0,30981055000.0,,,,,3908562000.0,,,0
GARAN,2016/3,2020-01-30 18:10:20,0.032887306506910255,0.003936515110808419,,0.0,,,0.20649360889004323,1040538000.0,,264329736000.0,264329736000.0,31639502000.0,,,,,1139905000.0,,,0
GARAN,2016/6,2020-01-30 18:10:20,0.07804866923289638,0.009866067961664353,,0.0,,,0.33093342604217496,2580262000.0,,261528910000.0,261528910000.0,33059654000.0,,,,,2927582000.0,,,0
GARAN,2016/9,2020-01-30 18:10:20,0.11346998196030152,0.014504196777736891,,0.0,,,0.5840332969074152,3910880000.0,,269637820000.0,269637820000.0,34466208000.0,,,,,4460599000.0,,,0
GARAN,2016/12,2020-01-30 18:10:20,0.1426753027934319,0.017844281685303182,,0.0,,,0.4884892354543819,5070549000.0,,284155400000.0,284155400000.0,35539080000.0,,,,,5895166000.0,,,0
GARAN,2017/3,2020-01-30 18:10:20,0.041946736806800194,0.005078051792627188,,0.0,,,0.4661156055809591,1525549000.0,,300420134000.0,300420134000.0,36368717000.0,,,,,1736127000.0,,,0
GARAN,2017/6,2020-01-30 18:10:20,0.0810240412291715,0.00997645011388139,,0.0,,,0.19350864369587276,3079565000.0,,308683446000.0,308683446000.0,38008040000.0,,,,,3516033000.0,,,0
GARAN,2017/9,2020-01-30 18:10:20,0.11744361969155509,0.01493318010573873,,0.0,,,0.18767412960765864,4644851000.0,,311042321000.0,311042321000.0,39549624000.0,,,,,5389657000.0,,,0
GARAN,2017/12,2020-01-30 18:10:20,0.1534898204044837,0.019505813251485614,,0.0,,,0.2511307947127619,6343920000.0,,325232274000.0,325232274000.0,41331210000.0,,,,,7543371000.0,,,0
GARAN,2018/3,2020-01-30 18:10:20,0.04709804577831024,0.006099998383825909,,0.0,,,0.308545972630181,1996251000.0,,327254349000.0,327254349000.0,42385007000.0,,,,,2268141000.0,,,0
GARAN,2018/6,2020-01-30 18:10:20,0.0882243931361656,0.011180398527338853,,0.0,,,0.26757058220885094,3903566000.0,,349143726000.0,349143726000.0,44245881000.0,,,,,4410563000.0,,,0
GARAN,2018/9,2020-01-30 18:10:20,0.11999012938208516,0.013575077534207846,,0.0,,,0.20054120142928158,5576335000.0,,410777396000.0,410777396000.0,46473281000.0,,,,,6427829000.0,,,0
GARAN,2018/12,2020-01-30 18:10:20,0.1421833640540292,0.01846636160253634,,0.0,,,0.04639339714246081,6638236000.0,,359477202000.0,359477202000.0,46687853000.0,,,,,7693570000.0,,,0
GARAN,2019/3,2020-01-30 18:10:20,0.0357310689170641,0.004479797296939933,,0.0,,,-0.13740155922276306,1721963000.0,,384384133000.0,384384133000.0,48192317000.0,,,,,1878381000.0,,,0
GARAN,2019/6,2020-01-30 18:10:20,0.07219494885750617,0.00946934602495182,,0.0,,,-0.06933301499193302,3632920000.0,,383650570000.0,383650570000.0,50320972000.0,,,,,3968938000.0,,,0
GARAN,2019/9,2020-01-30 18:10:20,0.09582862191004789,0.013187208783960883,,0.0,,,-0.11475386611457167,4936429000.0,,374334636000.0,374334636000.0,51513096000.0,,,,,5346666000.0,,,0
GARAN,2019/12,2020-01-30 18:10:20,0.11454970166276746,0.01574537967017295,,0.0,,,-0.0722172275887751,6158841000.0,,391152270000.0,391152270000.0,53765666000.0,,,,,6922338000.0,,,0
GARAN,2020/3,2020-04-29 18:10:10,0.029729492427860375,0.003908252125569041,,0.0,,,-0.0526126287266335,1631366000.0,,417415752000.0,417415752000.0,54873658000.0,,,,,1725721000.0,,,0
GARAN,2020/6,2020-07-29 18:11:13,0.05562058501520894,0.007214610182245625,,0.0,,,-0.11052954648051705,3231375000.0,,447893222000.0,447893222000.0,58096746000.0,,,,,3667055000.0,,,0
GARAN,2020/9,2020-10-27 18:13:10,0.08482994138426915,0.01068813776126537,,0.0,,,0.038654663117812495,5127245000.0,,479713596000.0,479713596000.0,60441454000.0,,,,,5930704000.0,,,0
GARAN,2020/12,2021-01-28 18:11:11,0.10048050696015637,0.01265834130516243,,0.0,,,0.012853392383404605,6238003000.0,,492797820000.0,492797820000.0,62081723000.0,,,,,7316382000.0,,,0
