symbol,period,announcement_date,roe,roa,net_margin,debt_to_equity,current_ratio,revenue_growth_yoy,profit_growth_yoy,net_profit,net_sales,total_assets,total_liabilities,total_equity,current_liabilities,current_assets,long_term_liabilities,revenue,operating_profit,ebitda,gross_profit,total_debt
YKBNK,2015/3,2020-02-04 18:12:06,0.02519223469674975,0.0024897825297600772,,0.0,,,,500756000.0,,201124393000.0,201124393000.0,19877395000.0,,,,,543539000.0,,,0
YKBNK,2015/6,2020-02-04 18:12:06,0.04110799354397349,0.0043458882956738205,,0.0,,,,907836000.0,,208895383000.0,208895383000.0,22084172000.0,,,,,988242000.0,,,0
YKBNK,2015/9,2020-02-04 18:12:06,0.05576282569288226,0.005276866399527302,,0.0,,,,1225542000.0,,232248063000.0,232248063000.0,21977760000.0,,,,,1314617000.0,,,0
YKBNK,2015/12,2020-02-04 18:12:06,0.08059886126375525,0.008442845654356218,,0.0,,,,1860545000.0,,220369420000.0,220369420000.0,23084011000.0,,,,,2021348000.0,,,0
YKBNK,2016/3,2020-02-04 18:12:06,0.029705807535628962,0.0031573076357669138,,0.0,,,0.40644745145340244,704287000.0,,223065688000.0,223065688000.0,23708731000.0,,,,,779589000.0,,,0
YKBNK,2016/6,2020-02-04 18:12:06,0.06385357964581528,0.006758616817549895,,0.0,,,0.7097118862878318,1552138000.0,,229653203000.0,229653203000.0,24307768000.0,,,,,1708644000.0,,,0
YKBNK,2016/9,2020-02-04 18:12:06,0.09443230745134375,0.010221273743019467,,0.0,,,0.927978804479977,2362819000.0,,231166786000.0,231166786000.0,25021299000.0,,,,,2577915000.0,,,0
YKBNK,2016/12,2020-02-04 18:12:06,0.11228783132537963,0.01160034949514068,,0.0,,,0.5763096297052746,2932795000.0,,252819538000.0,252819538000.0,26118547000.0,,,,,3168213000.0,,,0
YKBNK,2017/3,2020-02-04 18:12:06,0.036147259357229386,0.00381973712293848,,0.0,,,0.42169456485779233,1001281000.0,,262133484000.0,262133484000.0,27700053000.0,,,,,1084092000.0,,,0
YKBNK,2017/6,2020-02-04 18:12:06,0.06644949466285252,0.007140774944480341,,0.0,,,0.21973561629185034,1893198000.0,,265125006000.0,265125006000.0,28490781000.0,,,,,2036198000.0,,,0
YKBNK,2017/9,2020-02-04 18:12:06,0.09438396028438138,0.01004003636355025,,0.0,,,0.15733198353322875,2734566000.0,,272366145000.0,272366145000.0,28972783000.0,,,,,2916506000.0,,,0
YKBNK,2017/12,2020-02-04 18:12:06,0.12007740599543616,0.012135512966776974,,0.0,,,0.23229922309605683,3614081000.0,,297810320000.0,297810320000.0,30097927000.0,,,,,3898596000.0,,,0
YKBNK,2018/3,2020-02-04 18:12:06,0.03937409130936242,0.004083460573574157,,0.0,,,0.24245641333451848,1244048000.0,,304655323000.0,304655323000.0,31595599000.0,,,,,1350958000.0,,,0
YKBNK,2018/6,2020-02-04 18:12:06,0.06537417314460992,0.007303699855350076,,0.0,,,0.30532147192211273,2471232000.0,,338353444000.0,338353444000.0,37801350000.0,,,,,2700266000.0,,,0
