symbol,period,announcement_date,roe,roa,net_margin,debt_to_equity,current_ratio,revenue_growth_yoy,profit_growth_yoy,net_profit,net_sales,total_assets,total_liabilities,total_equity,current_liabilities,current_assets,long_term_liabilities,revenue,operating_profit,ebitda,gross_profit,depreciation,total_debt
ASTOR,2020/12,2023-03-01 22:17:11,0.40379819122891963,0.1336783984431813,0.14722098674648373,2.020668978171145,1.4470870727530223,,,30350402.0,206155404.0,227040437.0,151878134.0,75162303.0,106233841.0,153729618.0,45644293.0,206155404.0,49418527.0,57488960.0,60541030.0,8070433.0,151878134.0
ASTOR,2021/9,2023-03-01 22:17:11,,,0.0,,,,,0.0,247673697.0,0.0,0.0,0.0,0.0,0.0,0.0,247673697.0,45791767.0,51732856.0,54553454.0,5941089.0,0.0
ASTOR,2021/12,2023-03-01 22:17:11,0.4712295464545567,0.1625393554886096,0.109697193648797,1.8991719884577705,1.367324725452491,0.7143254464481562,0.27737691909319684,38768903.0,353417455.0,238520098.0,156248298.0,82271800.0,136866749.0,187141290.0,19381549.0,353417455.0,86884107.0,94454292.0,99058277.0,7570185.0,156248298.0
ASTOR,2022/3,2023-03-01 22:17:11,,,0.0,,,,,0.0,77358897.0,0.0,0.0,0.0,0.0,0.0,0.0,77358897.0,15447454.0,16797170.0,19383299.0,1349716.0,0.0
ASTOR,2022/6,2023-03-01 22:17:11,,,0.0,,,,,0.0,187365612.0,0.0,0.0,0.0,0.0,0.0,0.0,187365612.0,41759293.0,44280790.0,49205868.0,2521497.0,0.0
ASTOR,2022/9,2023-03-01 22:17:11,0.4295908696498167,0.19190548735276344,0.2040095819759274,1.2385543820335714,1.5135525893862107,0.17377381014343238,,59308217.0,290712899.0,309049094.0,170991651.0,138057443.0,159995735.0,242161959.0,10995916.0,290712899.0,69197916.0,72721425.0,81047297.0,3523509.0,170991651.0
ASTOR,2022/12,2023-03-01 22:17:11,0.3052328780575588,0.17276821207825127,0.13130801118334298,0.7667189721180353,1.7658346906161881,1.3473137114860385,1.8097445780191408,108930715.0,829581638.0,630502068.0,273624671.0,356877397.0,257827614.0,455280945.0,15797057.0,829581638.0,209712832.0,217610407.0,251895824.0,7897575.0,273624671.0
ASTOR,2023/3,2023-05-02 22:37:33,0.09027718470782253,0.054308534733012274,0.11620706083726773,0.6623019741569313,2.1760513606949075,1.6275268635228861,,23620547.0,203262580.0,434932504.0,173287803.0,261644701.0,164524721.0,358014243.0,8763081.0,203262580.0,47939949.0,52412852.0,61552674.0,4472903.0,173287802.0
ASTOR,2023/6,2023-08-09 22:23:47,0.26142198484125323,0.1608753468196643,0.13414439956209373,0.6249971795510609,2.2052247485008114,1.4836994101137406,,62425419.0,465359860.0,388035956.0,149244184.0,238791772.0,142640818.0,314555062.0,6603366.0,465359860.0,115034408.0,137860086.0,144523714.0,22825678.0,149244184.0
ASTOR,2023/9,2023-10-30 18:44:04,0.39783382537852935,0.24838258739604102,0.15503848915638543,0.6016977258723509,2.2387777228556383,1.4618701972353831,0.8709152392829479,110960647.0,715697422.0,446732793.0,167820745.0,278912048.0,162498727.0,363798530.0,5322018.0,715697422.0,252005971.0,266790917.0,295429232.0,14784946.0,167820745.0
